user_id,total_mrr,average_monthly_revenue,active_months,plans_used,estimated_annual_value,revenue_share_pct,cumulative_revenue_share_pct,customer_rank
U015328,1659.0,79.0,21,1,948.0,0.008550598773847229,57.00331664274391,3870
U020119,1659.0,79.0,21,1,948.0,0.008550598773847229,57.011867241517756,3871
U005138,1659.0,79.0,21,1,948.0,0.008550598773847229,57.0204178402916,3872
U001771,1659.0,79.0,21,1,948.0,0.008550598773847229,57.028968439065444,3873
U000973,1659.0,79.0,21,1,948.0,0.008550598773847229,57.03751903783929,3874
U012764,1659.0,79.0,21,1,948.0,0.008550598773847229,57.04606963661313,3875
U013887,1659.0,79.0,21,1,948.0,0.008550598773847229,57.05462023538698,3876
U008313,1659.0,79.0,21,1,948.0,0.008550598773847229,57.06317083416082,3877
U013890,1659.0,79.0,21,1,948.0,0.008550598773847229,57.071721432934666,3878
U010692,1659.0,79.0,21,1,948.0,0.008550598773847229,57.08027203170851,3879
U003426,1659.0,79.0,21,1,948.0,0.008550598773847229,57.088822630482355,3880
U003743,1659.0,79.0,21,1,948.0,0.008550598773847229,57.0973732292562,3881
U024105,1659.0,79.0,21,1,948.0,0.008550598773847229,57.10592382803004,3882
U012769,1659.0,79.0,21,1,948.0,0.008550598773847229,57.11447442680389,3883
U014590,1659.0,79.0,21,1,948.0,0.008550598773847229,57.12302502557773,3884
U003263,1659.0,79.0,21,1,948.0,0.008550598773847229,57.131575624351576,3885
U019740,1659.0,79.0,21,1,948.0,0.008550598773847229,57.14012622312542,3886
U022354,1659.0,79.0,21,1,948.0,0.008550598773847229,57.148676821899265,3887
U029746,1659.0,79.0,21,1,948.0,0.008550598773847229,57.15722742067311,3888
U000958,1659.0,79.0,21,1,948.0,0.008550598773847229,57.165778019446954,3889
U008060,1659.0,79.0,21,1,948.0,0.008550598773847229,57.1743286182208,3890
U008509,1659.0,79.0,21,1,948.0,0.008550598773847229,57.18287921699464,3891
U021017,1659.0,79.0,21,1,948.0,0.008550598773847229,57.19142981576849,3892
U009863,1659.0,79.0,21,1,948.0,0.008550598773847229,57.19998041454233,3893
U006177,1659.0,79.0,21,1,948.0,0.008550598773847229,57.208531013316176,3894
U006173,1659.0,79.0,21,1,948.0,0.008550598773847229,57.21708161209002,3895
U000938,1659.0,79.0,21,1,948.0,0.008550598773847229,57.225632210863864,3896
U026247,1659.0,79.0,21,1,948.0,0.008550598773847229,57.23418280963771,3897
U015416,1659.0,79.0,21,1,948.0,0.008550598773847229,57.24273340841155,3898
U005709,1659.0,79.0,21,1,948.0,0.008550598773847229,57.2512840071854,3899
U010902,1659.0,79.0,21,1,948.0,0.008550598773847229,57.25983460595924,3900
U020009,1659.0,79.0,21,1,948.0,0.008550598773847229,57.268385204733086,3901
U018217,1659.0,79.0,21,1,948.0,0.008550598773847229,57.27693580350693,3902
U009864,1659.0,79.0,21,1,948.0,0.008550598773847229,57.285486402280775,3903
U020893,1659.0,79.0,21,1,948.0,0.008550598773847229,57.29403700105462,3904
U006717,1659.0,79.0,21,1,948.0,0.008550598773847229,57.30258759982846,3905
U011935,1659.0,79.0,21,1,948.0,0.008550598773847229,57.31113819860231,3906
U015836,1659.0,79.0,21,1,948.0,0.008550598773847229,57.31968879737615,3907
U001228,1659.0,79.0,21,1,948.0,0.008550598773847229,57.328239396149996,3908
U022491,1659.0,79.0,21,1,948.0,0.008550598773847229,57.33678999492384,3909
U020672,1659.0,79.0,21,1,948.0,0.008550598773847229,57.345340593697685,3910
U011449,1659.0,79.0,21,1,948.0,0.008550598773847229,57.35389119247153,3911
U013935,1659.0,79.0,21,1,948.0,0.008550598773847229,57.362441791245374,3912
U018311,1659.0,79.0,21,1,948.0,0.008550598773847229,57.37099239001922,3913
U025867,1659.0,79.0,21,1,948.0,0.008550598773847229,57.37954298879306,3914
U026870,1659.0,79.0,21,1,948.0,0.008550598773847229,57.38809358756691,3915
U026876,1659.0,79.0,21,1,948.0,0.008550598773847229,57.39664418634075,3916
U016063,1659.0,79.0,21,1,948.0,0.008550598773847229,57.405194785114595,3917
U008516,1659.0,79.0,21,1,948.0,0.008550598773847229,57.41374538388844,3918
U014219,1659.0,79.0,21,1,948.0,0.008550598773847229,57.422295982662284,3919
U003233,1659.0,79.0,21,1,948.0,0.008550598773847229,57.43084658143613,3920
U005074,1659.0,79.0,21,1,948.0,0.008550598773847229,57.43939718020997,3921
U017744,1659.0,79.0,21,1,948.0,0.008550598773847229,57.44794777898382,3922
U020391,1659.0,79.0,21,1,948.0,0.008550598773847229,57.45649837775766,3923
U001147,1659.0,79.0,21,1,948.0,0.008550598773847229,57.465048976531506,3924
U010293,1659.0,79.0,21,1,948.0,0.008550598773847229,57.47359957530535,3925
U003710,1659.0,79.0,21,1,948.0,0.008550598773847229,57.482150174079194,3926
U002744,1659.0,79.0,21,1,948.0,0.008550598773847229,57.49070077285304,3927
U026995,1659.0,79.0,21,1,948.0,0.008550598773847229,57.49925137162688,3928
U027002,1659.0,79.0,21,1,948.0,0.008550598773847229,57.50780197040073,3929
U000492,1659.0,79.0,21,1,948.0,0.008550598773847229,57.51635256917457,3930
U007970,1659.0,79.0,21,1,948.0,0.008550598773847229,57.524903167948416,3931
U009913,1659.0,79.0,21,1,948.0,0.008550598773847229,57.53345376672226,3932
U007666,1659.0,79.0,21,1,948.0,0.008550598773847229,57.542004365496105,3933
U028341,1659.0,79.0,21,1,948.0,0.008550598773847229,57.55055496426995,3934
U021260,1659.0,79.0,21,1,948.0,0.008550598773847229,57.55910556304379,3935
U020332,1659.0,79.0,21,1,948.0,0.008550598773847229,57.56765616181764,3936
U002619,1659.0,79.0,21,1,948.0,0.008550598773847229,57.57620676059148,3937
U014469,1659.0,79.0,21,1,948.0,0.008550598773847229,57.58475735936533,3938
U024486,1659.0,79.0,21,1,948.0,0.008550598773847229,57.59330795813917,3939
U000537,1659.0,79.0,21,1,948.0,0.008550598773847229,57.601858556913015,3940
U013986,1659.0,79.0,21,1,948.0,0.008550598773847229,57.61040915568686,3941
U014939,1659.0,79.0,21,1,948.0,0.008550598773847229,57.618959754460704,3942
U025611,1659.0,79.0,21,1,948.0,0.008550598773847229,57.62751035323455,3943
U012242,1659.0,79.0,21,1,948.0,0.008550598773847229,57.63606095200839,3944
U002725,1659.0,79.0,21,1,948.0,0.008550598773847229,57.64461155078224,3945
U015601,1659.0,79.0,21,1,948.0,0.008550598773847229,57.65316214955608,3946
U012503,1659.0,79.0,21,1,948.0,0.008550598773847229,57.661712748329926,3947
U009588,1659.0,79.0,21,1,948.0,0.008550598773847229,57.67026334710377,3948
U025134,1659.0,79.0,21,1,948.0,0.008550598773847229,57.678813945877614,3949
U014196,1659.0,79.0,21,1,948.0,0.008550598773847229,57.68736454465146,3950
U027279,1659.0,79.0,21,1,948.0,0.008550598773847229,57.6959151434253,3951
U027287,1659.0,79.0,21,1,948.0,0.008550598773847229,57.70446574219915,3952
U014009,1659.0,79.0,21,1,948.0,0.008550598773847229,57.71301634097299,3953
U008176,1659.0,79.0,21,1,948.0,0.008550598773847229,57.721566939746836,3954
U017123,1659.0,79.0,21,1,948.0,0.008550598773847229,57.73011753852068,3955
U012987,1659.0,79.0,21,1,948.0,0.008550598773847229,57.738668137294525,3956
U020283,1659.0,79.0,21,1,948.0,0.008550598773847229,57.74721873606837,3957
U002120,1659.0,79.0,21,1,948.0,0.008550598773847229,57.75576933484221,3958
U019823,1659.0,79.0,21,1,948.0,0.008550598773847229,57.76431993361606,3959
U022756,1659.0,79.0,21,1,948.0,0.008550598773847229,57.7728705323899,3960
U003162,1659.0,79.0,21,1,948.0,0.008550598773847229,57.78142113116375,3961
U013009,1659.0,79.0,21,1,948.0,0.008550598773847229,57.78997172993759,3962
U011272,1659.0,79.0,21,1,948.0,0.008550598773847229,57.798522328711435,3963
U027331,1659.0,79.0,21,1,948.0,0.008550598773847229,57.80707292748528,3964
U013021,1659.0,79.0,21,1,948.0,0.008550598773847229,57.815623526259124,3965
U002344,1659.0,79.0,21,1,948.0,0.008550598773847229,57.82417412503297,3966
U011831,1659.0,79.0,21,1,948.0,0.008550598773847229,57.83272472380681,3967
U028973,1659.0,79.0,21,1,948.0,0.008550598773847229,57.84127532258066,3968
U025678,1659.0,79.0,21,1,948.0,0.008550598773847229,57.8498259213545,3969
U006982,1659.0,79.0,21,1,948.0,0.008550598773847229,57.858376520128346,3970
U028581,1659.0,79.0,21,1,948.0,0.008550598773847229,57.86692711890219,3971
U011824,1659.0,79.0,21,1,948.0,0.008550598773847229,57.875477717676034,3972
U003751,1659.0,79.0,21,1,948.0,0.008550598773847229,57.88402831644988,3973
U024209,1659.0,79.0,21,1,948.0,0.008550598773847229,57.89257891522372,3974
U010676,1659.0,79.0,21,1,948.0,0.008550598773847229,57.90112951399757,3975
U025595,1659.0,79.0,21,1,948.0,0.008550598773847229,57.90968011277141,3976
U018109,1659.0,79.0,21,1,948.0,0.008550598773847229,57.918230711545256,3977
U005906,1659.0,79.0,21,1,948.0,0.008550598773847229,57.9267813103191,3978
U027483,1659.0,79.0,21,1,948.0,0.008550598773847229,57.935331909092945,3979
U014358,1659.0,79.0,21,1,948.0,0.008550598773847229,57.94388250786679,3980
U011178,1659.0,79.0,21,1,948.0,0.008550598773847229,57.95243310664063,3981
U023083,1659.0,79.0,21,1,948.0,0.008550598773847229,57.96098370541448,3982
U003983,1659.0,79.0,21,1,948.0,0.008550598773847229,57.96953430418832,3983
U020061,1659.0,79.0,21,1,948.0,0.008550598773847229,57.978084902962166,3984
U001019,1659.0,79.0,21,1,948.0,0.008550598773847229,57.98663550173601,3985
U002875,1659.0,79.0,21,1,948.0,0.008550598773847229,57.995186100509855,3986
U016547,1659.0,79.0,21,1,948.0,0.008550598773847229,58.0037366992837,3987
U007462,1659.0,79.0,21,1,948.0,0.008550598773847229,58.012287298057544,3988
U012215,1659.0,79.0,21,1,948.0,0.008550598773847229,58.02083789683139,3989
U015359,1659.0,79.0,21,1,948.0,0.008550598773847229,58.02938849560523,3990
U018890,1659.0,79.0,21,1,948.0,0.008550598773847229,58.03793909437908,3991
U027578,1659.0,79.0,21,1,948.0,0.008550598773847229,58.04648969315292,3992
U012567,1659.0,79.0,21,1,948.0,0.008550598773847229,58.055040291926765,3993
U013362,1659.0,79.0,21,1,948.0,0.008550598773847229,58.06359089070061,3994
U024876,1659.0,79.0,21,1,948.0,0.008550598773847229,58.072141489474454,3995
U016796,1659.0,79.0,21,1,948.0,0.008550598773847229,58.0806920882483,3996
U029234,1659.0,79.0,21,1,948.0,0.008550598773847229,58.08924268702214,3997
U026150,1659.0,79.0,21,1,948.0,0.008550598773847229,58.09779328579599,3998
U005364,1659.0,79.0,21,1,948.0,0.008550598773847229,58.10634388456983,3999
U017416,1659.0,79.0,21,1,948.0,0.008550598773847229,58.114894483343676,4000
U007597,1659.0,79.0,21,1,948.0,0.008550598773847229,58.12344508211752,4001
U022991,1659.0,79.0,21,1,948.0,0.008550598773847229,58.131995680891364,4002
U002697,1659.0,79.0,21,1,948.0,0.008550598773847229,58.14054627966521,4003
U003794,1659.0,79.0,21,1,948.0,0.008550598773847229,58.14909687843905,4004
U014535,1659.0,79.0,21,1,948.0,0.008550598773847229,58.1576474772129,4005
U028276,1659.0,79.0,21,1,948.0,0.008550598773847229,58.16619807598674,4006
U007255,1659.0,79.0,21,1,948.0,0.008550598773847229,58.174748674760586,4007
U011524,1659.0,79.0,21,1,948.0,0.008550598773847229,58.18329927353443,4008
U026403,1659.0,79.0,21,1,948.0,0.008550598773847229,58.191849872308275,4009
U021824,1659.0,79.0,21,1,948.0,0.008550598773847229,58.20040047108212,4010
U029908,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.208605747301505,4011
U016580,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.21681102352089,4012
U016950,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.225016299740275,4013
U000361,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.23322157595966,4014
U000359,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.241426852179046,4015
U015928,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.24963212839843,4016
U026388,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.25783740461782,4017
U002703,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.2660426808372,4018
U013841,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.27424795705659,4019
U000209,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.28245323327597,4020
U029514,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.29065850949536,4021
U026436,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.298863785714744,4022
U015821,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.30706906193413,4023
U010433,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.315274338153515,4024
U015745,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.3234796143729,4025
U001547,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.331684890592285,4026
U029131,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.33989016681167,4027
U029031,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.348095443031056,4028
U002879,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.35630071925044,4029
U004007,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.36450599546983,4030
U002537,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.37271127168921,4031
U004528,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.3809165479086,4032
U028683,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.38912182412798,4033
U002451,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.39732710034737,4034
U028492,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.405532376566754,4035
U013070,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.41373765278614,4036
U002968,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.421942929005525,4037
U004686,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.43014820522491,4038
U020474,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.438353481444295,4039
U007530,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.44655875766368,4040
U010944,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.454764033883066,4041
U018113,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.46296931010245,4042
U002774,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.47117458632184,4043
U020944,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.47937986254122,4044
U000549,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.48758513876061,4045
U027774,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.49579041497999,4046
U018032,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.50399569119938,4047
U027640,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.512200967418764,4048
U027431,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.52040624363815,4049
U024510,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.528611519857535,4050
U026869,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.53681679607692,4051
U009883,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.545022072296305,4052
U021975,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.55322734851569,4053
U009828,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.561432624735076,4054
U022598,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.56963790095446,4055
U026617,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.57784317717385,4056
U000900,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.58604845339323,4057
U026615,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.59425372961262,4058
U024532,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.602459005832,4059
U014803,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.61066428205139,4060
U009272,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.618869558270774,4061
U013448,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.62707483449016,4062
U009267,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.635280110709544,4063
U006797,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.64348538692893,4064
U022556,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.651690663148315,4065
U019080,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.6598959393677,4066
U015217,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.668101215587086,4067
U011703,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.67630649180647,4068
U004029,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.68451176802586,4069
U016197,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.69271704424524,4070
U020396,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.70092232046463,4071
U006514,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.70912759668401,4072
U014996,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.7173328729034,4073
U025887,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.725538149122784,4074
U014660,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.73374342534217,4075
U014656,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.741948701561554,4076
U015301,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.75015397778094,4077
U019154,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.758359254000325,4078
U022469,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.76656453021971,4079
U011817,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.774769806439096,4080
U003940,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.78297508265848,4081
U005363,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.79118035887787,4082
U022398,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.79938563509725,4083
U021250,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.80759091131664,4084
U008833,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.81579618753602,4085
U020519,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.82400146375541,4086
U022374,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.832206739974794,4087
U015511,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.84041201619418,4088
U012695,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.848617292413564,4089
U014305,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.85682256863295,4090
U026221,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.865027844852335,4091
U022358,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.87323312107172,4092
U026081,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.881438397291106,4093
U015547,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.88964367351049,4094
U016966,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.89784894972988,4095
U014258,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.90605422594926,4096
U014254,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.91425950216865,4097
U022006,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.92246477838803,4098
U011952,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.93067005460742,4099
U020151,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.938875330826804,4100
U011974,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.94708060704619,4101
U019833,1592.0,199.0,8,1,2388.0,0.008205276219388057,58.955285883265574,4102
U021604,1580.0,79.0,20,1,948.0,0.008143427403664028,58.96342931066924,4103
U024454,1580.0,79.0,20,1,948.0,0.008143427403664028,58.97157273807291,4104
U028174,1580.0,79.0,20,1,948.0,0.008143427403664028,58.979716165476574,4105
U001936,1580.0,79.0,20,1,948.0,0.008143427403664028,58.98785959288024,4106
U001565,1580.0,79.0,20,1,948.0,0.008143427403664028,58.99600302028391,4107
U023937,1580.0,79.0,20,1,948.0,0.008143427403664028,59.004146447687575,4108
U026715,1580.0,79.0,20,1,948.0,0.008143427403664028,59.01228987509124,4109
U003509,1580.0,79.0,20,1,948.0,0.008143427403664028,59.02043330249491,4110
U009671,1580.0,79.0,20,1,948.0,0.008143427403664028,59.028576729898575,4111
U009134,1580.0,79.0,20,1,948.0,0.008143427403664028,59.03672015730224,4112
U026540,1580.0,79.0,20,1,948.0,0.008143427403664028,59.04486358470591,4113
U010051,1580.0,79.0,20,1,948.0,0.008143427403664028,59.053007012109575,4114
U024480,1580.0,79.0,20,1,948.0,0.008143427403664028,59.06115043951324,4115
U001112,1580.0,79.0,20,1,948.0,0.008143427403664028,59.06929386691691,4116
U028173,1580.0,79.0,20,1,948.0,0.008143427403664028,59.077437294320575,4117
U029027,1580.0,79.0,20,1,948.0,0.008143427403664028,59.08558072172424,4118
U020483,1580.0,79.0,20,1,948.0,0.008143427403664028,59.09372414912791,4119
U005935,1580.0,79.0,20,1,948.0,0.008143427403664028,59.101867576531575,4120
U000607,1580.0,79.0,20,1,948.0,0.008143427403664028,59.11001100393524,4121
U028152,1580.0,79.0,20,1,948.0,0.008143427403664028,59.11815443133891,4122
U025911,1580.0,79.0,20,1,948.0,0.008143427403664028,59.126297858742575,4123
U028747,1580.0,79.0,20,1,948.0,0.008143427403664028,59.13444128614624,4124
U017380,1580.0,79.0,20,1,948.0,0.008143427403664028,59.14258471354991,4125
U004383,1580.0,79.0,20,1,948.0,0.008143427403664028,59.150728140953575,4126
U012044,1580.0,79.0,20,1,948.0,0.008143427403664028,59.15887156835724,4127
U026109,1580.0,79.0,20,1,948.0,0.008143427403664028,59.16701499576091,4128
U023583,1580.0,79.0,20,1,948.0,0.008143427403664028,59.175158423164575,4129
U003289,1580.0,79.0,20,1,948.0,0.008143427403664028,59.18330185056824,4130
U005438,1580.0,79.0,20,1,948.0,0.008143427403664028,59.19144527797191,4131
U025981,1580.0,79.0,20,1,948.0,0.008143427403664028,59.199588705375575,4132
U016853,1580.0,79.0,20,1,948.0,0.008143427403664028,59.20773213277924,4133
U024014,1580.0,79.0,20,1,948.0,0.008143427403664028,59.21587556018291,4134
U011887,1580.0,79.0,20,1,948.0,0.008143427403664028,59.224018987586575,4135
U008077,1580.0,79.0,20,1,948.0,0.008143427403664028,59.23216241499024,4136
U009468,1580.0,79.0,20,1,948.0,0.008143427403664028,59.24030584239391,4137
U021782,1580.0,79.0,20,1,948.0,0.008143427403664028,59.248449269797575,4138
U000636,1580.0,79.0,20,1,948.0,0.008143427403664028,59.25659269720124,4139
U012633,1580.0,79.0,20,1,948.0,0.008143427403664028,59.26473612460491,4140
U004943,1580.0,79.0,20,1,948.0,0.008143427403664028,59.272879552008575,4141
U027444,1580.0,79.0,20,1,948.0,0.008143427403664028,59.28102297941224,4142
U003001,1580.0,79.0,20,1,948.0,0.008143427403664028,59.28916640681591,4143
U006543,1580.0,79.0,20,1,948.0,0.008143427403664028,59.297309834219575,4144
U017934,1580.0,79.0,20,1,948.0,0.008143427403664028,59.30545326162324,4145
U014020,1580.0,79.0,20,1,948.0,0.008143427403664028,59.31359668902691,4146
U017889,1580.0,79.0,20,1,948.0,0.008143427403664028,59.321740116430576,4147
U028745,1580.0,79.0,20,1,948.0,0.008143427403664028,59.32988354383424,4148
U018630,1580.0,79.0,20,1,948.0,0.008143427403664028,59.33802697123791,4149
U025892,1580.0,79.0,20,1,948.0,0.008143427403664028,59.346170398641576,4150
U022404,1580.0,79.0,20,1,948.0,0.008143427403664028,59.35431382604524,4151
U023624,1580.0,79.0,20,1,948.0,0.008143427403664028,59.36245725344891,4152
U012781,1580.0,79.0,20,1,948.0,0.008143427403664028,59.370600680852576,4153
U007796,1580.0,79.0,20,1,948.0,0.008143427403664028,59.37874410825624,4154
U029340,1580.0,79.0,20,1,948.0,0.008143427403664028,59.38688753565991,4155
U014008,1580.0,79.0,20,1,948.0,0.008143427403664028,59.395030963063576,4156
U020804,1580.0,79.0,20,1,948.0,0.008143427403664028,59.40317439046724,4157
U027284,1580.0,79.0,20,1,948.0,0.008143427403664028,59.41131781787091,4158
U028256,1580.0,79.0,20,1,948.0,0.008143427403664028,59.419461245274576,4159
U021111,1580.0,79.0,20,1,948.0,0.008143427403664028,59.42760467267824,4160
U018609,1580.0,79.0,20,1,948.0,0.008143427403664028,59.43574810008191,4161
U003581,1580.0,79.0,20,1,948.0,0.008143427403664028,59.443891527485576,4162
U004455,1580.0,79.0,20,1,948.0,0.008143427403664028,59.45203495488924,4163
U012161,1580.0,79.0,20,1,948.0,0.008143427403664028,59.46017838229291,4164
U018767,1580.0,79.0,20,1,948.0,0.008143427403664028,59.468321809696576,4165
U018103,1580.0,79.0,20,1,948.0,0.008143427403664028,59.47646523710024,4166
U015219,1580.0,79.0,20,1,948.0,0.008143427403664028,59.48460866450391,4167
U010942,1580.0,79.0,20,1,948.0,0.008143427403664028,59.492752091907576,4168
U015958,1580.0,79.0,20,1,948.0,0.008143427403664028,59.50089551931124,4169
U027968,1580.0,79.0,20,1,948.0,0.008143427403664028,59.50903894671491,4170
U006801,1580.0,79.0,20,1,948.0,0.008143427403664028,59.517182374118576,4171
U011162,1580.0,79.0,20,1,948.0,0.008143427403664028,59.52532580152224,4172
U024973,1580.0,79.0,20,1,948.0,0.008143427403664028,59.53346922892591,4173
U014130,1580.0,79.0,20,1,948.0,0.008143427403664028,59.541612656329576,4174
U001721,1580.0,79.0,20,1,948.0,0.008143427403664028,59.54975608373324,4175
U025253,1580.0,79.0,20,1,948.0,0.008143427403664028,59.55789951113691,4176
U025754,1580.0,79.0,20,1,948.0,0.008143427403664028,59.566042938540576,4177
U014621,1580.0,79.0,20,1,948.0,0.008143427403664028,59.57418636594424,4178
U014572,1580.0,79.0,20,1,948.0,0.008143427403664028,59.58232979334791,4179
U014881,1580.0,79.0,20,1,948.0,0.008143427403664028,59.590473220751576,4180
U009378,1580.0,79.0,20,1,948.0,0.008143427403664028,59.59861664815524,4181
U003060,1580.0,79.0,20,1,948.0,0.008143427403664028,59.60676007555891,4182
U027190,1580.0,79.0,20,1,948.0,0.008143427403664028,59.61490350296258,4183
U004041,1580.0,79.0,20,1,948.0,0.008143427403664028,59.62304693036624,4184
U008090,1580.0,79.0,20,1,948.0,0.008143427403664028,59.63119035776991,4185
U010931,1580.0,79.0,20,1,948.0,0.008143427403664028,59.63933378517358,4186
U014978,1580.0,79.0,20,1,948.0,0.008143427403664028,59.64747721257724,4187
U023842,1580.0,79.0,20,1,948.0,0.008143427403664028,59.65562063998091,4188
U016449,1580.0,79.0,20,1,948.0,0.008143427403664028,59.66376406738458,4189
U017821,1580.0,79.0,20,1,948.0,0.008143427403664028,59.67190749478824,4190
U004267,1580.0,79.0,20,1,948.0,0.008143427403664028,59.68005092219191,4191
U028044,1580.0,79.0,20,1,948.0,0.008143427403664028,59.68819434959558,4192
U002282,1580.0,79.0,20,1,948.0,0.008143427403664028,59.69633777699924,4193
U022820,1580.0,79.0,20,1,948.0,0.008143427403664028,59.70448120440291,4194
U026357,1580.0,79.0,20,1,948.0,0.008143427403664028,59.71262463180658,4195
U017130,1580.0,79.0,20,1,948.0,0.008143427403664028,59.72076805921024,4196
U001373,1580.0,79.0,20,1,948.0,0.008143427403664028,59.72891148661391,4197
U009074,1580.0,79.0,20,1,948.0,0.008143427403664028,59.73705491401758,4198
U027571,1580.0,79.0,20,1,948.0,0.008143427403664028,59.74519834142124,4199
U029386,1580.0,79.0,20,1,948.0,0.008143427403664028,59.75334176882491,4200
U029098,1580.0,79.0,20,1,948.0,0.008143427403664028,59.76148519622858,4201
U022718,1580.0,79.0,20,1,948.0,0.008143427403664028,59.769628623632244,4202
U007236,1580.0,79.0,20,1,948.0,0.008143427403664028,59.77777205103591,4203
U001354,1580.0,79.0,20,1,948.0,0.008143427403664028,59.78591547843958,4204
U002053,1580.0,79.0,20,1,948.0,0.008143427403664028,59.794058905843244,4205
U009334,1580.0,79.0,20,1,948.0,0.008143427403664028,59.80220233324691,4206
