user_id,signup_date,first_active_month,last_active_month,active_months,lifecycle_months,activity_frequency_pct
U009371,2024-03-26,2024-05-01,2026-07-01,22,27,81.48148148148148
U001109,2024-03-26,2024-04-01,2026-07-01,23,28,82.14285714285714
U023867,2024-03-26,2024-05-01,2026-07-01,24,27,88.88888888888889
U026128,2024-03-26,2024-04-01,2026-07-01,23,28,82.14285714285714
U029603,2024-03-26,2024-04-01,2026-07-01,18,28,64.28571428571429
U026088,2024-03-26,2024-04-01,2026-07-01,22,28,78.57142857142857
U023724,2024-03-26,2024-04-01,2026-07-01,21,28,75.0
U018385,2024-03-26,2024-04-01,2026-07-01,22,28,78.57142857142857
U003831,2024-03-26,2024-04-01,2026-07-01,20,28,71.42857142857143
U000352,2024-03-26,2024-04-01,2026-07-01,22,28,78.57142857142857
U021640,2024-03-26,2024-04-01,2026-07-01,21,28,75.0
U003270,2024-03-26,2024-04-01,2026-07-01,22,28,78.57142857142857
U012308,2024-03-26,2024-04-01,2026-07-01,22,28,78.57142857142857
U012303,2024-03-26,2024-04-01,2026-07-01,18,28,64.28571428571429
U019587,2024-03-26,2024-04-01,2026-07-01,18,28,64.28571428571429
U002639,2024-03-26,2024-03-01,2026-07-01,24,29,82.75862068965517
U022130,2024-03-26,2024-04-01,2026-06-01,16,27,59.25925925925925
U019921,2024-03-26,2024-05-01,2026-07-01,23,27,85.18518518518519
U025085,2024-03-26,2024-04-01,2026-07-01,23,28,82.14285714285714
U019465,2024-03-26,2024-04-01,2026-07-01,20,28,71.42857142857143
U001986,2024-03-26,2024-04-01,2026-07-01,19,28,67.85714285714286
U014949,2024-03-26,2024-04-01,2026-07-01,25,28,89.28571428571429
U007307,2024-03-26,2024-04-01,2026-07-01,23,28,82.14285714285714
U004056,2024-03-26,2024-04-01,2026-07-01,25,28,89.28571428571429
U023029,2024-03-26,2024-05-01,2026-07-01,20,27,74.07407407407408
U025490,2024-03-26,2024-04-01,2026-07-01,25,28,89.28571428571429
U008353,2024-03-26,2024-05-01,2026-07-01,24,27,88.88888888888889
U019997,2024-03-26,2024-04-01,2026-07-01,22,28,78.57142857142857
U010086,2024-03-26,2024-05-01,2026-07-01,23,27,85.18518518518519
U020093,2024-03-26,2024-04-01,2026-07-01,24,28,85.71428571428571
U022856,2024-03-26,2024-04-01,2026-07-01,24,28,85.71428571428571
U020347,2024-03-26,2024-05-01,2026-07-01,24,27,88.88888888888889
U015743,2024-03-26,2024-04-01,2026-07-01,21,28,75.0
U010216,2024-03-26,2024-05-01,2026-07-01,20,27,74.07407407407408
U003236,2024-03-26,2024-04-01,2026-07-01,22,28,78.57142857142857
U010614,2024-03-26,2024-04-01,2026-07-01,22,28,78.57142857142857
U028784,2024-03-27,2024-05-01,2026-07-01,21,27,77.77777777777779
U029972,2024-03-27,2024-04-01,2026-07-01,24,28,85.71428571428571
U009443,2024-03-27,2024-05-01,2026-07-01,22,27,81.48148148148148
U003366,2024-03-27,2024-05-01,2026-07-01,19,27,70.37037037037037
U027634,2024-03-27,2024-04-01,2026-07-01,24,28,85.71428571428571
U002901,2024-03-27,2024-04-01,2026-07-01,23,28,82.14285714285714
U008372,2024-03-27,2024-04-01,2026-07-01,23,28,82.14285714285714
U025957,2024-03-27,2024-06-01,2026-07-01,18,26,69.23076923076923
U021617,2024-03-27,2024-03-01,2026-07-01,23,29,79.3103448275862
U028188,2024-03-27,2024-04-01,2026-07-01,21,28,75.0
U001203,2024-03-27,2024-04-01,2026-07-01,23,28,82.14285714285714
U015763,2024-03-27,2024-04-01,2026-07-01,19,28,67.85714285714286
U010612,2024-03-27,2024-05-01,2026-07-01,23,27,85.18518518518519
U010360,2024-03-27,2024-03-01,2026-07-01,23,29,79.3103448275862
U029288,2024-03-27,2024-04-01,2026-07-01,20,28,71.42857142857143
U029199,2024-03-27,2024-05-01,2026-07-01,15,27,55.55555555555556
U009987,2024-03-27,2024-05-01,2026-07-01,23,27,85.18518518518519
U004036,2024-03-27,2024-04-01,2026-07-01,23,28,82.14285714285714
U017364,2024-03-27,2024-05-01,2026-07-01,17,27,62.96296296296296
U005840,2024-03-27,2024-05-01,2026-07-01,18,27,66.66666666666666
U015499,2024-03-28,2024-05-01,2026-07-01,25,27,92.5925925925926
U026158,2024-03-28,2024-04-01,2026-07-01,19,28,67.85714285714286
U021074,2024-03-28,2024-06-01,2026-07-01,20,26,76.92307692307693
U002878,2024-03-28,2024-04-01,2026-07-01,23,28,82.14285714285714
U029853,2024-03-28,2024-05-01,2026-07-01,25,27,92.5925925925926
U021815,2024-03-28,2024-04-01,2026-07-01,24,28,85.71428571428571
U007562,2024-03-28,2024-04-01,2026-07-01,16,28,57.14285714285714
U012692,2024-03-28,2024-04-01,2026-07-01,25,28,89.28571428571429
U024966,2024-03-28,2024-05-01,2026-07-01,16,27,59.25925925925925
U011964,2024-03-28,2024-04-01,2026-07-01,14,28,50.0
U013759,2024-03-28,2024-05-01,2026-07-01,19,27,70.37037037037037
U028091,2024-03-28,2024-04-01,2026-07-01,23,28,82.14285714285714
U024293,2024-03-28,2024-04-01,2026-07-01,15,28,53.57142857142857
U022775,2024-03-28,2024-04-01,2026-07-01,22,28,78.57142857142857
U013552,2024-03-28,2024-04-01,2026-07-01,27,28,96.42857142857143
U005323,2024-03-28,2024-04-01,2026-07-01,20,28,71.42857142857143
U013031,2024-03-28,2024-04-01,2026-07-01,21,28,75.0
U008967,2024-03-28,2024-04-01,2026-07-01,25,28,89.28571428571429
U017685,2024-03-28,2024-04-01,2026-07-01,22,28,78.57142857142857
U011619,2024-03-28,2024-04-01,2026-07-01,21,28,75.0
U017074,2024-03-28,2024-04-01,2026-07-01,23,28,82.14285714285714
U015663,2024-03-28,2024-03-01,2026-07-01,22,29,75.86206896551724
U014028,2024-03-28,2024-04-01,2026-07-01,23,28,82.14285714285714
U020041,2024-03-28,2024-05-01,2026-07-01,24,27,88.88888888888889
U001309,2024-03-28,2024-04-01,2026-07-01,24,28,85.71428571428571
U014272,2024-03-28,2024-04-01,2026-07-01,20,28,71.42857142857143
U001385,2024-03-28,2024-04-01,2026-07-01,21,28,75.0
U015445,2024-03-28,2024-05-01,2026-07-01,25,27,92.5925925925926
U005945,2024-03-28,2024-04-01,2026-07-01,27,28,96.42857142857143
U024822,2024-03-28,2024-04-01,2026-07-01,23,28,82.14285714285714
U007108,2024-03-28,2024-04-01,2026-07-01,23,28,82.14285714285714
U022631,2024-03-28,2024-04-01,2026-07-01,20,28,71.42857142857143
U017346,2024-03-28,2024-05-01,2026-07-01,21,27,77.77777777777779
U007665,2024-03-28,2024-04-01,2026-07-01,22,28,78.57142857142857
U006523,2024-03-28,2024-05-01,2026-07-01,21,27,77.77777777777779
U008042,2024-03-29,2024-05-01,2026-07-01,21,27,77.77777777777779
U025064,2024-03-29,2024-04-01,2026-07-01,26,28,92.85714285714286
U021480,2024-03-29,2024-05-01,2026-07-01,26,27,96.29629629629629
U001801,2024-03-29,2024-04-01,2026-07-01,25,28,89.28571428571429
U024012,2024-03-29,2024-04-01,2026-07-01,25,28,89.28571428571429
U003498,2024-03-29,2024-04-01,2026-07-01,25,28,89.28571428571429
U015177,2024-03-29,2024-04-01,2026-07-01,19,28,67.85714285714286
U009566,2024-03-29,2024-04-01,2026-07-01,27,28,96.42857142857143
U003792,2024-03-29,2024-04-01,2026-07-01,22,28,78.57142857142857
U009774,2024-03-29,2024-04-01,2026-07-01,23,28,82.14285714285714
U024284,2024-03-29,2024-05-01,2026-07-01,24,27,88.88888888888889
U015522,2024-03-29,2024-05-01,2026-03-01,19,23,82.6086956521739
U013010,2024-03-29,2024-05-01,2026-07-01,23,27,85.18518518518519
U009842,2024-03-29,2024-04-01,2026-07-01,21,28,75.0
U013350,2024-03-29,2024-03-01,2026-07-01,22,29,75.86206896551724
U017087,2024-03-29,2024-04-01,2026-07-01,24,28,85.71428571428571
U021540,2024-03-29,2024-05-01,2026-07-01,20,27,74.07407407407408
U003772,2024-03-29,2024-04-01,2026-07-01,22,28,78.57142857142857
U003027,2024-03-29,2024-04-01,2026-07-01,22,28,78.57142857142857
U016296,2024-03-29,2024-04-01,2026-07-01,23,28,82.14285714285714
U021012,2024-03-29,2024-04-01,2026-07-01,22,28,78.57142857142857
U001902,2024-03-29,2024-04-01,2026-07-01,22,28,78.57142857142857
U025583,2024-03-29,2024-05-01,2026-07-01,22,27,81.48148148148148
U012571,2024-03-29,2024-05-01,2026-07-01,20,27,74.07407407407408
U017529,2024-03-29,2024-04-01,2026-07-01,17,28,60.71428571428571
U017953,2024-03-29,2024-04-01,2026-07-01,20,28,71.42857142857143
U029241,2024-03-29,2024-05-01,2026-07-01,21,27,77.77777777777779
U004018,2024-03-29,2024-03-01,2026-07-01,23,29,79.3103448275862
U015398,2024-03-29,2024-04-01,2026-07-01,24,28,85.71428571428571
U018089,2024-03-29,2024-05-01,2026-07-01,14,27,51.85185185185185
U023895,2024-03-29,2024-04-01,2026-07-01,24,28,85.71428571428571
U000109,2024-03-29,2024-05-01,2026-07-01,14,27,51.85185185185185
U000615,2024-03-29,2024-04-01,2026-06-01,17,27,62.96296296296296
U027630,2024-03-29,2024-07-01,2026-07-01,15,25,60.0
U006852,2024-03-29,2024-04-01,2026-07-01,23,28,82.14285714285714
U015032,2024-03-29,2024-04-01,2026-07-01,24,28,85.71428571428571
U010301,2024-03-29,2024-04-01,2026-07-01,24,28,85.71428571428571
U008563,2024-03-30,2024-04-01,2026-07-01,25,28,89.28571428571429
U025866,2024-03-30,2024-04-01,2026-07-01,23,28,82.14285714285714
U010425,2024-03-30,2024-05-01,2026-07-01,22,27,81.48148148148148
U018705,2024-03-30,2024-05-01,2026-07-01,23,27,85.18518518518519
U020723,2024-03-30,2024-07-01,2026-07-01,14,25,56.00000000000001
U018242,2024-03-30,2024-04-01,2026-07-01,21,28,75.0
U027154,2024-03-30,2024-05-01,2026-07-01,23,27,85.18518518518519
U013315,2024-03-30,2024-05-01,2026-07-01,17,27,62.96296296296296
U028293,2024-03-30,2024-04-01,2026-07-01,17,28,60.71428571428571
U001006,2024-03-30,2024-04-01,2026-07-01,24,28,85.71428571428571
U000567,2024-03-30,2024-04-01,2026-07-01,20,28,71.42857142857143
U005578,2024-03-30,2024-04-01,2026-07-01,24,28,85.71428571428571
U028488,2024-03-30,2024-04-01,2026-07-01,22,28,78.57142857142857
U025287,2024-03-30,2024-04-01,2026-07-01,23,28,82.14285714285714
U016692,2024-03-30,2024-04-01,2026-06-01,25,27,92.5925925925926
U008628,2024-03-30,2024-05-01,2026-07-01,23,27,85.18518518518519
U022206,2024-03-30,2024-05-01,2026-07-01,22,27,81.48148148148148
U009621,2024-03-30,2024-04-01,2026-07-01,23,28,82.14285714285714
U020900,2024-03-30,2024-05-01,2026-07-01,25,27,92.5925925925926
U003392,2024-03-30,2024-04-01,2026-07-01,17,28,60.71428571428571
U017345,2024-03-30,2024-05-01,2026-07-01,22,27,81.48148148148148
U011954,2024-03-30,2024-04-01,2026-07-01,21,28,75.0
U023820,2024-03-30,2024-04-01,2026-07-01,21,28,75.0
U014499,2024-03-30,2024-04-01,2026-07-01,18,28,64.28571428571429
U005567,2024-03-30,2024-04-01,2026-07-01,18,28,64.28571428571429
U017429,2024-03-30,2024-05-01,2026-07-01,26,27,96.29629629629629
U025845,2024-03-30,2024-04-01,2026-07-01,24,28,85.71428571428571
U025989,2024-03-30,2024-06-01,2026-07-01,21,26,80.76923076923077
U028215,2024-03-30,2024-05-01,2026-07-01,22,27,81.48148148148148
U011052,2024-03-30,2024-04-01,2026-07-01,21,28,75.0
U019782,2024-03-31,2024-04-01,2026-07-01,21,28,75.0
U022479,2024-03-31,2024-05-01,2026-07-01,20,27,74.07407407407408
U027726,2024-03-31,2024-04-01,2026-07-01,22,28,78.57142857142857
U022892,2024-03-31,2024-04-01,2026-07-01,23,28,82.14285714285714
U015998,2024-03-31,2024-05-01,2026-07-01,20,27,74.07407407407408
U016999,2024-03-31,2024-04-01,2026-07-01,19,28,67.85714285714286
U013834,2024-03-31,2024-05-01,2026-07-01,20,27,74.07407407407408
U019660,2024-03-31,2024-04-01,2026-07-01,24,28,85.71428571428571
U015595,2024-03-31,2024-06-01,2026-07-01,22,26,84.61538461538461
U012166,2024-03-31,2024-04-01,2026-07-01,23,28,82.14285714285714
U024755,2024-03-31,2024-04-01,2026-07-01,23,28,82.14285714285714
U021572,2024-03-31,2024-04-01,2026-07-01,19,28,67.85714285714286
U008123,2024-03-31,2024-04-01,2026-07-01,24,28,85.71428571428571
U015172,2024-03-31,2024-05-01,2026-07-01,22,27,81.48148148148148
U004551,2024-03-31,2024-04-01,2026-07-01,20,28,71.42857142857143
U001398,2024-03-31,2024-04-01,2026-07-01,22,28,78.57142857142857
U016361,2024-03-31,2024-04-01,2026-07-01,24,28,85.71428571428571
U020585,2024-03-31,2024-06-01,2026-07-01,24,26,92.3076923076923
U014774,2024-03-31,2024-05-01,2026-06-01,17,26,65.38461538461539
U005432,2024-03-31,2024-05-01,2026-07-01,25,27,92.5925925925926
U024717,2024-03-31,2024-04-01,2026-07-01,21,28,75.0
U022265,2024-03-31,2024-04-01,2026-07-01,20,28,71.42857142857143
U002183,2024-03-31,2024-04-01,2026-07-01,23,28,82.14285714285714
U011668,2024-03-31,2024-05-01,2026-07-01,19,27,70.37037037037037
U025840,2024-04-01,2024-04-01,2026-07-01,21,28,75.0
U014561,2024-04-01,2024-04-01,2026-07-01,23,28,82.14285714285714
U011261,2024-04-01,2024-04-01,2026-07-01,21,28,75.0
U007477,2024-04-01,2024-04-01,2026-07-01,17,28,60.71428571428571
U010759,2024-04-01,2024-05-01,2026-07-01,21,27,77.77777777777779
U017817,2024-04-01,2024-04-01,2026-07-01,19,28,67.85714285714286
U009398,2024-04-01,2024-04-01,2026-07-01,21,28,75.0
U015838,2024-04-01,2024-05-01,2026-07-01,23,27,85.18518518518519
U016394,2024-04-01,2024-04-01,2026-07-01,18,28,64.28571428571429
U018290,2024-04-01,2024-05-01,2026-07-01,20,27,74.07407407407408
U005489,2024-04-01,2024-06-01,2026-07-01,22,26,84.61538461538461
U006484,2024-04-01,2024-04-01,2026-07-01,23,28,82.14285714285714
U027139,2024-04-01,2024-08-01,2026-07-01,20,24,83.33333333333334
U006967,2024-04-01,2024-05-01,2026-07-01,21,27,77.77777777777779
U011382,2024-04-01,2024-05-01,2026-07-01,19,27,70.37037037037037
U003868,2024-04-01,2024-04-01,2026-07-01,24,28,85.71428571428571
U012561,2024-04-01,2024-05-01,2026-07-01,25,27,92.5925925925926
U011150,2024-04-01,2024-04-01,2026-07-01,25,28,89.28571428571429
U021622,2024-04-01,2024-04-01,2026-07-01,21,28,75.0
U006064,2024-04-01,2024-04-01,2026-07-01,21,28,75.0
U002174,2024-04-01,2024-04-01,2026-07-01,21,28,75.0
U008875,2024-04-01,2024-05-01,2026-07-01,21,27,77.77777777777779
U008196,2024-04-01,2024-05-01,2026-07-01,22,27,81.48148148148148
U018353,2024-04-01,2024-04-01,2026-07-01,21,28,75.0
U016940,2024-04-01,2024-05-01,2026-07-01,23,27,85.18518518518519
U021279,2024-04-01,2024-04-01,2026-07-01,22,28,78.57142857142857
U029399,2024-04-01,2024-05-01,2026-07-01,23,27,85.18518518518519
U022891,2024-04-01,2024-04-01,2026-07-01,21,28,75.0
U010350,2024-04-01,2024-04-01,2026-07-01,25,28,89.28571428571429
U023422,2024-04-01,2024-04-01,2026-07-01,23,28,82.14285714285714
U006699,2024-04-01,2024-05-01,2026-07-01,18,27,66.66666666666666
U001182,2024-04-02,2024-04-01,2026-07-01,21,28,75.0
U015093,2024-04-02,2024-05-01,2026-07-01,24,27,88.88888888888889
U017557,2024-04-02,2024-05-01,2026-07-01,21,27,77.77777777777779
U024713,2024-04-02,2024-04-01,2026-07-01,25,28,89.28571428571429
U013214,2024-04-02,2024-04-01,2026-07-01,25,28,89.28571428571429
U006186,2024-04-02,2024-04-01,2026-07-01,19,28,67.85714285714286
U010145,2024-04-02,2024-05-01,2026-07-01,17,27,62.96296296296296
U008181,2024-04-02,2024-05-01,2026-07-01,20,27,74.07407407407408
U001740,2024-04-02,2024-04-01,2026-07-01,22,28,78.57142857142857
U018019,2024-04-02,2024-04-01,2026-07-01,21,28,75.0
U020701,2024-04-02,2024-04-01,2026-07-01,21,28,75.0
U010305,2024-04-02,2024-04-01,2026-07-01,21,28,75.0
U009540,2024-04-02,2024-04-01,2026-07-01,25,28,89.28571428571429
U007703,2024-04-02,2024-05-01,2026-07-01,20,27,74.07407407407408
U014722,2024-04-02,2024-05-01,2026-07-01,20,27,74.07407407407408
U017593,2024-04-02,2024-04-01,2026-07-01,19,28,67.85714285714286
U028534,2024-04-02,2024-04-01,2026-07-01,27,28,96.42857142857143
U022195,2024-04-02,2024-05-01,2026-07-01,22,27,81.48148148148148
U007867,2024-04-02,2024-05-01,2026-07-01,19,27,70.37037037037037
U005418,2024-04-02,2024-05-01,2026-07-01,24,27,88.88888888888889
U018544,2024-04-02,2024-04-01,2026-07-01,22,28,78.57142857142857
U006323,2024-04-02,2024-04-01,2026-07-01,21,28,75.0
U008485,2024-04-02,2024-05-01,2026-07-01,22,27,81.48148148148148
U020803,2024-04-02,2024-04-01,2026-07-01,23,28,82.14285714285714
U003032,2024-04-02,2024-04-01,2026-07-01,27,28,96.42857142857143
U004434,2024-04-02,2024-04-01,2026-07-01,24,28,85.71428571428571
U028468,2024-04-02,2024-05-01,2026-07-01,23,27,85.18518518518519
U016864,2024-04-02,2024-05-01,2026-07-01,25,27,92.5925925925926
U001869,2024-04-02,2024-05-01,2026-07-01,20,27,74.07407407407408
U023871,2024-04-02,2024-08-01,2026-07-01,13,24,54.166666666666664
U009359,2024-04-02,2024-04-01,2026-07-01,20,28,71.42857142857143
U015434,2024-04-02,2024-05-01,2026-07-01,18,27,66.66666666666666
U026670,2024-04-03,2024-04-01,2026-07-01,24,28,85.71428571428571
U019653,2024-04-03,2024-04-01,2026-07-01,17,28,60.71428571428571
U010392,2024-04-03,2024-05-01,2026-07-01,23,27,85.18518518518519
U002709,2024-04-03,2024-04-01,2026-07-01,23,28,82.14285714285714
U017900,2024-04-03,2024-04-01,2026-07-01,21,28,75.0
U015648,2024-04-03,2024-04-01,2026-07-01,21,28,75.0
U028223,2024-04-03,2024-04-01,2026-07-01,23,28,82.14285714285714
U021276,2024-04-03,2024-05-01,2026-07-01,13,27,48.148148148148145
U011323,2024-04-03,2024-04-01,2026-07-01,18,28,64.28571428571429
U023025,2024-04-03,2024-06-01,2026-07-01,19,26,73.07692307692307
U016375,2024-04-03,2024-04-01,2026-07-01,18,28,64.28571428571429
U004768,2024-04-03,2024-06-01,2026-07-01,19,26,73.07692307692307
U027187,2024-04-03,2024-04-01,2026-07-01,24,28,85.71428571428571
U025408,2024-04-03,2024-04-01,2026-07-01,18,28,64.28571428571429
U021522,2024-04-03,2024-04-01,2026-07-01,22,28,78.57142857142857
U010508,2024-04-03,2024-05-01,2026-07-01,19,27,70.37037037037037
U000306,2024-04-03,2024-05-01,2026-07-01,19,27,70.37037037037037
U026557,2024-04-03,2024-04-01,2026-07-01,20,28,71.42857142857143
U011740,2024-04-03,2024-04-01,2026-07-01,22,28,78.57142857142857
U020557,2024-04-03,2024-05-01,2026-07-01,23,27,85.18518518518519
U021881,2024-04-03,2024-04-01,2026-07-01,23,28,82.14285714285714
U007909,2024-04-03,2024-04-01,2026-07-01,20,28,71.42857142857143
U010091,2024-04-03,2024-04-01,2026-07-01,21,28,75.0
U023229,2024-04-03,2024-05-01,2026-07-01,22,27,81.48148148148148
U025730,2024-04-03,2024-06-01,2026-07-01,18,26,69.23076923076923
U023249,2024-04-03,2024-06-01,2026-07-01,18,26,69.23076923076923
U009177,2024-04-03,2024-04-01,2026-07-01,20,28,71.42857142857143
U025768,2024-04-03,2024-04-01,2026-07-01,23,28,82.14285714285714
U027881,2024-04-03,2024-05-01,2026-07-01,20,27,74.07407407407408
U016873,2024-04-03,2024-04-01,2026-07-01,22,28,78.57142857142857
U015036,2024-04-03,2024-05-01,2026-07-01,21,27,77.77777777777779
U028494,2024-04-03,2024-04-01,2026-07-01,22,28,78.57142857142857
U014217,2024-04-04,2024-05-01,2026-07-01,19,27,70.37037037037037
U010651,2024-04-04,2024-05-01,2026-07-01,25,27,92.5925925925926
U025970,2024-04-04,2024-07-01,2026-07-01,20,25,80.0
U006965,2024-04-04,2024-04-01,2026-07-01,25,28,89.28571428571429
U014080,2024-04-04,2024-04-01,2026-07-01,26,28,92.85714285714286
U027887,2024-04-04,2024-04-01,2026-07-01,26,28,92.85714285714286
U002492,2024-04-04,2024-05-01,2026-07-01,24,27,88.88888888888889
U029423,2024-04-04,2024-04-01,2026-07-01,19,28,67.85714285714286
U017646,2024-04-04,2024-06-01,2026-07-01,18,26,69.23076923076923
U001014,2024-04-04,2024-04-01,2026-07-01,18,28,64.28571428571429
U006181,2024-04-04,2024-05-01,2026-07-01,22,27,81.48148148148148
U021053,2024-04-04,2024-04-01,2026-07-01,25,28,89.28571428571429
U008676,2024-04-04,2024-04-01,2026-07-01,27,28,96.42857142857143
U020797,2024-04-04,2024-04-01,2026-07-01,21,28,75.0
U003142,2024-04-04,2024-04-01,2026-07-01,25,28,89.28571428571429
U000859,2024-04-04,2024-04-01,2026-07-01,26,28,92.85714285714286
U029482,2024-04-04,2024-05-01,2026-07-01,23,27,85.18518518518519
U009554,2024-04-04,2024-04-01,2026-07-01,20,28,71.42857142857143
U010312,2024-04-04,2024-05-01,2026-07-01,23,27,85.18518518518519
U026415,2024-04-04,2024-05-01,2026-07-01,20,27,74.07407407407408
U017610,2024-04-04,2024-05-01,2026-07-01,21,27,77.77777777777779
U008268,2024-04-04,2024-04-01,2026-07-01,24,28,85.71428571428571
U007065,2024-04-04,2024-04-01,2026-07-01,23,28,82.14285714285714
U023616,2024-04-04,2024-06-01,2026-07-01,17,26,65.38461538461539
U016682,2024-04-04,2024-04-01,2026-07-01,17,28,60.71428571428571
U004137,2024-04-04,2024-05-01,2026-07-01,22,27,81.48148148148148
U017605,2024-04-04,2024-04-01,2026-07-01,21,28,75.0
U003947,2024-04-04,2024-04-01,2026-07-01,20,28,71.42857142857143
U011252,2024-04-04,2024-04-01,2026-07-01,22,28,78.57142857142857
U024340,2024-04-04,2024-04-01,2026-07-01,22,28,78.57142857142857
U002548,2024-04-04,2024-04-01,2026-07-01,21,28,75.0
U024018,2024-04-04,2024-04-01,2026-07-01,20,28,71.42857142857143
U007132,2024-04-04,2024-06-01,2026-07-01,21,26,80.76923076923077
U028374,2024-04-04,2024-04-01,2026-07-01,20,28,71.42857142857143
U001179,2024-04-04,2024-04-01,2026-07-01,22,28,78.57142857142857
U015909,2024-04-04,2024-04-01,2026-07-01,25,28,89.28571428571429
U020729,2024-04-04,2024-07-01,2026-07-01,11,25,44.0
U027530,2024-04-04,2024-04-01,2026-07-01,21,28,75.0
U014903,2024-04-04,2024-04-01,2026-07-01,25,28,89.28571428571429
U024427,2024-04-05,2024-04-01,2026-07-01,21,28,75.0
U013696,2024-04-05,2024-04-01,2026-07-01,25,28,89.28571428571429
U026583,2024-04-05,2024-05-01,2026-07-01,23,27,85.18518518518519
U000585,2024-04-05,2024-04-01,2026-07-01,22,28,78.57142857142857
U019436,2024-04-05,2024-04-01,2026-07-01,24,28,85.71428571428571
U018340,2024-04-05,2024-04-01,2026-07-01,22,28,78.57142857142857
U014991,2024-04-05,2024-04-01,2026-07-01,21,28,75.0
U028832,2024-04-05,2024-06-01,2026-07-01,18,26,69.23076923076923
U007731,2024-04-05,2024-04-01,2026-07-01,21,28,75.0
U002677,2024-04-05,2024-07-01,2026-07-01,20,25,80.0
U018033,2024-04-05,2024-04-01,2026-07-01,18,28,64.28571428571429
U013029,2024-04-05,2024-04-01,2026-07-01,20,28,71.42857142857143
U007924,2024-04-05,2024-05-01,2026-07-01,24,27,88.88888888888889
U002683,2024-04-05,2024-04-01,2026-07-01,23,28,82.14285714285714
U021231,2024-04-05,2024-04-01,2026-07-01,19,28,67.85714285714286
U023780,2024-04-05,2024-04-01,2026-07-01,20,28,71.42857142857143
U001658,2024-04-05,2024-05-01,2026-07-01,21,27,77.77777777777779
U023046,2024-04-05,2024-05-01,2026-07-01,21,27,77.77777777777779
U021714,2024-04-05,2024-05-01,2026-07-01,25,27,92.5925925925926
U020941,2024-04-05,2024-04-01,2026-07-01,24,28,85.71428571428571
U006094,2024-04-05,2024-05-01,2026-07-01,23,27,85.18518518518519
U017649,2024-04-05,2024-05-01,2026-07-01,20,27,74.07407407407408
U003449,2024-04-05,2024-04-01,2026-07-01,26,28,92.85714285714286
U026519,2024-04-05,2024-04-01,2026-07-01,20,28,71.42857142857143
U000456,2024-04-05,2024-04-01,2026-07-01,21,28,75.0
U001133,2024-04-05,2024-04-01,2026-07-01,28,28,100.0
U022083,2024-04-05,2024-05-01,2026-07-01,23,27,85.18518518518519
U018063,2024-04-05,2024-06-01,2026-07-01,20,26,76.92307692307693
U001148,2024-04-05,2024-05-01,2026-07-01,12,27,44.44444444444444
U011219,2024-04-05,2024-05-01,2026-07-01,18,27,66.66666666666666
U013828,2024-04-05,2024-05-01,2026-07-01,20,27,74.07407407407408
U003137,2024-04-05,2024-04-01,2026-07-01,21,28,75.0
U007292,2024-04-05,2024-04-01,2026-07-01,20,28,71.42857142857143
U025231,2024-04-05,2024-06-01,2026-07-01,19,26,73.07692307692307
U011841,2024-04-05,2024-07-01,2026-07-01,19,25,76.0
U008606,2024-04-05,2024-05-01,2026-07-01,22,27,81.48148148148148
U005085,2024-04-05,2024-05-01,2026-07-01,24,27,88.88888888888889
U001521,2024-04-05,2024-04-01,2026-07-01,26,28,92.85714285714286
U019439,2024-04-06,2024-04-01,2026-07-01,24,28,85.71428571428571
U027755,2024-04-06,2024-04-01,2026-07-01,18,28,64.28571428571429
U001631,2024-04-06,2024-06-01,2026-07-01,20,26,76.92307692307693
U022468,2024-04-06,2024-06-01,2026-07-01,20,26,76.92307692307693
U020635,2024-04-06,2024-05-01,2026-07-01,25,27,92.5925925925926
U011368,2024-04-06,2024-05-01,2026-07-01,22,27,81.48148148148148
U007232,2024-04-06,2024-04-01,2026-07-01,24,28,85.71428571428571
U001609,2024-04-06,2024-04-01,2026-07-01,26,28,92.85714285714286
U029564,2024-04-06,2024-04-01,2026-07-01,21,28,75.0
U015056,2024-04-06,2024-05-01,2026-07-01,21,27,77.77777777777779
U001137,2024-04-06,2024-05-01,2026-07-01,17,27,62.96296296296296
U009464,2024-04-06,2024-05-01,2026-07-01,18,27,66.66666666666666
U028787,2024-04-06,2024-04-01,2026-07-01,25,28,89.28571428571429
U028335,2024-04-06,2024-05-01,2026-07-01,21,27,77.77777777777779
U026187,2024-04-06,2024-05-01,2026-07-01,23,27,85.18518518518519
U028317,2024-04-06,2024-05-01,2026-07-01,21,27,77.77777777777779
U010101,2024-04-06,2024-05-01,2026-07-01,21,27,77.77777777777779
U024854,2024-04-06,2024-04-01,2026-07-01,23,28,82.14285714285714
U029270,2024-04-06,2024-06-01,2026-07-01,19,26,73.07692307692307
U019754,2024-04-06,2024-05-01,2026-07-01,18,27,66.66666666666666
U026994,2024-04-06,2024-05-01,2026-07-01,17,27,62.96296296296296
U008073,2024-04-06,2024-04-01,2026-07-01,24,28,85.71428571428571
U005415,2024-04-06,2024-05-01,2026-07-01,20,27,74.07407407407408
U000763,2024-04-06,2024-04-01,2026-07-01,24,28,85.71428571428571
U014980,2024-04-06,2024-05-01,2026-07-01,21,27,77.77777777777779
U007612,2024-04-06,2024-04-01,2026-07-01,22,28,78.57142857142857
U013101,2024-04-06,2024-05-01,2026-07-01,21,27,77.77777777777779
U002695,2024-04-06,2024-04-01,2026-07-01,17,28,60.71428571428571
