user_id,churn_probability,churn_prediction,churn_probability_pct,risk_segment,risk_score,retention_priority,plan,billing_frequency,monthly_recurring_revenue,annual_contract_value,tenure_days,upgrade_count,downgrade_count,acquisition_source,total_mrr,average_monthly_revenue,active_months,retention_rank
U013263,0.9148851555366921,1,91.49,Critical,91.49,Immediate,starter,annual,29.0,348.0,57,0,1,self-serve,87.0,29.0,3,1175
U021681,0.9148546980186395,1,91.49,Critical,91.49,Immediate,starter,monthly,29.0,348.0,346,1,0,self-serve,348.0,29.0,12,1176
U001437,0.9147622179516729,1,91.48,Critical,91.48,Immediate,enterprise,annual,199.0,2388.0,105,1,1,self-serve,995.0,199.0,5,1177
U017771,0.9147258071741882,1,91.47,Critical,91.47,Immediate,starter,annual,29.0,348.0,247,0,0,self-serve,261.0,29.0,9,1178
U008734,0.9147230878687361,1,91.47,Critical,91.47,Immediate,starter,monthly,29.0,348.0,234,4,1,sales-assisted,232.0,29.0,8,1179
U028238,0.9147099951412563,1,91.47,Critical,91.47,Immediate,professional,annual,79.0,948.0,198,0,0,self-serve,553.0,79.0,7,1180
U022296,0.9146286407422395,1,91.46,Critical,91.46,Immediate,starter,annual,29.0,348.0,288,1,1,self-serve,319.0,29.0,11,1181
U002567,0.9146257746270741,1,91.46,Critical,91.46,Immediate,starter,monthly,29.0,348.0,106,0,0,partner,116.0,29.0,4,1182
U027056,0.9146209619653182,1,91.46,Critical,91.46,Immediate,professional,monthly,79.0,948.0,190,0,0,self-serve,553.0,79.0,7,1183
U028423,0.9146209619653182,1,91.46,Critical,91.46,Immediate,professional,monthly,79.0,948.0,190,0,0,self-serve,553.0,79.0,7,1184
U000374,0.9146037323713557,1,91.46,Critical,91.46,Immediate,professional,monthly,79.0,948.0,188,0,1,sales-assisted,553.0,79.0,7,1185
U015266,0.9144902718549818,1,91.45,Critical,91.45,Immediate,professional,monthly,79.0,948.0,48,0,0,partner,158.0,79.0,2,1186
U008614,0.9144491596608304,1,91.44,Critical,91.44,Immediate,starter,monthly,29.0,348.0,40,1,1,partner,58.0,29.0,2,1187
U004664,0.9143541954269246,1,91.44,Critical,91.44,Immediate,starter,monthly,29.0,348.0,296,4,0,sales-assisted,319.0,29.0,11,1188
U001002,0.9139473794783283,1,91.39,Critical,91.39,Immediate,enterprise,monthly,199.0,2388.0,274,0,0,sales-assisted,1990.0,199.0,10,1189
U002892,0.9138169416934425,1,91.38,Critical,91.38,Immediate,starter,monthly,29.0,348.0,278,2,1,sales-assisted,290.0,29.0,10,1190
U027635,0.913801854159975,1,91.38,Critical,91.38,Immediate,starter,monthly,29.0,348.0,251,1,0,sales-assisted,261.0,29.0,9,1191
U009456,0.9137947609994147,1,91.38,Critical,91.38,Immediate,starter,monthly,29.0,348.0,212,1,1,sales-assisted,232.0,29.0,8,1192
U015991,0.9133604347470727,1,91.34,Critical,91.34,Immediate,professional,monthly,79.0,948.0,94,0,0,self-serve,316.0,79.0,4,1193
U024473,0.9133604347470727,1,91.34,Critical,91.34,Immediate,professional,monthly,79.0,948.0,94,0,0,self-serve,316.0,79.0,4,1194
U017679,0.9133604347470727,1,91.34,Critical,91.34,Immediate,professional,monthly,79.0,948.0,94,0,0,self-serve,316.0,79.0,4,1195
U018999,0.9133604347470727,1,91.34,Critical,91.34,Immediate,professional,monthly,79.0,948.0,94,0,0,self-serve,316.0,79.0,4,1196
U018920,0.9131977109901492,1,91.32,Critical,91.32,Immediate,professional,monthly,79.0,948.0,264,1,1,self-serve,790.0,79.0,10,1197
U007437,0.9131921550063585,1,91.32,Critical,91.32,Immediate,professional,monthly,79.0,948.0,250,1,3,partner,711.0,79.0,9,1198
U012509,0.9131044408801868,1,91.31,Critical,91.31,Immediate,professional,monthly,79.0,948.0,329,0,2,self-serve,869.0,79.0,11,1199
U024444,0.9131044408801868,1,91.31,Critical,91.31,Immediate,professional,monthly,79.0,948.0,329,0,2,self-serve,869.0,79.0,11,1200
U026392,0.9131020094201036,1,91.31,Critical,91.31,Immediate,starter,monthly,29.0,348.0,143,1,0,self-serve,145.0,29.0,5,1201
U024076,0.9129474358182862,1,91.29,Critical,91.29,Immediate,starter,annual,29.0,348.0,95,0,0,self-serve,116.0,29.0,4,1202
U025318,0.9128830642962097,1,91.29,Critical,91.29,Immediate,professional,monthly,79.0,948.0,137,2,1,self-serve,474.0,79.0,6,1203
U023590,0.9128735086383,1,91.29,Critical,91.29,Immediate,starter,annual,29.0,348.0,99,2,0,sales-assisted,116.0,29.0,4,1204
U017825,0.9128677912332771,1,91.29,Critical,91.29,Immediate,starter,annual,29.0,348.0,219,1,0,self-serve,232.0,29.0,8,1205
U003395,0.9125787557552385,1,91.26,Critical,91.26,Immediate,starter,monthly,29.0,348.0,121,4,0,self-serve,145.0,29.0,5,1206
U014892,0.9125550055557877,1,91.26,Critical,91.26,Immediate,professional,monthly,79.0,948.0,127,0,0,sales-assisted,395.0,79.0,5,1207
U022862,0.9125327909185635,1,91.25,Critical,91.25,Immediate,starter,monthly,29.0,348.0,171,1,1,self-serve,174.0,29.0,6,1208
U026931,0.9125239252173005,1,91.25,Critical,91.25,Immediate,starter,monthly,29.0,348.0,265,0,0,self-serve,290.0,29.0,10,1209
U014667,0.9125054812404172,1,91.25,Critical,91.25,Immediate,enterprise,monthly,199.0,2388.0,266,1,1,partner,1990.0,199.0,10,1210
U027118,0.9124844939374501,1,91.25,Critical,91.25,Immediate,starter,monthly,29.0,348.0,134,0,1,sales-assisted,145.0,29.0,5,1211
U006224,0.9124774491398981,1,91.25,Critical,91.25,Immediate,professional,monthly,79.0,948.0,251,3,0,sales-assisted,711.0,79.0,9,1212
U015954,0.9123986367377575,1,91.24,Critical,91.24,Immediate,starter,monthly,29.0,348.0,54,0,0,sales-assisted,58.0,29.0,2,1213
U015351,0.9123986367377575,1,91.24,Critical,91.24,Immediate,starter,monthly,29.0,348.0,54,0,0,sales-assisted,58.0,29.0,2,1214
U001562,0.9123986367377575,1,91.24,Critical,91.24,Immediate,starter,monthly,29.0,348.0,54,0,0,sales-assisted,58.0,29.0,2,1215
U001083,0.9123403005131278,1,91.23,Critical,91.23,Immediate,starter,annual,29.0,348.0,190,1,0,self-serve,203.0,29.0,7,1216
U028492,0.9119236175530949,1,91.19,Critical,91.19,Immediate,enterprise,monthly,199.0,2388.0,192,1,1,sales-assisted,1592.0,199.0,8,1217
U007282,0.91190571495422,1,91.19,Critical,91.19,Immediate,professional,monthly,79.0,948.0,139,3,1,sales-assisted,474.0,79.0,6,1218
U024234,0.9118972643823758,1,91.19,Critical,91.19,Immediate,starter,monthly,29.0,348.0,103,0,0,self-serve,116.0,29.0,4,1219
U022873,0.9118972643823758,1,91.19,Critical,91.19,Immediate,starter,monthly,29.0,348.0,103,0,0,self-serve,116.0,29.0,4,1220
U005077,0.9117220070118871,1,91.17,Critical,91.17,Immediate,professional,monthly,79.0,948.0,140,1,0,partner,395.0,79.0,5,1221
U005603,0.9116658363035562,1,91.17,Critical,91.17,Immediate,starter,monthly,29.0,348.0,209,0,0,partner,203.0,29.0,7,1222
U024003,0.9115777815253971,1,91.16,Critical,91.16,Immediate,enterprise,monthly,199.0,2388.0,191,1,0,self-serve,1393.0,199.0,7,1223
U001602,0.9114771241809553,1,91.15,Critical,91.15,Immediate,starter,monthly,29.0,348.0,96,1,0,self-serve,116.0,29.0,4,1224
U022790,0.9114771241809553,1,91.15,Critical,91.15,Immediate,starter,monthly,29.0,348.0,96,1,0,self-serve,116.0,29.0,4,1225
U010520,0.9114763042297168,1,91.15,Critical,91.15,Immediate,professional,monthly,79.0,948.0,145,4,0,self-serve,474.0,79.0,6,1226
U023934,0.9114466894967757,1,91.14,Critical,91.14,Immediate,starter,monthly,29.0,348.0,73,0,0,self-serve,87.0,29.0,3,1227
U000604,0.9114389345389945,1,91.14,Critical,91.14,Immediate,starter,monthly,29.0,348.0,166,1,0,self-serve,174.0,29.0,6,1228
U024592,0.9114389345389945,1,91.14,Critical,91.14,Immediate,starter,monthly,29.0,348.0,166,1,0,self-serve,174.0,29.0,6,1229
U021859,0.9114025134045408,1,91.14,Critical,91.14,Immediate,professional,monthly,79.0,948.0,101,0,0,sales-assisted,316.0,79.0,4,1230
U008238,0.9113734149731494,1,91.14,Critical,91.14,Immediate,professional,annual,79.0,948.0,324,0,0,sales-assisted,948.0,79.0,12,1231
U019163,0.9112976642922332,1,91.13,Critical,91.13,Immediate,enterprise,monthly,199.0,2388.0,102,2,2,self-serve,796.0,199.0,4,1232
U024838,0.9112784266073476,1,91.13,Critical,91.13,Immediate,starter,monthly,29.0,348.0,168,1,0,sales-assisted,174.0,29.0,6,1233
U002775,0.9112680034575494,1,91.13,Critical,91.13,Immediate,professional,monthly,79.0,948.0,78,0,2,self-serve,316.0,79.0,4,1234
U012387,0.911233551966603,1,91.12,Critical,91.12,Immediate,starter,monthly,29.0,348.0,252,1,0,sales-assisted,261.0,29.0,9,1235
U011041,0.9111741619443195,1,91.12,Critical,91.12,Immediate,starter,monthly,29.0,348.0,193,0,0,self-serve,203.0,29.0,7,1236
U019252,0.9111561992385894,1,91.12,Critical,91.12,Immediate,professional,annual,79.0,948.0,161,2,0,self-serve,474.0,79.0,6,1237
U006790,0.9111561992385894,1,91.12,Critical,91.12,Immediate,professional,annual,79.0,948.0,161,2,0,self-serve,474.0,79.0,6,1238
U024221,0.9111134579702856,1,91.11,Critical,91.11,Immediate,starter,monthly,29.0,348.0,378,2,0,self-serve,406.0,29.0,14,1239
U025068,0.9110244984789866,1,91.1,Critical,91.1,Immediate,starter,monthly,29.0,348.0,222,1,1,partner,232.0,29.0,8,1240
U012660,0.9108889752004294,1,91.09,Critical,91.09,Immediate,starter,annual,29.0,348.0,222,0,1,self-serve,232.0,29.0,8,1241
U027167,0.9107664938683062,1,91.08,Critical,91.08,Immediate,starter,monthly,29.0,348.0,33,2,0,self-serve,58.0,29.0,2,1242
U013741,0.9106445271000505,1,91.06,Critical,91.06,Immediate,professional,annual,79.0,948.0,223,1,0,partner,711.0,79.0,9,1243
U028254,0.9106253303017918,1,91.06,Critical,91.06,Immediate,professional,monthly,79.0,948.0,382,1,0,self-serve,1106.0,79.0,14,1244
U020934,0.910537819432199,1,91.05,Critical,91.05,Immediate,starter,annual,29.0,348.0,229,0,1,self-serve,261.0,29.0,9,1245
U021644,0.9104350995656,1,91.04,Critical,91.04,Immediate,professional,monthly,79.0,948.0,58,1,0,sales-assisted,158.0,79.0,2,1246
U013651,0.9104242838235937,1,91.04,Critical,91.04,Immediate,professional,monthly,79.0,948.0,220,2,0,self-serve,632.0,79.0,8,1247
U019123,0.9103141816063991,1,91.03,Critical,91.03,Immediate,starter,annual,29.0,348.0,367,0,0,partner,377.0,29.0,13,1248
U025383,0.910181971062386,1,91.02,Critical,91.02,Immediate,starter,monthly,29.0,348.0,172,2,2,self-serve,174.0,29.0,6,1249
U024470,0.9101589805467188,1,91.02,Critical,91.02,Immediate,starter,monthly,29.0,348.0,280,0,0,self-serve,319.0,29.0,11,1250
U021041,0.9100530021973043,1,91.01,Critical,91.01,Immediate,enterprise,monthly,199.0,2388.0,193,4,2,self-serve,1393.0,199.0,7,1251
U007809,0.9099728234067025,1,91.0,Critical,91.0,Immediate,starter,annual,29.0,348.0,102,1,0,sales-assisted,116.0,29.0,4,1252
U019084,0.9099728234067025,1,91.0,Critical,91.0,Immediate,starter,annual,29.0,348.0,102,1,0,sales-assisted,116.0,29.0,4,1253
U027662,0.9099707439110423,1,91.0,Critical,91.0,Immediate,starter,annual,29.0,348.0,88,0,1,self-serve,87.0,29.0,3,1254
U013995,0.9099274381588294,1,90.99,Critical,90.99,Immediate,enterprise,monthly,199.0,2388.0,180,0,0,self-serve,1393.0,199.0,7,1255
U028957,0.9098166939088763,1,90.98,Critical,90.98,Immediate,starter,monthly,29.0,348.0,300,1,0,partner,319.0,29.0,11,1256
U017942,0.9097495861382185,1,90.97,Critical,90.97,Immediate,professional,annual,79.0,948.0,74,0,0,self-serve,237.0,79.0,3,1257
U014925,0.9097282957571207,1,90.97,Critical,90.97,Immediate,starter,monthly,29.0,348.0,263,1,0,sales-assisted,261.0,29.0,9,1258
U019670,0.9096867356278951,1,90.97,Critical,90.97,Immediate,starter,annual,29.0,348.0,247,1,0,self-serve,261.0,29.0,9,1259
U019363,0.909670801319474,1,90.97,Critical,90.97,Immediate,starter,monthly,29.0,348.0,97,1,0,sales-assisted,116.0,29.0,4,1260
U029669,0.9096303277269878,1,90.96,Critical,90.96,Immediate,professional,monthly,79.0,948.0,43,0,2,self-serve,237.0,79.0,3,1261
U004182,0.9094327569848942,1,90.94,Critical,90.94,Immediate,starter,monthly,29.0,348.0,215,0,0,self-serve,232.0,29.0,8,1262
U003375,0.9094327569848942,1,90.94,Critical,90.94,Immediate,starter,monthly,29.0,348.0,215,0,0,self-serve,232.0,29.0,8,1263
U006924,0.9094107265664461,1,90.94,Critical,90.94,Immediate,starter,monthly,29.0,348.0,257,0,1,partner,261.0,29.0,9,1264
U024597,0.9094022732773906,1,90.94,Critical,90.94,Immediate,enterprise,monthly,199.0,2388.0,56,0,0,sales-assisted,597.0,199.0,3,1265
U010259,0.909243868455496,1,90.92,Critical,90.92,Immediate,starter,monthly,29.0,348.0,282,2,0,self-serve,319.0,29.0,11,1266
U023399,0.909187857977509,1,90.92,Critical,90.92,Immediate,starter,monthly,29.0,348.0,188,0,1,sales-assisted,203.0,29.0,7,1267
U014310,0.9091658084370395,1,90.92,Critical,90.92,Immediate,starter,monthly,29.0,348.0,350,0,0,self-serve,377.0,29.0,13,1268
U015027,0.9091198308486573,1,90.91,Critical,90.91,Immediate,starter,monthly,29.0,348.0,53,0,0,sales-assisted,58.0,29.0,2,1269
U000831,0.9090194304983669,1,90.9,Critical,90.9,Immediate,professional,monthly,79.0,948.0,276,1,0,self-serve,869.0,79.0,11,1270
U017614,0.9090024940612798,1,90.9,Critical,90.9,Immediate,starter,annual,29.0,348.0,323,0,0,self-serve,348.0,29.0,12,1271
U026615,0.9089575817946401,1,90.9,Critical,90.9,Immediate,enterprise,monthly,199.0,2388.0,198,1,0,sales-assisted,1592.0,199.0,8,1272
U000281,0.9088072917867369,1,90.88,Critical,90.88,Immediate,professional,monthly,79.0,948.0,250,1,2,sales-assisted,711.0,79.0,9,1273
U020221,0.9087379267786146,1,90.87,Critical,90.87,Immediate,starter,monthly,29.0,348.0,356,2,0,sales-assisted,377.0,29.0,13,1274
U000979,0.9087078276056707,1,90.87,Critical,90.87,Immediate,professional,monthly,79.0,948.0,103,2,0,self-serve,316.0,79.0,4,1275
U023239,0.9085444228450185,1,90.85,Critical,90.85,Immediate,starter,monthly,29.0,348.0,202,3,0,sales-assisted,232.0,29.0,8,1276
U018791,0.9085335623354903,1,90.85,Critical,90.85,Immediate,starter,annual,29.0,348.0,399,2,0,sales-assisted,406.0,29.0,14,1277
U027158,0.9084203441408915,1,90.84,Critical,90.84,Immediate,professional,annual,79.0,948.0,183,3,0,partner,553.0,79.0,7,1278
U028963,0.9083810033503179,1,90.84,Critical,90.84,Immediate,starter,monthly,29.0,348.0,56,2,0,sales-assisted,87.0,29.0,3,1279
U021151,0.9083591914510042,1,90.84,Critical,90.84,Immediate,enterprise,annual,199.0,2388.0,137,1,2,self-serve,1194.0,199.0,6,1280
U002758,0.9081517063668232,1,90.82,Critical,90.82,Immediate,professional,monthly,79.0,948.0,187,0,0,self-serve,553.0,79.0,7,1281
U005823,0.9081477881200197,1,90.81,Critical,90.81,Immediate,starter,monthly,29.0,348.0,248,1,0,self-serve,261.0,29.0,9,1282
U000732,0.9078478859119357,1,90.78,Critical,90.78,Immediate,professional,monthly,79.0,948.0,170,0,2,self-serve,553.0,79.0,7,1283
U020824,0.9074238443846292,1,90.74,Critical,90.74,Immediate,starter,annual,29.0,348.0,177,3,0,self-serve,174.0,29.0,6,1284
U009420,0.9072483085892143,1,90.72,Critical,90.72,Immediate,professional,monthly,79.0,948.0,56,0,1,self-serve,237.0,79.0,3,1285
U028096,0.9072031090896483,1,90.72,Critical,90.72,Immediate,enterprise,monthly,199.0,2388.0,130,1,0,self-serve,1194.0,199.0,6,1286
U028721,0.9070238309218573,1,90.7,Critical,90.7,Immediate,starter,annual,29.0,348.0,171,2,0,self-serve,203.0,29.0,7,1287
U008227,0.9070220103431325,1,90.7,Critical,90.7,Immediate,starter,monthly,29.0,348.0,74,2,0,sales-assisted,87.0,29.0,3,1288
U020921,0.9070220103431325,1,90.7,Critical,90.7,Immediate,starter,monthly,29.0,348.0,74,2,0,sales-assisted,87.0,29.0,3,1289
U002160,0.9065664574773297,1,90.66,Critical,90.66,Immediate,professional,annual,79.0,948.0,84,0,1,self-serve,316.0,79.0,4,1290
U017862,0.906563480689912,1,90.66,Critical,90.66,Immediate,starter,monthly,29.0,348.0,195,0,1,self-serve,203.0,29.0,7,1291
U000069,0.9064727250481542,1,90.65,Critical,90.65,Immediate,starter,monthly,29.0,348.0,169,2,1,self-serve,174.0,29.0,6,1292
U018651,0.9063663650668622,1,90.64,Critical,90.64,Immediate,professional,monthly,79.0,948.0,184,0,3,self-serve,553.0,79.0,7,1293
U013151,0.9063457323180366,1,90.63,Critical,90.63,Immediate,starter,annual,29.0,348.0,214,2,2,self-serve,232.0,29.0,8,1294
U027902,0.9062147503137811,1,90.62,Critical,90.62,Immediate,professional,monthly,79.0,948.0,324,0,0,self-serve,869.0,79.0,11,1295
U001139,0.9059858791999763,1,90.6,Critical,90.6,Immediate,starter,monthly,29.0,348.0,237,1,0,self-serve,261.0,29.0,9,1296
U009609,0.9057411072503055,1,90.57,Critical,90.57,Immediate,starter,monthly,29.0,348.0,104,0,1,self-serve,116.0,29.0,4,1297
U028766,0.9055947490452083,1,90.56,Critical,90.56,Immediate,starter,monthly,29.0,348.0,371,0,0,sales-assisted,406.0,29.0,14,1298
U015006,0.9055464026391693,1,90.55,Critical,90.55,Immediate,starter,monthly,29.0,348.0,41,1,1,self-serve,58.0,29.0,2,1299
U003647,0.9055464026391693,1,90.55,Critical,90.55,Immediate,starter,monthly,29.0,348.0,41,1,1,self-serve,58.0,29.0,2,1300
U017557,0.9054394500678588,1,90.54,Critical,90.54,Immediate,starter,monthly,29.0,348.0,133,1,1,self-serve,145.0,29.0,5,1301
U012731,0.9053994334515484,1,90.54,Critical,90.54,Immediate,professional,monthly,79.0,948.0,79,2,0,self-serve,237.0,79.0,3,1302
U018495,0.9053335337918802,1,90.53,Critical,90.53,Immediate,enterprise,annual,199.0,2388.0,147,1,1,partner,1194.0,199.0,6,1303
U027394,0.9053129178626621,1,90.53,Critical,90.53,Immediate,starter,annual,29.0,348.0,191,1,1,self-serve,203.0,29.0,7,1304
U008213,0.9052101451198714,1,90.52,Critical,90.52,Immediate,professional,monthly,79.0,948.0,140,2,0,sales-assisted,474.0,79.0,6,1305
U023744,0.9049465824767892,1,90.49,Critical,90.49,Immediate,starter,monthly,29.0,348.0,260,2,1,self-serve,261.0,29.0,9,1306
U026987,0.9048924009957936,1,90.49,Critical,90.49,Immediate,starter,monthly,29.0,348.0,227,1,1,sales-assisted,232.0,29.0,8,1307
U020260,0.9048868598803559,1,90.49,Critical,90.49,Immediate,starter,monthly,29.0,348.0,18,0,0,sales-assisted,29.0,29.0,1,1308
U001702,0.9047638282329935,1,90.48,Critical,90.48,Immediate,professional,monthly,79.0,948.0,220,0,2,partner,632.0,79.0,8,1309
U005804,0.9046775678650114,1,90.47,Critical,90.47,Immediate,starter,monthly,29.0,348.0,125,1,1,self-serve,145.0,29.0,5,1310
U023107,0.9046573205260372,1,90.47,Critical,90.47,Immediate,starter,monthly,29.0,348.0,220,0,0,sales-assisted,232.0,29.0,8,1311
U017673,0.9045230938668728,1,90.45,Critical,90.45,Immediate,starter,monthly,29.0,348.0,43,1,0,partner,58.0,29.0,2,1312
U007650,0.9045230938668728,1,90.45,Critical,90.45,Immediate,starter,monthly,29.0,348.0,43,1,0,partner,58.0,29.0,2,1313
U015155,0.9044472450111829,1,90.44,Critical,90.44,Immediate,professional,annual,79.0,948.0,322,2,0,self-serve,948.0,79.0,12,1314
U003451,0.9043526813157583,1,90.44,Critical,90.44,Immediate,starter,annual,29.0,348.0,27,0,0,sales-assisted,58.0,29.0,2,1315
U026614,0.9043266250207264,1,90.43,Critical,90.43,Immediate,starter,monthly,29.0,348.0,252,0,1,self-serve,290.0,29.0,10,1316
U000662,0.9042259255719254,1,90.42,Critical,90.42,Immediate,starter,monthly,29.0,348.0,317,4,0,self-serve,348.0,29.0,12,1317
U009172,0.9041444414038577,1,90.41,Critical,90.41,Immediate,professional,monthly,79.0,948.0,171,0,1,self-serve,553.0,79.0,7,1318
U014882,0.9040918258285093,1,90.41,Critical,90.41,Immediate,professional,monthly,79.0,948.0,60,2,0,partner,237.0,79.0,3,1319
U016504,0.9040664416459528,1,90.41,Critical,90.41,Immediate,starter,annual,29.0,348.0,94,1,0,self-serve,116.0,29.0,4,1320
U028331,0.9039663255200326,1,90.4,Critical,90.4,Immediate,professional,monthly,79.0,948.0,219,2,1,self-serve,632.0,79.0,8,1321
U005711,0.9039516379034424,1,90.4,Critical,90.4,Immediate,enterprise,monthly,199.0,2388.0,175,3,0,sales-assisted,1194.0,199.0,6,1322
U027895,0.9039454441185999,1,90.39,Critical,90.39,Immediate,starter,monthly,29.0,348.0,274,0,0,self-serve,290.0,29.0,10,1323
U022391,0.9039454441185999,1,90.39,Critical,90.39,Immediate,starter,monthly,29.0,348.0,274,0,0,self-serve,290.0,29.0,10,1324
U026399,0.9038833013489974,1,90.39,Critical,90.39,Immediate,professional,monthly,79.0,948.0,193,0,1,sales-assisted,553.0,79.0,7,1325
U007206,0.9038378382972966,1,90.38,Critical,90.38,Immediate,starter,monthly,29.0,348.0,89,3,1,sales-assisted,87.0,29.0,3,1326
U003311,0.903774410513416,1,90.38,Critical,90.38,Immediate,starter,annual,29.0,348.0,95,2,0,self-serve,116.0,29.0,4,1327
U012850,0.903774410513416,1,90.38,Critical,90.38,Immediate,starter,annual,29.0,348.0,95,2,0,self-serve,116.0,29.0,4,1328
U023995,0.9037433755494321,1,90.37,Critical,90.37,Immediate,starter,monthly,29.0,348.0,123,1,0,self-serve,145.0,29.0,5,1329
U012420,0.9036161651919319,1,90.36,Critical,90.36,Immediate,starter,monthly,29.0,348.0,66,2,1,partner,87.0,29.0,3,1330
U019316,0.9035128478484857,1,90.35,Critical,90.35,Immediate,starter,monthly,29.0,348.0,238,0,0,self-serve,232.0,29.0,8,1331
U006325,0.9035128478484857,1,90.35,Critical,90.35,Immediate,starter,monthly,29.0,348.0,238,0,0,self-serve,232.0,29.0,8,1332
U020085,0.9032652557580216,1,90.33,Critical,90.33,Immediate,starter,monthly,29.0,348.0,166,0,1,self-serve,174.0,29.0,6,1333
U025557,0.9032652557580216,1,90.33,Critical,90.33,Immediate,starter,monthly,29.0,348.0,166,0,1,self-serve,174.0,29.0,6,1334
U029354,0.9032551804996837,1,90.33,Critical,90.33,Immediate,starter,monthly,29.0,348.0,201,2,0,self-serve,232.0,29.0,8,1335
U024227,0.9031411627425545,1,90.31,Critical,90.31,Immediate,starter,monthly,29.0,348.0,233,3,0,self-serve,232.0,29.0,8,1336
U026878,0.9030881801349284,1,90.31,Critical,90.31,Immediate,starter,annual,29.0,348.0,223,0,1,self-serve,232.0,29.0,8,1337
U021697,0.9030875980657167,1,90.31,Critical,90.31,Immediate,professional,monthly,79.0,948.0,133,0,0,self-serve,395.0,79.0,5,1338
U000930,0.9030181912924229,1,90.3,Critical,90.3,Immediate,starter,monthly,29.0,348.0,192,2,0,sales-assisted,203.0,29.0,7,1339
U010648,0.9029432759574325,1,90.29,Critical,90.29,Immediate,starter,annual,29.0,348.0,74,3,1,sales-assisted,87.0,29.0,3,1340
U005475,0.9028671929813794,1,90.29,Critical,90.29,Immediate,starter,annual,29.0,348.0,32,0,0,self-serve,58.0,29.0,2,1341
U005039,0.9028671929813794,1,90.29,Critical,90.29,Immediate,starter,annual,29.0,348.0,32,0,0,self-serve,58.0,29.0,2,1342
U025824,0.9027364686820342,1,90.27,Critical,90.27,Immediate,professional,annual,79.0,948.0,122,1,0,sales-assisted,395.0,79.0,5,1343
U008541,0.9026727751658511,1,90.27,Critical,90.27,Immediate,starter,monthly,29.0,348.0,104,0,0,self-serve,116.0,29.0,4,1344
U019170,0.9026727751658511,1,90.27,Critical,90.27,Immediate,starter,monthly,29.0,348.0,104,0,0,self-serve,116.0,29.0,4,1345
U028686,0.9026339649222979,1,90.26,Critical,90.26,Immediate,professional,annual,79.0,948.0,138,0,2,sales-assisted,474.0,79.0,6,1346
U020192,0.9026182038192678,1,90.26,Critical,90.26,Immediate,starter,annual,29.0,348.0,328,0,0,self-serve,319.0,29.0,11,1347
U006519,0.9026096367917728,1,90.26,Critical,90.26,Immediate,professional,monthly,79.0,948.0,268,0,0,self-serve,790.0,79.0,10,1348
U015923,0.9025479676260657,1,90.25,Critical,90.25,Immediate,starter,monthly,29.0,348.0,154,1,0,self-serve,174.0,29.0,6,1349
U027790,0.9024662836077975,1,90.25,Critical,90.25,Immediate,enterprise,monthly,199.0,2388.0,196,2,0,self-serve,1393.0,199.0,7,1350
U024643,0.9022642855746379,1,90.23,Critical,90.23,Immediate,starter,monthly,29.0,348.0,128,2,0,sales-assisted,174.0,29.0,6,1351
U018787,0.9022513075791725,1,90.23,Critical,90.23,Immediate,starter,monthly,29.0,348.0,222,1,1,sales-assisted,232.0,29.0,8,1352
U026888,0.9022513075791725,1,90.23,Critical,90.23,Immediate,starter,monthly,29.0,348.0,222,1,1,sales-assisted,232.0,29.0,8,1353
U014284,0.9022374290122421,1,90.22,Critical,90.22,Immediate,professional,monthly,79.0,948.0,45,1,1,sales-assisted,237.0,79.0,3,1354
U005376,0.9021388261482114,1,90.21,Critical,90.21,Immediate,starter,annual,29.0,348.0,180,0,0,sales-assisted,203.0,29.0,7,1355
U024835,0.902138740052812,1,90.21,Critical,90.21,Immediate,professional,annual,79.0,948.0,128,0,1,self-serve,395.0,79.0,5,1356
U016937,0.9021262211119857,1,90.21,Critical,90.21,Immediate,starter,monthly,29.0,348.0,268,1,0,partner,290.0,29.0,10,1357
U022440,0.9019916685205958,1,90.2,Critical,90.2,Immediate,professional,monthly,79.0,948.0,94,2,0,self-serve,316.0,79.0,4,1358
U021358,0.9019612766948355,1,90.2,Critical,90.2,Immediate,professional,monthly,79.0,948.0,153,1,0,self-serve,474.0,79.0,6,1359
U020832,0.9019598004628775,1,90.2,Critical,90.2,Immediate,starter,monthly,29.0,348.0,107,3,0,self-serve,145.0,29.0,5,1360
U008703,0.9019257492902204,1,90.19,Critical,90.19,Immediate,professional,monthly,79.0,948.0,82,1,0,sales-assisted,316.0,79.0,4,1361
U010496,0.9018872097902001,1,90.19,Critical,90.19,Immediate,starter,monthly,29.0,348.0,309,0,0,self-serve,319.0,29.0,11,1362
U012074,0.9018031019303002,1,90.18,Critical,90.18,Immediate,starter,annual,29.0,348.0,332,1,0,partner,348.0,29.0,12,1363
U029760,0.9017181610619285,1,90.17,Critical,90.17,Immediate,professional,monthly,79.0,948.0,221,2,0,self-serve,632.0,79.0,8,1364
U023863,0.9017181610619285,1,90.17,Critical,90.17,Immediate,professional,monthly,79.0,948.0,221,2,0,self-serve,632.0,79.0,8,1365
U018086,0.9016942886308863,1,90.17,Critical,90.17,Immediate,starter,annual,29.0,348.0,132,0,0,self-serve,145.0,29.0,5,1366
U011326,0.9016694804142329,1,90.17,Critical,90.17,Immediate,professional,monthly,79.0,948.0,280,0,0,partner,790.0,79.0,10,1367
U008836,0.9016462969210329,1,90.16,Critical,90.16,Immediate,starter,monthly,29.0,348.0,154,1,1,self-serve,174.0,29.0,6,1368
