user_id,Authentication,Billing,Collaboration,File Management,Onboarding,Project Management,Reporting,Support,Task Management
U002319,12,6,6,5,2,5,2,0,20
U002320,8,2,3,3,0,5,1,0,24
U002321,12,0,5,5,1,4,1,0,22
U002322,12,2,6,5,0,7,1,0,17
U002323,11,1,6,1,0,5,0,2,24
U002324,16,1,6,0,0,8,3,0,23
U002325,16,3,4,2,6,8,3,2,21
U002326,9,0,0,4,0,4,1,1,14
U002327,11,3,8,5,2,2,0,1,21
U002328,20,2,2,3,0,8,0,2,19
U002329,19,1,9,0,0,6,3,0,27
U002330,15,4,4,5,0,9,1,0,18
U002331,7,2,4,2,0,4,1,2,12
U002332,20,6,6,5,1,4,1,0,25
U002333,11,0,2,3,0,4,2,1,30
U002334,12,2,5,3,0,2,1,1,18
U002335,20,4,4,4,4,2,0,1,20
U002336,11,1,3,1,3,5,0,0,20
U002337,14,0,8,6,0,5,1,0,21
U002338,12,0,1,1,1,7,0,0,9
U002339,7,1,7,4,1,3,2,1,22
U002340,18,3,10,0,1,4,1,1,23
U002341,7,3,4,1,3,3,0,0,10
U002342,8,5,14,2,0,4,3,0,23
U002343,9,2,5,2,0,3,1,2,15
U002344,11,1,2,2,0,5,1,1,23
U002345,11,0,2,2,0,5,0,1,19
U002346,9,0,5,0,1,11,0,0,19
U002347,16,3,6,6,0,10,0,3,28
U002348,12,1,6,2,0,3,2,0,22
U002349,13,2,5,1,0,2,1,0,13
U002350,10,1,2,3,0,7,1,1,16
U002351,12,3,8,2,3,5,1,0,15
U002352,17,5,10,1,0,7,4,2,24
U002353,16,2,7,3,1,9,2,1,21
U002354,14,1,6,3,2,2,2,1,23
U002355,13,3,5,1,0,7,2,0,19
U002356,9,0,4,2,1,6,2,2,17
U002357,17,5,10,4,0,11,1,1,19
U002358,12,3,4,0,1,9,5,1,29
U002359,8,0,4,3,0,4,2,1,16
U002360,14,3,2,1,1,7,2,0,18
U002361,13,3,14,1,0,3,2,1,17
U002362,20,0,8,3,0,4,1,1,29
U002363,16,5,8,4,0,5,1,2,30
U002364,18,2,9,1,8,9,0,0,18
U002365,24,4,5,3,0,4,2,0,22
U002366,12,0,1,2,0,5,0,0,14
U002367,16,1,3,2,0,2,2,2,20
U002368,6,0,5,2,3,3,0,0,10
U002369,20,2,5,9,0,3,1,0,19
U002370,9,1,3,1,0,5,2,1,13
U002371,10,1,3,3,0,1,0,1,20
U002372,18,5,5,2,0,7,0,3,22
U002373,12,3,3,1,6,4,3,2,21
U002374,7,2,4,2,0,3,0,0,11
U002375,9,0,2,1,0,9,0,2,27
U002376,15,1,3,2,1,4,2,0,21
U002377,8,0,5,3,1,4,1,2,14
U002378,11,0,4,2,2,1,1,0,15
U002379,11,1,4,2,1,3,1,0,15
U002380,10,4,5,3,1,6,3,1,10
U002381,8,2,4,5,0,4,1,1,25
U002382,10,1,6,3,3,5,1,0,8
U002383,10,2,11,2,1,4,0,0,15
U002384,9,4,5,3,0,2,1,2,13
U002385,12,0,5,1,1,3,2,0,27
U002386,13,1,8,3,0,2,1,1,14
U002387,23,7,11,2,0,6,1,1,23
U002388,9,0,6,3,0,5,1,1,25
U002389,12,1,13,3,0,4,1,0,21
U002390,10,7,10,3,0,12,2,0,40
U002391,10,4,4,2,1,2,3,1,10
U002392,13,1,11,5,1,5,2,1,30
U002393,14,6,6,7,0,9,1,0,30
U002394,15,0,6,3,0,5,2,1,23
U002395,11,6,5,2,0,6,1,0,12
U002396,11,1,6,2,0,4,2,0,13
U002397,11,0,3,1,0,5,0,1,14
U002398,14,3,11,9,2,6,2,0,21
U002399,11,3,6,3,6,3,1,1,22
U002400,11,7,7,5,0,2,1,0,24
U002401,14,1,8,2,1,3,2,2,18
U002402,10,4,5,2,0,5,0,0,26
U002403,14,1,7,4,0,8,2,0,38
U002404,10,0,2,3,0,4,2,1,16
U002405,24,1,6,8,0,6,0,2,19
U002406,12,1,5,3,0,9,2,0,21
U002407,15,5,0,5,1,2,0,0,24
U002408,7,3,7,3,0,5,1,1,18
U002409,7,4,5,4,0,3,0,1,32
U002410,13,1,4,3,0,9,1,2,20
U002411,13,1,2,1,0,3,0,1,16
U002412,18,0,7,1,1,7,0,1,25
U002413,13,3,8,5,0,6,4,1,26
U002414,11,1,6,3,0,7,2,2,14
U002415,20,1,6,4,0,5,2,1,25
U002416,9,0,6,2,3,7,0,0,15
U002417,15,2,5,2,0,4,1,0,16
U002418,7,0,9,2,0,3,2,2,18
U002419,20,2,7,4,1,6,1,1,24
U002420,15,2,10,2,0,3,2,1,23
U002421,12,2,7,2,0,3,1,1,16
U002422,23,1,8,2,0,6,0,1,27
U002423,21,6,4,2,0,7,0,0,19
U002424,12,1,4,3,0,7,3,1,23
U002425,9,8,5,2,0,5,2,0,20
U002426,10,0,3,2,7,3,2,2,6
U002427,5,0,8,4,0,4,0,0,15
U002428,10,0,7,4,0,1,0,1,23
U002429,22,3,9,2,0,9,2,1,25
U002430,12,4,10,4,0,11,1,1,21
U002431,3,3,5,3,3,1,1,1,9
U002432,12,1,5,1,1,6,2,1,17
U002433,18,1,2,1,0,3,1,1,21
U002434,11,2,6,3,1,6,0,1,33
U002435,16,1,7,2,0,6,0,0,24
U002436,9,3,5,4,1,4,1,0,22
U002437,14,0,5,2,0,3,0,1,16
U002438,12,0,6,3,1,8,0,1,20
U002439,7,0,0,1,4,3,0,0,9
U002440,19,4,6,2,0,4,2,1,17
U002441,11,1,2,1,0,2,2,1,19
U002442,8,0,4,3,0,7,1,0,13
U002443,14,0,5,1,0,7,2,0,16
U002444,10,4,4,1,0,2,2,2,23
U002445,11,3,8,2,3,6,0,2,14
U002446,19,1,10,1,0,9,2,1,26
U002447,17,2,6,4,0,5,0,0,16
U002448,6,0,4,1,2,2,2,0,7
U002449,6,3,8,0,0,7,1,1,15
U002450,11,7,6,5,0,6,0,0,13
U002451,16,6,6,3,0,9,3,0,26
U002452,11,4,5,3,2,3,1,3,17
U002453,11,1,5,3,0,4,1,1,22
U002454,16,2,3,5,1,4,3,2,26
U002455,15,2,5,2,2,4,0,2,27
U002456,8,0,3,0,0,4,2,0,15
U002457,14,1,3,4,0,5,1,0,22
U002458,10,3,9,3,2,7,1,1,25
U002459,20,7,10,4,1,14,1,1,26
U002460,18,1,5,3,2,6,3,0,31
U002461,11,6,5,2,0,7,1,1,32
U002462,13,3,6,1,0,10,0,0,27
U002463,8,0,8,3,0,8,1,0,16
U002464,10,4,10,1,1,6,4,4,15
U002465,14,5,6,3,2,8,2,3,27
U002466,7,1,6,1,4,3,2,2,18
U002467,9,4,6,3,0,5,1,2,17
U002468,14,0,2,2,0,11,0,0,24
U002469,18,3,5,3,5,3,0,1,18
U002470,12,0,7,5,2,8,2,1,19
U002471,17,2,5,2,0,6,1,1,16
U002472,11,4,3,1,0,3,0,0,23
U002473,13,6,9,4,0,7,3,0,18
U002474,19,5,2,3,0,7,0,1,24
U002475,9,4,8,4,0,6,2,0,14
U002476,14,0,5,6,0,5,2,0,17
U002477,15,2,3,4,1,6,2,0,20
U002478,12,5,4,4,0,4,1,0,26
U002479,11,0,3,1,0,5,1,2,11
U002480,12,3,8,1,3,6,2,2,20
U002481,16,3,6,2,0,4,1,1,25
U002482,9,0,3,3,0,9,0,1,15
U002483,7,1,4,0,3,4,0,0,10
U002484,10,0,8,0,4,3,0,0,12
U002485,19,8,5,4,1,5,5,0,30
U002486,18,4,10,2,0,9,0,0,32
U002487,11,1,5,2,0,3,0,2,22
U002488,9,0,6,3,0,2,0,0,15
U002489,11,1,6,4,0,6,1,2,21
U002490,15,0,5,2,0,8,0,1,17
U002491,14,0,6,1,1,7,3,1,10
U002492,12,5,10,3,1,4,1,1,23
U002493,15,3,3,6,0,5,1,0,15
U002494,10,3,7,3,0,5,2,0,24
U002495,18,4,5,1,0,6,0,0,26
U002496,13,0,8,5,0,6,4,1,17
U002497,14,0,4,2,0,2,0,1,20
U002498,12,3,6,2,1,6,3,2,30
U002499,12,2,3,4,0,6,1,1,30
U002500,13,1,1,2,0,4,0,0,20
U002501,19,1,5,5,0,9,1,2,21
U002502,15,0,11,5,0,4,0,1,26
U002503,11,3,8,3,0,3,1,0,22
U002504,16,3,3,2,2,5,1,0,18
U002505,13,1,4,0,0,6,2,1,19
U002506,20,0,11,5,1,9,0,1,37
U002507,14,5,10,0,1,4,1,2,28
U002508,10,3,3,2,0,8,1,0,23
U002509,10,2,5,3,0,5,1,1,12
U002510,10,5,9,3,0,12,0,0,13
U002511,7,2,2,0,4,0,0,0,14
U002512,15,1,8,3,3,4,2,0,20
U002513,7,1,6,3,0,7,0,1,23
U002514,17,7,14,0,0,8,2,1,13
U002515,11,0,4,0,0,7,0,0,19
U002516,9,0,2,2,1,4,1,1,14
U002517,12,6,6,4,1,7,3,1,18
U002518,15,1,10,2,0,7,4,1,15
U002519,8,2,4,3,5,3,0,1,17
U002520,15,5,5,1,3,6,0,0,23
U002521,17,4,4,1,0,3,2,0,31
U002522,13,1,3,2,1,4,1,1,12
U002523,18,3,5,3,1,3,1,0,9
U002524,12,3,5,1,0,5,1,1,23
U002525,19,4,8,3,1,9,1,2,26
U002526,12,2,4,5,0,2,0,1,15
U002527,11,1,7,3,7,9,1,2,12
U002528,9,0,2,0,1,2,0,1,14
U002529,10,2,4,1,0,2,0,0,19
U002530,16,2,8,0,0,4,2,2,23
U002531,15,4,5,5,0,13,5,3,28
U002532,15,0,6,4,6,5,1,1,23
U002533,9,2,4,5,1,3,1,2,20
U002534,15,6,6,3,0,3,1,1,20
U002535,8,1,7,5,0,2,2,0,13
U002536,7,3,4,5,4,7,4,1,15
U002537,10,4,6,5,0,10,0,0,22
U002538,9,1,6,3,3,3,0,0,6
U002539,14,2,4,2,0,1,1,1,16
U002540,12,4,7,4,0,5,2,4,27
U002541,11,2,8,6,0,6,1,2,17
U002542,15,1,3,2,1,3,0,0,12
U002543,8,4,8,4,1,5,1,1,25
U002544,20,0,7,3,1,8,0,0,18
U002545,21,6,7,4,1,2,1,1,31
U002546,14,4,11,5,0,7,2,1,32
U002547,9,3,3,2,3,3,0,0,12
U002548,5,3,6,3,4,3,1,1,24
U002549,11,2,8,2,0,5,2,1,21
U002550,16,5,10,3,0,7,1,2,25
U002551,9,1,1,1,2,3,1,0,14
U002552,19,2,6,5,1,10,1,3,26
U002553,13,2,3,2,0,5,0,1,20
U002554,19,0,6,2,1,6,2,2,24
U002555,7,0,2,1,5,1,1,1,10
U002556,6,3,1,4,5,5,3,1,13
U002557,9,0,6,1,3,5,1,2,7
U002558,9,2,7,2,1,0,0,0,15
U002559,20,4,8,5,0,10,3,1,28
U002560,14,0,8,2,0,5,3,1,34
U002561,13,0,2,3,0,5,0,0,13
U002562,9,4,7,5,0,5,1,0,23
U002563,8,2,4,2,0,6,1,0,23
U002564,11,1,4,1,0,2,1,3,19
U002565,14,0,2,2,1,5,2,4,16
U002566,15,1,10,2,0,3,2,2,14
U002567,14,3,4,1,0,10,1,1,26
U002568,15,0,5,2,1,2,1,1,11
U002569,19,6,6,4,2,8,3,1,29
U002570,11,3,4,6,1,7,1,0,18
U002571,11,5,5,4,0,5,0,0,25
U002572,17,3,7,2,4,4,0,1,20
U002573,8,0,8,1,5,2,1,2,21
U002574,11,0,5,0,4,5,2,0,7
U002575,20,5,10,1,0,12,1,2,35
U002576,7,3,5,3,0,5,0,3,20
U002577,7,0,1,1,4,4,1,1,16
U002578,10,1,8,1,4,4,2,0,17
U002579,17,4,12,3,0,6,1,1,24
U002580,13,1,5,1,5,6,2,2,6
U002581,21,4,7,4,1,11,1,1,30
U002582,17,3,5,1,0,7,6,1,20
U002583,17,3,12,1,0,5,1,1,15
U002584,17,3,7,1,0,8,0,3,30
U002585,16,1,5,1,2,5,0,1,21
U002586,18,3,8,3,0,7,1,1,12
U002587,11,2,11,3,0,6,2,0,24
U002588,10,1,3,2,1,7,1,2,17
U002589,8,1,6,1,0,4,0,0,19
U002590,15,7,5,3,0,12,0,2,25
U002591,9,9,6,0,0,5,1,1,20
U002592,14,4,4,6,4,4,0,1,25
U002593,9,4,4,3,0,14,4,1,29
U002594,13,2,5,3,0,11,0,1,26
U002595,7,1,6,3,3,3,1,0,18
U002596,16,7,3,5,0,6,0,0,22
U002597,14,1,3,1,0,0,1,1,13
U002598,9,0,4,3,1,4,2,0,8
U002599,18,4,3,6,1,7,2,1,23
U002600,11,0,2,2,2,4,0,1,16
U002601,11,1,4,1,0,2,1,0,16
U002602,6,1,3,4,0,4,0,0,12
U002603,10,1,3,2,0,6,1,0,10
U002604,16,4,6,1,1,2,0,2,25
U002605,12,3,9,3,0,5,0,2,27
U002606,17,5,8,1,0,4,1,0,22
U002607,13,0,7,2,6,6,1,1,27
U002608,15,3,3,3,0,11,2,3,30
U002609,25,2,3,7,1,9,1,0,28
U002610,7,0,4,4,1,3,0,1,19
U002611,19,4,6,3,1,8,2,0,21
U002612,13,4,13,3,0,9,2,0,31
U002613,16,3,6,2,1,8,3,0,20
U002614,23,2,5,2,4,10,2,0,23
U002615,8,2,10,2,1,5,0,1,25
U002616,13,4,5,7,1,3,1,0,18
U002617,8,1,6,4,0,2,0,0,25
U002618,9,5,7,4,4,3,2,0,17
U002619,14,2,6,7,5,3,0,0,23
U002620,12,8,9,3,0,4,0,1,25
U002621,12,3,4,3,0,4,3,0,20
U002622,9,0,11,0,0,5,0,2,8
U002623,8,1,3,3,0,3,0,0,22
U002624,9,0,2,2,3,5,0,0,6
U002625,11,3,0,2,3,5,0,1,14
U002626,7,2,3,2,3,1,0,0,8
U002627,15,3,6,4,0,11,1,0,18
U002628,10,0,4,3,0,3,0,0,11
U002629,11,1,3,5,0,5,0,2,14
U002630,10,3,2,4,1,6,1,0,17
U002631,7,1,4,2,1,3,0,0,13
U002632,10,1,6,2,0,3,0,1,16
U002633,17,0,5,3,1,4,1,0,27
U002634,8,0,5,2,2,8,1,0,11
U002635,10,3,1,2,0,4,0,3,21
U002636,14,4,5,2,1,4,1,2,12
U002637,8,0,4,2,2,2,0,0,16
U002638,11,2,7,5,0,8,1,1,26
U002639,15,1,4,4,0,5,0,2,18
U002640,4,1,3,1,2,2,0,0,13
U002641,15,3,5,2,0,6,0,1,32
U002642,14,4,7,4,0,5,1,0,14
U002643,9,1,3,5,0,5,1,3,15
U002644,13,3,7,1,3,6,0,2,12
U002645,17,3,14,4,1,7,0,3,26
U002646,12,1,6,3,0,3,0,3,23
U002647,12,2,6,0,1,3,0,1,10
U002648,10,0,3,2,2,6,2,0,12
U002649,8,0,2,1,3,2,0,1,13
U002650,12,0,5,3,5,6,1,0,16
U002651,8,0,2,0,2,2,2,1,11
U002652,9,1,4,4,3,3,0,0,11
U002653,11,6,9,4,0,7,3,1,21
U002654,16,1,5,4,0,4,2,0,8
U002655,9,1,6,3,0,6,1,4,16
U002656,18,2,4,3,1,2,3,0,14
U002657,14,1,6,2,0,7,0,4,21
U002658,16,5,6,1,0,4,0,0,19
U002659,15,2,3,2,1,6,2,1,20
U002660,12,3,3,5,1,11,1,2,19
U002661,17,4,7,1,1,7,0,3,21
U002662,12,1,4,5,2,3,0,0,23
U002663,14,2,7,2,1,10,3,2,35
U002664,20,0,2,2,0,5,0,1,13
U002665,12,0,8,1,0,3,2,0,18
U002666,10,1,7,3,0,8,0,0,24
U002667,14,3,6,3,0,7,1,2,21
U002668,12,1,4,5,3,2,0,0,19
U002669,9,7,4,3,0,2,0,2,21
U002670,7,0,5,2,0,2,2,1,22
U002671,17,7,9,4,0,8,0,1,26
U002672,10,1,6,0,0,7,2,1,25
U002673,13,0,7,0,1,5,2,0,18
U002674,14,0,7,4,0,9,2,2,12
U002675,12,0,6,3,1,5,1,0,13
U002676,7,1,1,2,8,4,4,0,22
U002677,9,0,7,4,0,5,3,0,25
U002678,8,4,4,1,0,4,2,1,21
U002679,21,0,2,4,1,12,0,1,19
U002680,16,4,11,3,0,6,4,2,27
U002681,6,0,1,2,2,2,1,0,8
U002682,16,4,10,6,3,3,2,0,18
U002683,15,1,1,3,0,6,1,4,23
U002684,8,0,3,4,0,3,1,1,14
U002685,9,0,1,2,4,2,1,0,7
U002686,15,3,3,9,0,5,4,2,26
U002687,21,1,9,2,0,8,1,0,32
U002688,15,4,10,4,2,4,2,1,19
U002689,7,1,4,6,4,3,0,1,18
U002690,13,0,4,3,0,7,1,0,17
U002691,16,4,4,5,0,8,1,0,17
U002692,15,1,9,5,1,9,1,1,38
U002693,10,2,7,4,1,8,3,0,21
U002694,18,4,5,2,2,5,2,2,26
U002695,14,1,6,1,0,3,1,1,14
U002696,7,0,9,3,1,1,2,1,20
U002697,8,0,6,4,2,7,0,0,17
U002698,15,3,5,6,0,6,1,0,19
U002699,14,3,8,4,0,6,0,1,14
U002700,13,0,8,2,1,5,4,2,23
U002701,8,3,3,0,0,2,1,1,12
U002702,10,1,3,4,0,4,0,1,6
U002703,17,2,6,2,0,7,2,2,38
U002704,5,0,5,0,3,4,2,0,18
U002705,15,2,10,4,0,3,1,1,18
U002706,11,0,3,1,1,5,1,0,11
U002707,18,4,5,6,1,6,0,1,21
U002708,9,0,9,3,0,7,0,1,21
U002709,7,1,2,6,5,6,0,0,18
U002710,17,2,4,2,0,1,1,3,27
U002711,16,3,7,5,4,12,2,1,19
U002712,11,3,6,2,1,5,0,1,21
U002713,21,4,8,5,0,8,2,3,34
U002714,11,0,6,2,0,4,1,1,16
U002715,13,4,2,3,6,9,2,1,21
U002716,13,3,7,2,6,2,4,3,14
U002717,14,3,4,1,0,5,2,0,23
U002718,10,0,2,0,1,4,0,1,15
U002719,8,3,5,1,6,5,0,0,25
U002720,8,1,5,2,4,1,0,0,12
U002721,20,4,5,6,0,10,2,1,33
U002722,8,0,2,3,0,4,0,0,9
U002723,11,2,4,3,4,5,2,1,17
U002724,10,1,3,1,1,5,2,1,18
U002725,12,1,8,3,0,10,0,4,22
U002726,15,3,9,4,2,2,2,1,12
U002727,12,1,2,0,0,5,0,2,17
U002728,7,1,3,0,0,7,2,1,23
U002729,12,2,7,4,1,2,0,1,18
U002730,17,1,10,6,1,9,0,0,19
U002731,14,2,5,2,0,6,3,1,27
U002732,11,4,10,4,0,6,0,1,22
U002733,6,0,6,0,0,3,1,3,10
U002734,18,4,5,2,1,6,0,4,24
U002735,24,6,5,3,0,12,1,3,26
U002736,17,7,6,5,0,5,4,0,26
U002737,9,0,3,2,0,3,0,0,20
U002738,16,2,3,0,2,4,3,2,12
U002739,20,7,10,8,0,4,1,1,25
U002740,12,2,3,2,0,6,1,2,21
U002741,15,1,12,2,0,6,4,0,23
U002742,12,2,5,6,0,6,2,0,9
U002743,10,1,6,1,1,4,1,0,17
U002744,18,1,5,6,0,9,2,1,14
U002745,19,2,6,2,0,7,3,1,20
U002746,12,1,2,1,1,5,1,0,13
U002747,18,3,6,4,0,8,3,1,21
U002748,18,6,4,1,0,12,2,3,31
U002749,12,2,8,4,0,7,3,0,19
U002750,8,5,5,5,2,2,2,0,13
U002751,10,4,4,3,0,5,0,2,18
U002752,13,3,6,4,0,7,0,1,11
U002753,9,0,9,4,0,5,0,0,24
U002754,14,1,4,3,2,7,1,0,16
U002755,10,3,2,2,3,8,0,1,18
U002756,8,0,7,2,0,4,2,1,22
U002757,8,0,5,1,4,1,0,1,10
U002758,16,3,11,5,0,7,1,0,22
U002759,10,6,11,3,0,7,2,0,20
U002760,10,0,6,3,3,4,0,0,14
U002761,22,4,3,7,0,16,1,1,21
U002762,15,2,7,4,1,5,2,3,22
U002763,25,2,3,3,0,6,4,2,23
U002764,18,3,4,4,1,7,1,0,18
U002765,7,3,5,1,1,5,1,1,13
U002766,20,4,7,1,3,9,0,0,24
U002767,10,0,2,7,1,2,3,1,13
U002768,10,1,2,4,4,7,0,0,18
U002769,14,5,8,2,0,6,0,0,33
U002770,10,0,2,3,0,4,3,2,12
U002771,7,0,4,1,3,2,1,0,11
U002772,11,2,6,4,3,11,3,2,21
U002773,12,0,2,2,2,6,0,2,15
U002774,22,3,10,5,2,9,2,2,33
U002775,14,6,9,4,1,7,1,1,19
U002776,7,1,5,2,3,2,1,0,14
U002777,8,2,7,1,6,7,2,0,10
U002778,11,0,4,3,0,7,0,1,16
U002779,14,0,9,0,0,3,0,1,11
U002780,12,1,4,1,1,0,1,0,11
U002781,11,3,6,0,0,6,1,0,19
U002782,7,0,3,1,3,2,0,0,8
U002783,12,0,8,2,0,6,2,0,22
U002784,17,2,9,3,1,3,2,1,27
U002785,14,5,6,5,0,7,1,2,29
U002786,5,0,5,3,5,3,0,0,7
U002787,14,3,6,1,1,3,2,0,24
U002788,16,2,0,1,0,4,1,2,16
U002789,14,6,6,4,2,3,1,2,20
U002790,8,0,3,3,0,5,1,1,19
U002791,18,2,5,2,0,5,1,2,20
U002792,13,5,4,5,0,11,2,1,27
U002793,14,2,4,5,0,8,1,2,30
U002794,12,3,4,2,0,5,1,1,21
U002795,14,6,4,8,0,8,0,1,22
U002796,8,0,2,3,0,5,2,0,18
U002797,7,0,1,2,0,3,1,0,19
U002798,13,1,4,4,0,7,1,2,11
U002799,11,1,5,2,4,0,1,1,13
U002800,6,2,2,1,1,5,0,2,10
U002801,13,0,1,2,1,4,0,2,18
U002802,16,8,10,5,3,4,1,1,26
U002803,13,3,8,5,8,6,2,2,25
U002804,12,7,6,3,0,6,2,0,30
U002805,9,1,5,2,1,3,2,0,21
U002806,7,2,9,4,0,4,0,1,30
U002807,11,0,1,0,2,2,0,1,12
U002808,20,3,6,2,1,6,0,1,15
U002809,19,1,4,2,0,8,0,1,13
U002810,17,2,7,4,0,13,2,3,29
U002811,15,3,6,2,1,10,2,3,16
U002812,13,1,8,3,0,6,1,0,17
U002813,16,2,3,3,0,5,2,1,19
U002814,19,0,8,4,0,5,0,1,23
U002815,16,2,4,2,0,5,0,1,20
U002816,10,1,8,1,0,7,0,3,13
U002817,9,2,8,3,6,3,1,0,16
U002818,20,3,3,4,0,7,2,1,25
U002819,5,1,3,2,1,6,2,2,10
U002820,9,1,4,5,0,3,0,0,21
U002821,4,0,0,2,3,1,0,0,12
U002822,9,4,9,4,0,9,0,2,20
U002823,8,4,8,2,1,7,1,0,14
U002824,18,3,7,3,0,9,2,3,28
U002825,22,8,9,2,2,5,0,2,25
U002826,8,2,10,5,5,2,1,1,28
U002827,9,1,2,6,0,6,1,4,21
U002828,16,1,9,4,0,3,0,1,18
U002829,9,0,7,4,1,4,1,0,23
U002830,18,3,2,3,0,11,1,0,25
U002831,21,6,6,6,0,11,0,1,16
U002832,15,1,6,3,0,9,2,0,20
U002833,15,5,7,3,0,5,1,5,19
U002834,7,1,3,1,2,3,4,1,8
U002835,14,3,6,1,0,1,0,0,27
U002836,20,3,7,4,0,8,1,0,19
U002837,8,0,5,1,6,3,1,1,8
U002838,14,1,8,4,0,10,0,0,18
U002839,13,0,10,3,1,5,2,2,19
U002840,10,5,7,4,1,7,1,2,20
U002841,14,2,9,2,0,4,2,3,19
U002842,5,1,7,1,0,5,3,0,10
U002843,13,0,6,2,1,8,0,0,20
U002844,9,0,4,3,0,4,4,1,11
U002845,19,1,4,1,0,7,2,0,13
U002846,9,5,5,5,0,5,0,1,22
U002847,12,0,3,1,1,7,1,3,22
U002848,11,1,5,3,0,2,1,0,11
U002849,6,1,6,2,5,4,0,0,26
U002850,8,0,5,6,1,4,1,0,20
U002851,14,3,11,3,0,7,3,2,26
U002852,11,4,7,7,0,5,0,1,21
U002853,12,2,5,3,0,8,2,1,28
U002854,10,3,9,4,5,5,1,2,26
U002855,7,3,10,0,3,13,2,0,14
U002856,18,4,7,2,0,3,0,0,22
U002857,19,1,7,2,0,10,3,0,15
U002858,17,3,5,2,2,9,1,2,21
U002859,13,3,8,8,0,6,4,0,22
U002860,8,0,2,1,7,4,1,0,16
U002861,14,1,8,1,0,6,4,1,17
U002862,20,3,11,6,0,10,1,1,32
U002863,18,4,10,1,0,5,1,1,21
U002864,16,1,8,4,0,6,3,1,22
U002865,23,4,8,5,1,9,1,0,23
U002866,15,0,3,5,1,1,1,0,19
U002867,13,4,8,3,0,7,1,1,20
U002868,9,1,2,2,2,3,0,0,12
U002869,8,2,7,3,0,3,0,0,20
U002870,6,0,5,2,3,5,2,0,10
U002871,14,3,8,0,0,9,0,0,22
U002872,22,6,4,8,0,4,1,1,15
U002873,19,6,7,3,0,7,0,5,22
U002874,18,3,1,2,0,3,1,0,18
U002875,19,3,6,1,0,5,2,1,18
U002876,13,0,3,0,0,6,0,1,9
U002877,11,0,6,1,1,2,1,0,9
U002878,12,3,4,2,1,5,2,0,18
U002879,12,4,4,5,6,4,1,1,29
U002880,10,4,11,7,0,12,3,1,25
U002881,11,0,3,1,0,11,0,1,22
U002882,10,4,6,1,2,8,0,0,28
U002883,13,0,2,3,0,5,1,4,21
U002884,16,2,2,3,0,9,3,0,14
U002885,4,0,5,2,0,3,1,1,16
U002886,15,2,8,5,0,9,3,0,29
U002887,21,3,8,6,2,6,3,1,18
U002888,10,3,7,2,0,7,2,0,23
U002889,5,1,2,3,0,0,1,2,14
U002890,10,1,5,1,0,1,3,1,12
U002891,20,4,4,0,1,4,1,1,20
U002892,9,4,2,5,0,8,1,1,28
U002893,8,3,6,2,4,4,0,0,27
U002894,13,5,4,2,0,13,1,0,19
U002895,17,0,2,2,0,1,0,1,21
U002896,10,1,4,2,5,6,0,1,11
U002897,10,1,7,1,0,6,2,2,18
U002898,8,1,2,2,2,4,2,0,12
U002899,13,2,5,4,1,3,0,2,11
U002900,20,2,10,2,0,8,1,0,22
U002901,11,3,8,0,0,8,2,0,20
U002902,15,6,8,2,0,5,2,1,25
U002903,10,4,4,2,3,3,0,0,14
U002904,20,5,11,4,0,7,0,1,16
U002905,11,2,8,3,3,5,2,0,14
U002906,15,2,6,6,1,6,0,0,23
U002907,15,2,5,3,1,2,1,2,13
U002908,15,1,1,0,0,2,0,1,21
U002909,17,3,7,4,0,7,2,2,17
U002910,20,4,5,5,0,4,1,1,24
U002911,7,1,5,0,2,1,0,0,5
U002912,12,1,6,2,0,8,3,0,19
U002913,12,1,8,2,0,8,1,0,10
U002914,15,1,4,2,0,2,3,0,18
U002915,10,0,10,4,0,2,1,2,13
U002916,17,4,10,4,1,8,2,4,34
U002917,18,4,2,3,1,9,1,1,24
U002918,11,6,5,0,0,7,2,1,30
U002919,8,2,1,4,0,3,0,1,29
U002920,10,0,3,3,0,3,1,0,16
U002921,8,0,2,0,0,6,0,1,14
U002922,12,1,9,2,0,3,0,1,17
U002923,7,1,6,1,0,4,1,0,16
U002924,21,4,7,0,0,7,3,1,30
U002925,16,3,3,2,1,9,1,1,22
U002926,16,0,1,5,1,5,2,2,16
U002927,9,3,8,4,0,3,2,0,19
U002928,8,1,3,0,0,4,1,1,20
U002929,12,5,8,5,1,5,1,0,19
U002930,12,3,7,0,1,6,1,1,26
U002931,16,1,3,3,0,4,0,1,16
U002932,19,2,10,5,0,8,0,1,25
U002933,8,0,6,0,6,3,1,0,10
U002934,10,1,4,4,0,7,1,2,16
U002935,10,2,4,2,0,6,2,1,12
U002936,14,1,1,2,0,5,1,0,14
U002937,11,2,10,0,1,5,0,5,23
U002938,17,0,7,1,1,10,1,3,20
U002939,8,1,2,2,4,6,3,1,14
U002940,11,1,3,1,0,7,2,0,16
U002941,12,5,7,6,0,8,3,2,36
U002942,11,1,9,3,0,6,1,6,21
U002943,13,3,9,3,0,13,1,1,23
U002944,22,4,5,7,0,4,1,1,27
U002945,21,4,4,2,0,12,3,0,21
U002946,13,2,9,6,0,12,1,1,26
U002947,17,0,7,2,0,7,1,2,11
U002948,27,2,7,5,0,7,1,2,34
U002949,12,2,1,3,3,5,2,0,16
U002950,19,2,10,2,0,6,3,1,22
U002951,10,1,3,2,0,6,1,1,24
U002952,13,0,7,4,0,3,0,0,24
