user_id,total_mrr,average_monthly_revenue,active_months,plans_used,estimated_annual_value
U009742,783.0,29.0,27,1,348.0
U002267,783.0,29.0,27,1,348.0
U025211,783.0,29.0,27,1,348.0
U027727,783.0,29.0,27,1,348.0
U023960,783.0,29.0,27,1,348.0
U022416,783.0,29.0,27,1,348.0
U019966,783.0,29.0,27,1,348.0
U019110,783.0,29.0,27,1,348.0
U013984,783.0,29.0,27,1,348.0
U014062,783.0,29.0,27,1,348.0
U028361,783.0,29.0,27,1,348.0
U015950,783.0,29.0,27,1,348.0
U022682,783.0,29.0,27,1,348.0
U023792,783.0,29.0,27,1,348.0
U023020,783.0,29.0,27,1,348.0
U019807,783.0,29.0,27,1,348.0
U021606,783.0,29.0,27,1,348.0
U005038,783.0,29.0,27,1,348.0
U010020,783.0,29.0,27,1,348.0
U007452,783.0,29.0,27,1,348.0
U007044,783.0,29.0,27,1,348.0
U023023,783.0,29.0,27,1,348.0
U029330,783.0,29.0,27,1,348.0
U011286,783.0,29.0,27,1,348.0
U015778,783.0,29.0,27,1,348.0
U024346,783.0,29.0,27,1,348.0
U022960,783.0,29.0,27,1,348.0
U025638,783.0,29.0,27,1,348.0
U007934,783.0,29.0,27,1,348.0
U004046,783.0,29.0,27,1,348.0
U022011,783.0,29.0,27,1,348.0
U017974,783.0,29.0,27,1,348.0
U029446,783.0,29.0,27,1,348.0
U025985,783.0,29.0,27,1,348.0
U009295,783.0,29.0,27,1,348.0
U012062,783.0,29.0,27,1,348.0
U021660,783.0,29.0,27,1,348.0
U001573,783.0,29.0,27,1,348.0
U006925,783.0,29.0,27,1,348.0
U016383,783.0,29.0,27,1,348.0
U008841,783.0,29.0,27,1,348.0
U009369,783.0,29.0,27,1,348.0
U027551,783.0,29.0,27,1,348.0
U018636,783.0,29.0,27,1,348.0
U027143,783.0,29.0,27,1,348.0
U029734,783.0,29.0,27,1,348.0
U001018,783.0,29.0,27,1,348.0
U000748,783.0,29.0,27,1,348.0
U015914,783.0,29.0,27,1,348.0
U006309,783.0,29.0,27,1,348.0
U027362,783.0,29.0,27,1,348.0
U003705,783.0,29.0,27,1,348.0
U027553,783.0,29.0,27,1,348.0
U001171,783.0,29.0,27,1,348.0
U018455,783.0,29.0,27,1,348.0
U016241,783.0,29.0,27,1,348.0
U029991,783.0,29.0,27,1,348.0
U004062,783.0,29.0,27,1,348.0
U025949,754.0,29.0,26,1,348.0
U021479,754.0,29.0,26,1,348.0
U020971,754.0,29.0,26,1,348.0
U010252,754.0,29.0,26,1,348.0
U019977,754.0,29.0,26,1,348.0
U000836,754.0,29.0,26,1,348.0
U017342,754.0,29.0,26,1,348.0
U018541,754.0,29.0,26,1,348.0
U028264,754.0,29.0,26,1,348.0
U012034,754.0,29.0,26,1,348.0
U017905,754.0,29.0,26,1,348.0
U021554,754.0,29.0,26,1,348.0
U017205,754.0,29.0,26,1,348.0
U005975,754.0,29.0,26,1,348.0
U021237,754.0,29.0,26,1,348.0
U012234,754.0,29.0,26,1,348.0
U015125,754.0,29.0,26,1,348.0
U024545,754.0,29.0,26,1,348.0
U024310,754.0,29.0,26,1,348.0
U015277,754.0,29.0,26,1,348.0
U009814,754.0,29.0,26,1,348.0
U014176,754.0,29.0,26,1,348.0
U002678,754.0,29.0,26,1,348.0
U021913,754.0,29.0,26,1,348.0
U019292,754.0,29.0,26,1,348.0
U015286,754.0,29.0,26,1,348.0
U022727,754.0,29.0,26,1,348.0
U015304,754.0,29.0,26,1,348.0
U010085,754.0,29.0,26,1,348.0
U016764,754.0,29.0,26,1,348.0
U023703,754.0,29.0,26,1,348.0
U024212,754.0,29.0,26,1,348.0
U025048,754.0,29.0,26,1,348.0
U009866,754.0,29.0,26,1,348.0
U009675,754.0,29.0,26,1,348.0
U007624,754.0,29.0,26,1,348.0
U009187,754.0,29.0,26,1,348.0
U014947,754.0,29.0,26,1,348.0
U024805,754.0,29.0,26,1,348.0
U010028,754.0,29.0,26,1,348.0
U002626,754.0,29.0,26,1,348.0
U008546,754.0,29.0,26,1,348.0
U012653,754.0,29.0,26,1,348.0
U002210,754.0,29.0,26,1,348.0
U016050,754.0,29.0,26,1,348.0
U020768,754.0,29.0,26,1,348.0
U005632,754.0,29.0,26,1,348.0
U009129,754.0,29.0,26,1,348.0
U024940,754.0,29.0,26,1,348.0
U023439,754.0,29.0,26,1,348.0
U013370,754.0,29.0,26,1,348.0
U001564,754.0,29.0,26,1,348.0
U012615,754.0,29.0,26,1,348.0
U003293,754.0,29.0,26,1,348.0
U003836,754.0,29.0,26,1,348.0
U001557,754.0,29.0,26,1,348.0
U007563,754.0,29.0,26,1,348.0
U020044,754.0,29.0,26,1,348.0
U027647,754.0,29.0,26,1,348.0
U016276,754.0,29.0,26,1,348.0
U012207,754.0,29.0,26,1,348.0
U012322,754.0,29.0,26,1,348.0
U002070,754.0,29.0,26,1,348.0
U002127,754.0,29.0,26,1,348.0
U005402,754.0,29.0,26,1,348.0
U016807,754.0,29.0,26,1,348.0
U029297,754.0,29.0,26,1,348.0
U001532,754.0,29.0,26,1,348.0
U020646,754.0,29.0,26,1,348.0
U019381,754.0,29.0,26,1,348.0
U019267,754.0,29.0,26,1,348.0
U019623,754.0,29.0,26,1,348.0
U010168,754.0,29.0,26,1,348.0
U005181,754.0,29.0,26,1,348.0
U005228,754.0,29.0,26,1,348.0
U015442,754.0,29.0,26,1,348.0
U021966,754.0,29.0,26,1,348.0
U012300,754.0,29.0,26,1,348.0
U003401,754.0,29.0,26,1,348.0
U003880,754.0,29.0,26,1,348.0
U009036,754.0,29.0,26,1,348.0
U005745,754.0,29.0,26,1,348.0
U009031,754.0,29.0,26,1,348.0
U015794,754.0,29.0,26,1,348.0
U024420,754.0,29.0,26,1,348.0
U002052,754.0,29.0,26,1,348.0
U021768,754.0,29.0,26,1,348.0
U013469,754.0,29.0,26,1,348.0
U006217,754.0,29.0,26,1,348.0
U013142,754.0,29.0,26,1,348.0
U021882,754.0,29.0,26,1,348.0
U025431,754.0,29.0,26,1,348.0
U024663,754.0,29.0,26,1,348.0
U016199,754.0,29.0,26,1,348.0
U008397,754.0,29.0,26,1,348.0
U022088,754.0,29.0,26,1,348.0
U003462,754.0,29.0,26,1,348.0
U006246,754.0,29.0,26,1,348.0
U012286,754.0,29.0,26,1,348.0
U023964,754.0,29.0,26,1,348.0
U013501,754.0,29.0,26,1,348.0
U015487,754.0,29.0,26,1,348.0
U015496,754.0,29.0,26,1,348.0
U014907,754.0,29.0,26,1,348.0
U008945,754.0,29.0,26,1,348.0
U021609,754.0,29.0,26,1,348.0
U025457,754.0,29.0,26,1,348.0
U019220,754.0,29.0,26,1,348.0
U016169,754.0,29.0,26,1,348.0
U015529,754.0,29.0,26,1,348.0
U022781,754.0,29.0,26,1,348.0
U015530,754.0,29.0,26,1,348.0
U023880,754.0,29.0,26,1,348.0
U006015,754.0,29.0,26,1,348.0
U014274,754.0,29.0,26,1,348.0
U013952,754.0,29.0,26,1,348.0
U027126,754.0,29.0,26,1,348.0
U013742,754.0,29.0,26,1,348.0
U012549,754.0,29.0,26,1,348.0
U022677,754.0,29.0,26,1,348.0
U016137,754.0,29.0,26,1,348.0
U013575,754.0,29.0,26,1,348.0
U012189,754.0,29.0,26,1,348.0
U008151,754.0,29.0,26,1,348.0
U019799,754.0,29.0,26,1,348.0
U026562,754.0,29.0,26,1,348.0
U018056,754.0,29.0,26,1,348.0
U003971,754.0,29.0,26,1,348.0
U001418,754.0,29.0,26,1,348.0
U000040,754.0,29.0,26,1,348.0
U000123,754.0,29.0,26,1,348.0
U029147,754.0,29.0,26,1,348.0
U026938,754.0,29.0,26,1,348.0
U004425,754.0,29.0,26,1,348.0
U000216,754.0,29.0,26,1,348.0
U020075,754.0,29.0,26,1,348.0
U026377,754.0,29.0,26,1,348.0
U006932,754.0,29.0,26,1,348.0
U011583,754.0,29.0,26,1,348.0
U023536,754.0,29.0,26,1,348.0
U014053,754.0,29.0,26,1,348.0
U007526,754.0,29.0,26,1,348.0
U002409,754.0,29.0,26,1,348.0
U029038,754.0,29.0,26,1,348.0
U018203,754.0,29.0,26,1,348.0
U000290,754.0,29.0,26,1,348.0
U021174,754.0,29.0,26,1,348.0
U027131,754.0,29.0,26,1,348.0
U000291,754.0,29.0,26,1,348.0
U007156,754.0,29.0,26,1,348.0
U020604,754.0,29.0,26,1,348.0
U004460,754.0,29.0,26,1,348.0
U009875,754.0,29.0,26,1,348.0
U010863,754.0,29.0,26,1,348.0
U007600,754.0,29.0,26,1,348.0
U026288,754.0,29.0,26,1,348.0
U014003,754.0,29.0,26,1,348.0
U001952,754.0,29.0,26,1,348.0
U027180,754.0,29.0,26,1,348.0
U002253,754.0,29.0,26,1,348.0
U015239,754.0,29.0,26,1,348.0
U006236,754.0,29.0,26,1,348.0
U002395,754.0,29.0,26,1,348.0
U026287,754.0,29.0,26,1,348.0
U026285,754.0,29.0,26,1,348.0
U026241,754.0,29.0,26,1,348.0
U003697,754.0,29.0,26,1,348.0
U010785,754.0,29.0,26,1,348.0
U011102,754.0,29.0,26,1,348.0
U007230,754.0,29.0,26,1,348.0
U028723,754.0,29.0,26,1,348.0
U019438,754.0,29.0,26,1,348.0
U010337,754.0,29.0,26,1,348.0
U029486,754.0,29.0,26,1,348.0
U023756,754.0,29.0,26,1,348.0
U023534,754.0,29.0,26,1,348.0
U010721,754.0,29.0,26,1,348.0
U014817,754.0,29.0,26,1,348.0
U010687,754.0,29.0,26,1,348.0
U008454,754.0,29.0,26,1,348.0
U026974,754.0,29.0,26,1,348.0
U022226,754.0,29.0,26,1,348.0
U007288,754.0,29.0,26,1,348.0
U028514,754.0,29.0,26,1,348.0
U029658,754.0,29.0,26,1,348.0
U005784,754.0,29.0,26,1,348.0
U028043,754.0,29.0,26,1,348.0
U025682,754.0,29.0,26,1,348.0
U000684,754.0,29.0,26,1,348.0
U017402,754.0,29.0,26,1,348.0
U021462,754.0,29.0,26,1,348.0
U021464,754.0,29.0,26,1,348.0
U013787,754.0,29.0,26,1,348.0
U029839,754.0,29.0,26,1,348.0
U018450,754.0,29.0,26,1,348.0
U029852,754.0,29.0,26,1,348.0
U028071,754.0,29.0,26,1,348.0
U000740,754.0,29.0,26,1,348.0
U011888,754.0,29.0,26,1,348.0
U017388,754.0,29.0,26,1,348.0
U010587,754.0,29.0,26,1,348.0
U001113,754.0,29.0,26,1,348.0
U025973,754.0,29.0,26,1,348.0
U020687,754.0,29.0,26,1,348.0
U005110,754.0,29.0,26,1,348.0
U025520,754.0,29.0,26,1,348.0
U000587,725.0,29.0,25,1,348.0
U024956,725.0,29.0,25,1,348.0
U018376,725.0,29.0,25,1,348.0
U020123,725.0,29.0,25,1,348.0
U002452,725.0,29.0,25,1,348.0
U000506,725.0,29.0,25,1,348.0
U027196,725.0,29.0,25,1,348.0
U021400,725.0,29.0,25,1,348.0
U012919,725.0,29.0,25,1,348.0
U024950,725.0,29.0,25,1,348.0
U016772,725.0,29.0,25,1,348.0
U006735,725.0,29.0,25,1,348.0
U013545,725.0,29.0,25,1,348.0
U011722,725.0,29.0,25,1,348.0
U016151,725.0,29.0,25,1,348.0
U006409,725.0,29.0,25,1,348.0
U028828,725.0,29.0,25,1,348.0
U024983,725.0,29.0,25,1,348.0
U024719,725.0,29.0,25,1,348.0
U016635,725.0,29.0,25,1,348.0
U026235,725.0,29.0,25,1,348.0
U022725,725.0,29.0,25,1,348.0
U011686,725.0,29.0,25,1,348.0
U019774,725.0,29.0,25,1,348.0
U020124,725.0,29.0,25,1,348.0
U027342,725.0,29.0,25,1,348.0
U027605,725.0,29.0,25,1,348.0
U021385,725.0,29.0,25,1,348.0
U010846,725.0,29.0,25,1,348.0
U024467,725.0,29.0,25,1,348.0
U028972,725.0,29.0,25,1,348.0
U020834,725.0,29.0,25,1,348.0
U020503,725.0,29.0,25,1,348.0
U018216,725.0,29.0,25,1,348.0
U025133,725.0,29.0,25,1,348.0
U018768,725.0,29.0,25,1,348.0
U029023,725.0,29.0,25,1,348.0
U014911,725.0,29.0,25,1,348.0
U011592,725.0,29.0,25,1,348.0
U016787,725.0,29.0,25,1,348.0
U023850,725.0,29.0,25,1,348.0
U011585,725.0,29.0,25,1,348.0
U017097,725.0,29.0,25,1,348.0
U000260,725.0,29.0,25,1,348.0
U005494,725.0,29.0,25,1,348.0
U021120,725.0,29.0,25,1,348.0
U000221,725.0,29.0,25,1,348.0
U020759,725.0,29.0,25,1,348.0
U022282,725.0,29.0,25,1,348.0
U011542,725.0,29.0,25,1,348.0
U001286,725.0,29.0,25,1,348.0
U023538,725.0,29.0,25,1,348.0
U018143,725.0,29.0,25,1,348.0
U015558,725.0,29.0,25,1,348.0
U003638,725.0,29.0,25,1,348.0
U010995,725.0,29.0,25,1,348.0
U011505,725.0,29.0,25,1,348.0
U017705,725.0,29.0,25,1,348.0
U029216,725.0,29.0,25,1,348.0
U024159,725.0,29.0,25,1,348.0
U024896,725.0,29.0,25,1,348.0
U023215,725.0,29.0,25,1,348.0
U014827,725.0,29.0,25,1,348.0
U011455,725.0,29.0,25,1,348.0
U025476,725.0,29.0,25,1,348.0
U021166,725.0,29.0,25,1,348.0
U006859,725.0,29.0,25,1,348.0
U024161,725.0,29.0,25,1,348.0
U014432,725.0,29.0,25,1,348.0
U019879,725.0,29.0,25,1,348.0
U024913,725.0,29.0,25,1,348.0
U007929,725.0,29.0,25,1,348.0
U012522,725.0,29.0,25,1,348.0
U027350,725.0,29.0,25,1,348.0
U006433,725.0,29.0,25,1,348.0
U007683,725.0,29.0,25,1,348.0
U026648,725.0,29.0,25,1,348.0
U014863,725.0,29.0,25,1,348.0
U022574,725.0,29.0,25,1,348.0
U019888,725.0,29.0,25,1,348.0
U009010,725.0,29.0,25,1,348.0
U024034,725.0,29.0,25,1,348.0
U006910,725.0,29.0,25,1,348.0
U005335,725.0,29.0,25,1,348.0
U005564,725.0,29.0,25,1,348.0
U002562,725.0,29.0,25,1,348.0
U016359,725.0,29.0,25,1,348.0
U023576,725.0,29.0,25,1,348.0
U025497,725.0,29.0,25,1,348.0
U009055,725.0,29.0,25,1,348.0
U003151,725.0,29.0,25,1,348.0
U013978,725.0,29.0,25,1,348.0
U027660,725.0,29.0,25,1,348.0
U027326,725.0,29.0,25,1,348.0
U009972,725.0,29.0,25,1,348.0
U014992,725.0,29.0,25,1,348.0
U014591,725.0,29.0,25,1,348.0
U005952,725.0,29.0,25,1,348.0
U014924,725.0,29.0,25,1,348.0
U012685,725.0,29.0,25,1,348.0
U010035,725.0,29.0,25,1,348.0
U019957,725.0,29.0,25,1,348.0
U005953,725.0,29.0,25,1,348.0
U022482,725.0,29.0,25,1,348.0
U008993,725.0,29.0,25,1,348.0
U004081,725.0,29.0,25,1,348.0
U013758,725.0,29.0,25,1,348.0
U003302,725.0,29.0,25,1,348.0
U017940,725.0,29.0,25,1,348.0
U007733,725.0,29.0,25,1,348.0
U002519,725.0,29.0,25,1,348.0
U014603,725.0,29.0,25,1,348.0
U010142,725.0,29.0,25,1,348.0
U003463,725.0,29.0,25,1,348.0
U021722,725.0,29.0,25,1,348.0
U025110,725.0,29.0,25,1,348.0
U009217,725.0,29.0,25,1,348.0
U014214,725.0,29.0,25,1,348.0
U013093,725.0,29.0,25,1,348.0
U016566,725.0,29.0,25,1,348.0
U017798,725.0,29.0,25,1,348.0
U027962,725.0,29.0,25,1,348.0
U013262,725.0,29.0,25,1,348.0
U014485,725.0,29.0,25,1,348.0
U005962,725.0,29.0,25,1,348.0
U027387,725.0,29.0,25,1,348.0
U006865,725.0,29.0,25,1,348.0
U024451,725.0,29.0,25,1,348.0
U002597,725.0,29.0,25,1,348.0
U001470,725.0,29.0,25,1,348.0
U009948,725.0,29.0,25,1,348.0
U021284,725.0,29.0,25,1,348.0
U009114,725.0,29.0,25,1,348.0
U019930,725.0,29.0,25,1,348.0
U027969,725.0,29.0,25,1,348.0
U013901,725.0,29.0,25,1,348.0
U027970,725.0,29.0,25,1,348.0
U016411,725.0,29.0,25,1,348.0
U019366,725.0,29.0,25,1,348.0
U017122,725.0,29.0,25,1,348.0
U021880,725.0,29.0,25,1,348.0
U022776,725.0,29.0,25,1,348.0
U029355,725.0,29.0,25,1,348.0
U027526,725.0,29.0,25,1,348.0
U024460,725.0,29.0,25,1,348.0
U014640,725.0,29.0,25,1,348.0
U007991,725.0,29.0,25,1,348.0
U014650,725.0,29.0,25,1,348.0
U018874,725.0,29.0,25,1,348.0
U016804,725.0,29.0,25,1,348.0
U029405,725.0,29.0,25,1,348.0
U010327,725.0,29.0,25,1,348.0
U002042,725.0,29.0,25,1,348.0
U028103,725.0,29.0,25,1,348.0
U015935,725.0,29.0,25,1,348.0
U011407,725.0,29.0,25,1,348.0
U022915,725.0,29.0,25,1,348.0
U018606,725.0,29.0,25,1,348.0
U017186,725.0,29.0,25,1,348.0
U028166,725.0,29.0,25,1,348.0
U004756,725.0,29.0,25,1,348.0
U024951,725.0,29.0,25,1,348.0
U021533,725.0,29.0,25,1,348.0
U011310,725.0,29.0,25,1,348.0
U019602,725.0,29.0,25,1,348.0
U020928,725.0,29.0,25,1,348.0
U000980,725.0,29.0,25,1,348.0
U000966,725.0,29.0,25,1,348.0
U003244,725.0,29.0,25,1,348.0
U006575,725.0,29.0,25,1,348.0
U023924,725.0,29.0,25,1,348.0
U011308,725.0,29.0,25,1,348.0
U029548,725.0,29.0,25,1,348.0
U023305,725.0,29.0,25,1,348.0
U025854,725.0,29.0,25,1,348.0
U015616,725.0,29.0,25,1,348.0
U025359,725.0,29.0,25,1,348.0
U029607,725.0,29.0,25,1,348.0
U012999,725.0,29.0,25,1,348.0
U015939,725.0,29.0,25,1,348.0
U023318,725.0,29.0,25,1,348.0
U011924,725.0,29.0,25,1,348.0
U021995,725.0,29.0,25,1,348.0
U023713,725.0,29.0,25,1,348.0
U029698,725.0,29.0,25,1,348.0
U028358,725.0,29.0,25,1,348.0
U022275,725.0,29.0,25,1,348.0
U010576,725.0,29.0,25,1,348.0
U017389,725.0,29.0,25,1,348.0
U007969,725.0,29.0,25,1,348.0
U029757,725.0,29.0,25,1,348.0
U023707,725.0,29.0,25,1,348.0
U029804,725.0,29.0,25,1,348.0
U007644,725.0,29.0,25,1,348.0
U028431,725.0,29.0,25,1,348.0
U003788,725.0,29.0,25,1,348.0
U011882,725.0,29.0,25,1,348.0
U003545,725.0,29.0,25,1,348.0
U020864,725.0,29.0,25,1,348.0
U020742,725.0,29.0,25,1,348.0
U004199,725.0,29.0,25,1,348.0
U010372,725.0,29.0,25,1,348.0
U023042,725.0,29.0,25,1,348.0
U000690,725.0,29.0,25,1,348.0
U023401,725.0,29.0,25,1,348.0
U000683,725.0,29.0,25,1,348.0
U012770,725.0,29.0,25,1,348.0
U004179,725.0,29.0,25,1,348.0
U021443,725.0,29.0,25,1,348.0
U023410,725.0,29.0,25,1,348.0
U009056,725.0,29.0,25,1,348.0
U004570,725.0,29.0,25,1,348.0
U010695,725.0,29.0,25,1,348.0
U027477,725.0,29.0,25,1,348.0
U024540,711.0,79.0,9,1,948.0
U002698,711.0,79.0,9,1,948.0
U024529,711.0,79.0,9,1,948.0
U024524,711.0,79.0,9,1,948.0
U002739,711.0,79.0,9,1,948.0
U005260,711.0,79.0,9,1,948.0
U022506,711.0,79.0,9,1,948.0
U014614,711.0,79.0,9,1,948.0
U005305,711.0,79.0,9,1,948.0
U024239,711.0,79.0,9,1,948.0
U014575,711.0,79.0,9,1,948.0
U003164,711.0,79.0,9,1,948.0
U014482,711.0,79.0,9,1,948.0
U024096,711.0,79.0,9,1,948.0
U003300,711.0,79.0,9,1,948.0
U014328,711.0,79.0,9,1,948.0
U015560,711.0,79.0,9,1,948.0
U023797,711.0,79.0,9,1,948.0
U003670,711.0,79.0,9,1,948.0
U003677,711.0,79.0,9,1,948.0
U023758,711.0,79.0,9,1,948.0
U003713,711.0,79.0,9,1,948.0
U023752,711.0,79.0,9,1,948.0
U023747,711.0,79.0,9,1,948.0
U003728,711.0,79.0,9,1,948.0
U014197,711.0,79.0,9,1,948.0
U015604,711.0,79.0,9,1,948.0
U023719,711.0,79.0,9,1,948.0
U022320,711.0,79.0,9,1,948.0
U023675,711.0,79.0,9,1,948.0
U014159,711.0,79.0,9,1,948.0
U005534,711.0,79.0,9,1,948.0
U003846,711.0,79.0,9,1,948.0
U003865,711.0,79.0,9,1,948.0
U014985,711.0,79.0,9,1,948.0
U014031,711.0,79.0,9,1,948.0
U004022,711.0,79.0,9,1,948.0
U015761,711.0,79.0,9,1,948.0
U023472,711.0,79.0,9,1,948.0
U005616,711.0,79.0,9,1,948.0
U005617,711.0,79.0,9,1,948.0
U023435,711.0,79.0,9,1,948.0
U000010,711.0,79.0,9,1,948.0
U013892,711.0,79.0,9,1,948.0
U022244,711.0,79.0,9,1,948.0
U015972,711.0,79.0,9,1,948.0
U013741,711.0,79.0,9,1,948.0
U019868,711.0,79.0,9,1,948.0
U005744,711.0,79.0,9,1,948.0
U013711,711.0,79.0,9,1,948.0
U008751,711.0,79.0,9,1,948.0
U013703,711.0,79.0,9,1,948.0
U008763,711.0,79.0,9,1,948.0
U008775,711.0,79.0,9,1,948.0
U016054,711.0,79.0,9,1,948.0
U008172,711.0,79.0,9,1,948.0
U008834,711.0,79.0,9,1,948.0
U020290,711.0,79.0,9,1,948.0
U013581,711.0,79.0,9,1,948.0
U019744,711.0,79.0,9,1,948.0
U008135,711.0,79.0,9,1,948.0
U008948,711.0,79.0,9,1,948.0
U016179,711.0,79.0,9,1,948.0
U013495,711.0,79.0,9,1,948.0
U016181,711.0,79.0,9,1,948.0
U008110,711.0,79.0,9,1,948.0
U009030,711.0,79.0,9,1,948.0
U005876,711.0,79.0,9,1,948.0
U020337,711.0,79.0,9,1,948.0
U009100,711.0,79.0,9,1,948.0
U020344,711.0,79.0,9,1,948.0
U008062,711.0,79.0,9,1,948.0
U019538,711.0,79.0,9,1,948.0
U020357,711.0,79.0,9,1,948.0
U009219,711.0,79.0,9,1,948.0
U009223,711.0,79.0,9,1,948.0
U016408,711.0,79.0,9,1,948.0
U008007,711.0,79.0,9,1,948.0
U005973,711.0,79.0,9,1,948.0
U020090,711.0,79.0,9,1,948.0
U009311,711.0,79.0,9,1,948.0
U019397,711.0,79.0,9,1,948.0
U006017,711.0,79.0,9,1,948.0
U013105,711.0,79.0,9,1,948.0
U013099,711.0,79.0,9,1,948.0
U009430,711.0,79.0,9,1,948.0
U009443,711.0,79.0,9,1,948.0
U007904,711.0,79.0,9,1,948.0
U019298,711.0,79.0,9,1,948.0
U008378,711.0,79.0,9,1,948.0
U012958,711.0,79.0,9,1,948.0
U009516,711.0,79.0,9,1,948.0
U020489,711.0,79.0,9,1,948.0
U012939,711.0,79.0,9,1,948.0
U006151,711.0,79.0,9,1,948.0
U012854,711.0,79.0,9,1,948.0
U006171,711.0,79.0,9,1,948.0
U016762,711.0,79.0,9,1,948.0
U006212,711.0,79.0,9,1,948.0
U019144,711.0,79.0,9,1,948.0
U006221,711.0,79.0,9,1,948.0
U006224,711.0,79.0,9,1,948.0
U016801,711.0,79.0,9,1,948.0
U012689,711.0,79.0,9,1,948.0
U021810,711.0,79.0,9,1,948.0
U008367,711.0,79.0,9,1,948.0
U016825,711.0,79.0,9,1,948.0
U006253,711.0,79.0,9,1,948.0
U019051,711.0,79.0,9,1,948.0
U012643,711.0,79.0,9,1,948.0
U016839,711.0,79.0,9,1,948.0
U007718,711.0,79.0,9,1,948.0
U019018,711.0,79.0,9,1,948.0
U021770,711.0,79.0,9,1,948.0
U016889,711.0,79.0,9,1,948.0
U016890,711.0,79.0,9,1,948.0
U009934,711.0,79.0,9,1,948.0
U016897,711.0,79.0,9,1,948.0
U012516,711.0,79.0,9,1,948.0
U012508,711.0,79.0,9,1,948.0
U007648,711.0,79.0,9,1,948.0
U021214,711.0,79.0,9,1,948.0
U016971,711.0,79.0,9,1,948.0
U018857,711.0,79.0,9,1,948.0
U017028,711.0,79.0,9,1,948.0
U012361,711.0,79.0,9,1,948.0
U020775,711.0,79.0,9,1,948.0
U021664,711.0,79.0,9,1,948.0
U018778,711.0,79.0,9,1,948.0
U012301,711.0,79.0,9,1,948.0
U006448,711.0,79.0,9,1,948.0
U012265,711.0,79.0,9,1,948.0
U010267,711.0,79.0,9,1,948.0
U010280,711.0,79.0,9,1,948.0
U020854,711.0,79.0,9,1,948.0
U018639,711.0,79.0,9,1,948.0
U021596,711.0,79.0,9,1,948.0
U021568,711.0,79.0,9,1,948.0
U007437,711.0,79.0,9,1,948.0
U007416,711.0,79.0,9,1,948.0
U010456,711.0,79.0,9,1,948.0
U021516,711.0,79.0,9,1,948.0
U017323,711.0,79.0,9,1,948.0
U006968,711.0,79.0,9,1,948.0
U011963,711.0,79.0,9,1,948.0
U014965,711.0,79.0,9,1,948.0
U010560,711.0,79.0,9,1,948.0
U011909,711.0,79.0,9,1,948.0
U020980,711.0,79.0,9,1,948.0
U011896,711.0,79.0,9,1,948.0
U018422,711.0,79.0,9,1,948.0
U007287,711.0,79.0,9,1,948.0
U010682,711.0,79.0,9,1,948.0
U007276,711.0,79.0,9,1,948.0
U010708,711.0,79.0,9,1,948.0
U017462,711.0,79.0,9,1,948.0
U018355,711.0,79.0,9,1,948.0
U007234,711.0,79.0,9,1,948.0
U018306,711.0,79.0,9,1,948.0
U017532,711.0,79.0,9,1,948.0
U017537,711.0,79.0,9,1,948.0
U010857,711.0,79.0,9,1,948.0
U007180,711.0,79.0,9,1,948.0
U011643,711.0,79.0,9,1,948.0
U010873,711.0,79.0,9,1,948.0
U017559,711.0,79.0,9,1,948.0
U018190,711.0,79.0,9,1,948.0
U018188,711.0,79.0,9,1,948.0
U010941,711.0,79.0,9,1,948.0
U007117,711.0,79.0,9,1,948.0
U018148,711.0,79.0,9,1,948.0
U011499,711.0,79.0,9,1,948.0
U007075,711.0,79.0,9,1,948.0
U017724,711.0,79.0,9,1,948.0
U011066,711.0,79.0,9,1,948.0
U018047,711.0,79.0,9,1,948.0
U000029,711.0,79.0,9,1,948.0
U023233,711.0,79.0,9,1,948.0
U000041,711.0,79.0,9,1,948.0
U023222,711.0,79.0,9,1,948.0
U000156,711.0,79.0,9,1,948.0
U004409,711.0,79.0,9,1,948.0
U029120,711.0,79.0,9,1,948.0
U029118,711.0,79.0,9,1,948.0
U029100,711.0,79.0,9,1,948.0
U029083,711.0,79.0,9,1,948.0
U023183,711.0,79.0,9,1,948.0
U000269,711.0,79.0,9,1,948.0
U000281,711.0,79.0,9,1,948.0
U004350,711.0,79.0,9,1,948.0
U029327,711.0,79.0,9,1,948.0
U000300,711.0,79.0,9,1,948.0
U029332,711.0,79.0,9,1,948.0
U029342,711.0,79.0,9,1,948.0
U026331,711.0,79.0,9,1,948.0
U029004,711.0,79.0,9,1,948.0
U028742,711.0,79.0,9,1,948.0
U000496,711.0,79.0,9,1,948.0
U000505,711.0,79.0,9,1,948.0
U004535,711.0,79.0,9,1,948.0
U008499,711.0,79.0,9,1,948.0
U028688,711.0,79.0,9,1,948.0
U000586,711.0,79.0,9,1,948.0
U026114,711.0,79.0,9,1,948.0
U026098,711.0,79.0,9,1,948.0
U004584,711.0,79.0,9,1,948.0
U026073,711.0,79.0,9,1,948.0
U000677,711.0,79.0,9,1,948.0
U026013,711.0,79.0,9,1,948.0
U000767,711.0,79.0,9,1,948.0
U000773,711.0,79.0,9,1,948.0
U004643,711.0,79.0,9,1,948.0
U025941,711.0,79.0,9,1,948.0
U000811,711.0,79.0,9,1,948.0
U025912,711.0,79.0,9,1,948.0
U028282,711.0,79.0,9,1,948.0
U025872,711.0,79.0,9,1,948.0
U000901,711.0,79.0,9,1,948.0
U000909,711.0,79.0,9,1,948.0
U028272,711.0,79.0,9,1,948.0
