user_id,churn,plan,billing_frequency,trial,acquisition_source,monthly_recurring_revenue,annual_contract_value,tenure_days,upgrade_count,downgrade_count,upgrade_downgrade_ratio,total_mrr,average_monthly_revenue,active_months,plans_used,estimated_annual_value,revenue_per_active_month,tenure_months,has_upgrade,has_downgrade,upgrade_minus_downgrade,revenue_tier
U023458,0,free,unknown,true,self-serve,0.0,0.0,795,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.116951379763467,0,0,0,Free
U018392,0,free,unknown,true,self-serve,0.0,0.0,795,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.116951379763467,0,0,0,Free
U027523,0,starter,monthly,false,partner,29.0,348.0,795,0,0,0.0,783.0,29.0,27,1,348.0,29.0,26.116951379763467,0,0,0,Low
U002166,0,free,unknown,true,self-serve,0.0,0.0,795,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.116951379763467,0,0,0,Free
U013266,0,free,unknown,true,self-serve,0.0,0.0,795,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.116951379763467,0,0,0,Free
U027747,0,professional,monthly,true,self-serve,79.0,948.0,795,1,0,1.0,2133.0,79.0,27,1,948.0,79.0,26.116951379763467,1,0,1,Medium
U024189,0,free,unknown,true,self-serve,0.0,0.0,795,1,0,1.0,0.0,0.0,27,1,0.0,0.0,26.116951379763467,1,0,1,Free
U025702,0,enterprise,monthly,false,self-serve,199.0,2388.0,795,3,0,3.0,5373.0,199.0,27,1,2388.0,199.0,26.116951379763467,1,0,3,High
U000510,0,starter,monthly,true,self-serve,29.0,348.0,795,0,0,0.0,783.0,29.0,27,1,348.0,29.0,26.116951379763467,0,0,0,Low
U025531,0,free,unknown,true,self-serve,0.0,0.0,795,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.116951379763467,0,0,0,Free
U003228,0,starter,monthly,true,sales-assisted,29.0,348.0,795,0,0,0.0,783.0,29.0,27,1,348.0,29.0,26.116951379763467,0,0,0,Low
U007933,0,free,unknown,true,self-serve,0.0,0.0,795,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.116951379763467,0,0,0,Free
U010329,0,enterprise,monthly,true,self-serve,199.0,2388.0,795,0,1,0.0,5373.0,199.0,27,1,2388.0,199.0,26.116951379763467,0,1,-1,High
U012107,0,free,unknown,true,self-serve,0.0,0.0,795,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.116951379763467,0,0,0,Free
U025080,0,starter,monthly,true,self-serve,29.0,348.0,795,0,1,0.0,783.0,29.0,27,1,348.0,29.0,26.116951379763467,0,1,-1,Low
U025182,1,enterprise,monthly,true,self-serve,199.0,2388.0,183,1,0,1.0,1393.0,199.0,7,1,2388.0,199.0,6.011826544021025,1,0,1,High
U011527,1,starter,monthly,false,self-serve,29.0,348.0,165,0,0,0.0,203.0,29.0,7,1,348.0,29.0,5.4204993429697765,0,0,0,Low
U015291,0,free,unknown,true,self-serve,0.0,0.0,795,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.116951379763467,0,0,0,Free
U007343,0,professional,monthly,true,sales-assisted,79.0,948.0,795,0,0,0.0,2133.0,79.0,27,1,948.0,79.0,26.116951379763467,0,0,0,Medium
U003964,0,free,unknown,true,self-serve,0.0,0.0,795,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.116951379763467,0,0,0,Free
U029333,0,free,unknown,true,self-serve,0.0,0.0,795,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.116951379763467,0,0,0,Free
U013162,1,professional,annual,true,partner,79.0,948.0,256,1,0,1.0,790.0,79.0,10,1,948.0,79.0,8.409986859395532,1,0,1,Medium
U013555,0,free,unknown,true,self-serve,0.0,0.0,795,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.116951379763467,0,0,0,Free
U027978,1,starter,annual,false,self-serve,29.0,348.0,113,0,0,0.0,145.0,29.0,5,1,348.0,29.0,3.712220762155059,0,0,0,Low
U014811,0,professional,annual,false,self-serve,79.0,948.0,795,2,0,2.0,2133.0,79.0,27,1,948.0,79.0,26.116951379763467,1,0,2,Medium
U028541,0,free,unknown,true,self-serve,0.0,0.0,795,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.116951379763467,0,0,0,Free
U027809,0,free,unknown,true,self-serve,0.0,0.0,795,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.116951379763467,0,0,0,Free
U029210,1,starter,monthly,true,sales-assisted,29.0,348.0,169,1,1,1.0,203.0,29.0,7,1,348.0,29.0,5.551905387647832,1,1,0,Low
U007306,1,starter,monthly,true,self-serve,29.0,348.0,235,0,0,0.0,261.0,29.0,9,1,348.0,29.0,7.720105124835742,0,0,0,Low
U024082,0,free,unknown,true,self-serve,0.0,0.0,794,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.084099868593952,0,0,0,Free
U017103,0,enterprise,monthly,true,sales-assisted,199.0,2388.0,794,0,1,0.0,5373.0,199.0,27,1,2388.0,199.0,26.084099868593952,0,1,-1,High
U019648,0,free,unknown,true,self-serve,0.0,0.0,794,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.084099868593952,0,0,0,Free
U012964,0,enterprise,monthly,true,sales-assisted,199.0,2388.0,794,1,0,1.0,5373.0,199.0,27,1,2388.0,199.0,26.084099868593952,1,0,1,High
U008559,0,starter,monthly,false,sales-assisted,29.0,348.0,794,1,1,1.0,783.0,29.0,27,1,348.0,29.0,26.084099868593952,1,1,0,Low
U007934,0,starter,annual,true,self-serve,29.0,348.0,794,0,1,0.0,783.0,29.0,27,1,348.0,29.0,26.084099868593952,0,1,-1,Low
U001434,0,free,unknown,true,self-serve,0.0,0.0,794,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.084099868593952,0,0,0,Free
U025471,0,enterprise,monthly,true,self-serve,199.0,2388.0,794,0,0,0.0,5373.0,199.0,27,1,2388.0,199.0,26.084099868593952,0,0,0,High
U004046,0,starter,monthly,true,self-serve,29.0,348.0,794,0,1,0.0,783.0,29.0,27,1,348.0,29.0,26.084099868593952,0,1,-1,Low
U022310,0,enterprise,monthly,false,sales-assisted,199.0,2388.0,794,0,0,0.0,5373.0,199.0,27,1,2388.0,199.0,26.084099868593952,0,0,0,High
U022960,0,starter,monthly,false,partner,29.0,348.0,794,1,1,1.0,783.0,29.0,27,1,348.0,29.0,26.084099868593952,1,1,0,Low
U010493,1,professional,annual,true,self-serve,79.0,948.0,63,0,1,0.0,237.0,79.0,3,1,948.0,79.0,2.0696452036793693,0,1,-1,Medium
U006863,1,starter,monthly,true,self-serve,29.0,348.0,19,2,0,2.0,58.0,29.0,2,1,348.0,29.0,0.6241787122207622,1,0,2,Low
U007920,0,professional,monthly,true,sales-assisted,79.0,948.0,794,2,0,2.0,2133.0,79.0,27,1,948.0,79.0,26.084099868593952,1,0,2,Medium
U023923,0,professional,annual,true,sales-assisted,79.0,948.0,794,0,0,0.0,2133.0,79.0,27,1,948.0,79.0,26.084099868593952,0,0,0,Medium
U001400,0,free,unknown,true,self-serve,0.0,0.0,794,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.084099868593952,0,0,0,Free
U014123,0,free,unknown,true,self-serve,0.0,0.0,794,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.084099868593952,0,0,0,Free
U028492,1,enterprise,monthly,false,sales-assisted,199.0,2388.0,192,1,1,1.0,1592.0,199.0,8,1,2388.0,199.0,6.307490144546649,1,1,0,High
U001541,0,free,unknown,true,self-serve,0.0,0.0,794,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.084099868593952,0,0,0,Free
U010332,0,free,unknown,true,self-serve,0.0,0.0,794,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.084099868593952,0,0,0,Free
U019377,0,free,unknown,true,self-serve,0.0,0.0,794,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.084099868593952,0,0,0,Free
U004628,0,professional,monthly,false,sales-assisted,79.0,948.0,794,2,1,2.0,2133.0,79.0,27,1,948.0,79.0,26.084099868593952,1,1,1,Medium
U019139,0,free,unknown,true,self-serve,0.0,0.0,794,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.084099868593952,0,0,0,Free
U000583,0,free,unknown,true,self-serve,0.0,0.0,794,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.084099868593952,0,0,0,Free
U028732,0,free,unknown,true,self-serve,0.0,0.0,794,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.084099868593952,0,0,0,Free
U011828,0,free,unknown,true,self-serve,0.0,0.0,794,1,0,1.0,0.0,0.0,27,1,0.0,0.0,26.084099868593952,1,0,1,Free
U013797,0,free,unknown,true,self-serve,0.0,0.0,794,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.084099868593952,0,0,0,Free
U020469,0,free,unknown,true,self-serve,0.0,0.0,793,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.05124835742444,0,0,0,Free
U014713,0,free,unknown,true,self-serve,0.0,0.0,793,1,0,1.0,0.0,0.0,27,1,0.0,0.0,26.05124835742444,1,0,1,Free
U023509,0,free,unknown,true,self-serve,0.0,0.0,793,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.05124835742444,0,0,0,Free
U016208,0,free,unknown,true,self-serve,0.0,0.0,793,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.05124835742444,0,0,0,Free
U025590,0,free,unknown,true,self-serve,0.0,0.0,793,1,0,1.0,0.0,0.0,27,1,0.0,0.0,26.05124835742444,1,0,1,Free
U014061,0,free,unknown,true,self-serve,0.0,0.0,793,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.05124835742444,0,0,0,Free
U014395,1,enterprise,monthly,true,self-serve,199.0,2388.0,434,1,0,1.0,3184.0,199.0,16,1,2388.0,199.0,14.257555847568987,1,0,1,High
U023634,0,free,unknown,true,self-serve,0.0,0.0,793,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.05124835742444,0,0,0,Free
U016415,0,professional,monthly,true,self-serve,79.0,948.0,793,0,0,0.0,2133.0,79.0,27,1,948.0,79.0,26.05124835742444,0,0,0,Medium
U028694,0,free,unknown,true,self-serve,0.0,0.0,793,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.05124835742444,0,0,0,Free
U021825,0,free,unknown,true,self-serve,0.0,0.0,793,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.05124835742444,0,0,0,Free
U029575,0,free,unknown,true,self-serve,0.0,0.0,793,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.05124835742444,0,0,0,Free
U022572,0,professional,monthly,true,self-serve,79.0,948.0,793,0,0,0.0,2133.0,79.0,27,1,948.0,79.0,26.05124835742444,0,0,0,Medium
U028303,0,professional,monthly,false,sales-assisted,79.0,948.0,793,1,0,1.0,2133.0,79.0,27,1,948.0,79.0,26.05124835742444,1,0,1,Medium
U001121,1,enterprise,monthly,true,sales-assisted,199.0,2388.0,263,0,0,0.0,1990.0,199.0,10,1,2388.0,199.0,8.639947437582128,0,0,0,High
U014062,0,starter,monthly,false,self-serve,29.0,348.0,793,1,0,1.0,783.0,29.0,27,1,348.0,29.0,26.05124835742444,1,0,1,Low
U029969,0,starter,monthly,true,sales-assisted,29.0,348.0,793,2,0,2.0,783.0,29.0,27,1,348.0,29.0,26.05124835742444,1,0,2,Low
U010753,0,free,unknown,true,self-serve,0.0,0.0,793,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.05124835742444,0,0,0,Free
U013174,0,free,unknown,true,self-serve,0.0,0.0,793,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.05124835742444,0,0,0,Free
U018331,0,free,unknown,true,self-serve,0.0,0.0,793,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.05124835742444,0,0,0,Free
U014429,0,free,unknown,true,self-serve,0.0,0.0,793,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.05124835742444,0,0,0,Free
U029580,0,professional,annual,true,self-serve,79.0,948.0,793,2,0,2.0,2133.0,79.0,27,1,948.0,79.0,26.05124835742444,1,0,2,Medium
U011988,0,professional,annual,true,sales-assisted,79.0,948.0,793,0,0,0.0,2133.0,79.0,27,1,948.0,79.0,26.05124835742444,0,0,0,Medium
U026118,1,professional,monthly,true,self-serve,79.0,948.0,268,1,0,1.0,790.0,79.0,10,1,948.0,79.0,8.804204993429698,1,0,1,Medium
U002355,0,starter,monthly,false,sales-assisted,29.0,348.0,793,1,0,1.0,783.0,29.0,27,1,348.0,29.0,26.05124835742444,1,0,1,Low
U024600,1,enterprise,monthly,false,sales-assisted,199.0,2388.0,288,1,0,1.0,2189.0,199.0,11,1,2388.0,199.0,9.461235216819974,1,0,1,High
U004996,0,free,unknown,true,self-serve,0.0,0.0,793,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.05124835742444,0,0,0,Free
U008347,0,free,unknown,true,self-serve,0.0,0.0,793,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.05124835742444,0,0,0,Free
U027540,0,professional,monthly,true,self-serve,79.0,948.0,793,0,1,0.0,2133.0,79.0,27,1,948.0,79.0,26.05124835742444,0,1,-1,Medium
U000049,0,free,unknown,true,self-serve,0.0,0.0,793,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.05124835742444,0,0,0,Free
U010076,0,free,unknown,true,self-serve,0.0,0.0,792,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.018396846254927,0,0,0,Free
U010675,0,free,unknown,true,self-serve,0.0,0.0,792,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.018396846254927,0,0,0,Free
U026477,0,starter,monthly,true,self-serve,29.0,348.0,792,0,0,0.0,783.0,29.0,27,1,348.0,29.0,26.018396846254927,0,0,0,Low
U027258,0,free,unknown,true,self-serve,0.0,0.0,792,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.018396846254927,0,0,0,Free
U002227,0,professional,monthly,true,self-serve,79.0,948.0,792,0,0,0.0,2133.0,79.0,27,1,948.0,79.0,26.018396846254927,0,0,0,Medium
U025931,0,starter,monthly,false,self-serve,29.0,348.0,792,0,0,0.0,783.0,29.0,27,1,348.0,29.0,26.018396846254927,0,0,0,Low
U010637,0,starter,monthly,false,self-serve,29.0,348.0,792,0,0,0.0,783.0,29.0,27,1,348.0,29.0,26.018396846254927,0,0,0,Low
U015778,0,starter,annual,true,sales-assisted,29.0,348.0,792,1,0,1.0,783.0,29.0,27,1,348.0,29.0,26.018396846254927,1,0,1,Low
U019913,0,free,unknown,true,self-serve,0.0,0.0,792,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.018396846254927,0,0,0,Free
U027115,0,starter,monthly,true,self-serve,29.0,348.0,792,1,0,1.0,783.0,29.0,27,1,348.0,29.0,26.018396846254927,1,0,1,Low
U012079,1,starter,monthly,true,self-serve,29.0,348.0,293,3,0,3.0,319.0,29.0,11,1,348.0,29.0,9.625492772667542,1,0,3,Low
U025905,0,professional,monthly,false,self-serve,79.0,948.0,792,2,1,2.0,2133.0,79.0,27,1,948.0,79.0,26.018396846254927,1,1,1,Medium
U024813,0,starter,monthly,false,self-serve,29.0,348.0,792,0,1,0.0,783.0,29.0,27,1,348.0,29.0,26.018396846254927,0,1,-1,Low
U029890,0,professional,annual,false,self-serve,79.0,948.0,792,0,1,0.0,2133.0,79.0,27,1,948.0,79.0,26.018396846254927,0,1,-1,Medium
U027642,0,starter,monthly,true,self-serve,29.0,348.0,792,1,1,1.0,783.0,29.0,27,1,348.0,29.0,26.018396846254927,1,1,0,Low
U011992,0,starter,monthly,true,sales-assisted,29.0,348.0,792,0,1,0.0,783.0,29.0,27,1,348.0,29.0,26.018396846254927,0,1,-1,Low
U003346,0,starter,monthly,true,partner,29.0,348.0,792,0,0,0.0,783.0,29.0,27,1,348.0,29.0,26.018396846254927,0,0,0,Low
U011850,0,free,unknown,true,self-serve,0.0,0.0,792,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.018396846254927,0,0,0,Free
U003857,0,enterprise,monthly,false,self-serve,199.0,2388.0,792,1,2,0.5,5373.0,199.0,27,1,2388.0,199.0,26.018396846254927,1,1,-1,High
U007195,0,starter,monthly,true,self-serve,29.0,348.0,792,0,0,0.0,783.0,29.0,27,1,348.0,29.0,26.018396846254927,0,0,0,Low
U027553,0,starter,monthly,false,self-serve,29.0,348.0,792,2,1,2.0,783.0,29.0,27,1,348.0,29.0,26.018396846254927,1,1,1,Low
U019621,0,free,unknown,true,self-serve,0.0,0.0,792,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.018396846254927,0,0,0,Free
U016929,0,enterprise,annual,false,partner,199.0,2388.0,792,0,0,0.0,5373.0,199.0,27,1,2388.0,199.0,26.018396846254927,0,0,0,High
U024846,0,starter,monthly,false,partner,29.0,348.0,792,0,0,0.0,783.0,29.0,27,1,348.0,29.0,26.018396846254927,0,0,0,Low
U018345,0,free,unknown,true,self-serve,0.0,0.0,792,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.018396846254927,0,0,0,Free
U025895,1,enterprise,monthly,true,sales-assisted,199.0,2388.0,305,1,0,1.0,2189.0,199.0,11,1,2388.0,199.0,10.019710906701707,1,0,1,High
U017180,0,free,unknown,true,self-serve,0.0,0.0,792,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.018396846254927,0,0,0,Free
U023056,0,free,unknown,true,self-serve,0.0,0.0,792,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.018396846254927,0,0,0,Free
U012235,0,professional,monthly,false,sales-assisted,79.0,948.0,792,0,0,0.0,2133.0,79.0,27,1,948.0,79.0,26.018396846254927,0,0,0,Medium
U017740,0,professional,monthly,false,sales-assisted,79.0,948.0,792,0,1,0.0,2133.0,79.0,27,1,948.0,79.0,26.018396846254927,0,1,-1,Medium
U023596,0,starter,monthly,true,partner,29.0,348.0,792,1,0,1.0,783.0,29.0,27,1,348.0,29.0,26.018396846254927,1,0,1,Low
U000902,0,professional,annual,true,self-serve,79.0,948.0,792,0,0,0.0,2133.0,79.0,27,1,948.0,79.0,26.018396846254927,0,0,0,Medium
U027845,0,free,unknown,true,self-serve,0.0,0.0,792,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.018396846254927,0,0,0,Free
U002433,1,starter,annual,true,sales-assisted,29.0,348.0,171,0,0,0.0,203.0,29.0,7,1,348.0,29.0,5.617608409986859,0,0,0,Low
U005755,0,enterprise,monthly,false,sales-assisted,199.0,2388.0,792,2,0,2.0,5373.0,199.0,27,1,2388.0,199.0,26.018396846254927,1,0,2,High
U011844,0,free,unknown,true,self-serve,0.0,0.0,792,0,0,0.0,0.0,0.0,27,1,0.0,0.0,26.018396846254927,0,0,0,Free
U018733,0,starter,monthly,false,partner,29.0,348.0,792,0,0,0.0,783.0,29.0,27,1,348.0,29.0,26.018396846254927,0,0,0,Low
U018430,0,professional,monthly,true,partner,79.0,948.0,792,2,0,2.0,2133.0,79.0,27,1,948.0,79.0,26.018396846254927,1,0,2,Medium
U000070,0,professional,monthly,true,partner,79.0,948.0,792,0,0,0.0,2133.0,79.0,27,1,948.0,79.0,26.018396846254927,0,0,0,Medium
U006423,0,professional,monthly,true,sales-assisted,79.0,948.0,792,0,0,0.0,2133.0,79.0,27,1,948.0,79.0,26.018396846254927,0,0,0,Medium
U000235,0,professional,monthly,true,sales-assisted,79.0,948.0,791,0,0,0.0,2133.0,79.0,27,1,948.0,79.0,25.985545335085412,0,0,0,Medium
U009295,0,starter,monthly,true,self-serve,29.0,348.0,791,0,3,0.0,783.0,29.0,27,1,348.0,29.0,25.985545335085412,0,1,-3,Low
U020461,0,enterprise,monthly,false,sales-assisted,199.0,2388.0,791,3,1,3.0,5373.0,199.0,27,1,2388.0,199.0,25.985545335085412,1,1,2,High
U027314,0,free,unknown,true,self-serve,0.0,0.0,791,0,0,0.0,0.0,0.0,27,1,0.0,0.0,25.985545335085412,0,0,0,Free
U018480,0,free,unknown,true,self-serve,0.0,0.0,791,0,0,0.0,0.0,0.0,27,1,0.0,0.0,25.985545335085412,0,0,0,Free
U009369,0,starter,annual,true,self-serve,29.0,348.0,791,3,2,1.5,783.0,29.0,27,1,348.0,29.0,25.985545335085412,1,1,1,Low
U020597,0,professional,monthly,false,sales-assisted,79.0,948.0,791,1,0,1.0,2133.0,79.0,27,1,948.0,79.0,25.985545335085412,1,0,1,Medium
U028575,0,professional,monthly,true,sales-assisted,79.0,948.0,791,1,0,1.0,2133.0,79.0,27,1,948.0,79.0,25.985545335085412,1,0,1,Medium
U000337,0,starter,annual,true,self-serve,29.0,348.0,791,0,0,0.0,783.0,29.0,27,1,348.0,29.0,25.985545335085412,0,0,0,Low
U026202,0,free,unknown,true,self-serve,0.0,0.0,791,1,0,1.0,0.0,0.0,27,1,0.0,0.0,25.985545335085412,1,0,1,Free
U003060,1,professional,monthly,true,self-serve,79.0,948.0,577,3,1,3.0,1580.0,79.0,20,1,948.0,79.0,18.95532194480946,1,1,2,Medium
U010641,0,starter,monthly,true,self-serve,29.0,348.0,791,0,1,0.0,783.0,29.0,27,1,348.0,29.0,25.985545335085412,0,1,-1,Low
U015795,0,free,unknown,true,self-serve,0.0,0.0,791,0,0,0.0,0.0,0.0,27,1,0.0,0.0,25.985545335085412,0,0,0,Free
U009603,0,starter,monthly,false,self-serve,29.0,348.0,791,2,0,2.0,783.0,29.0,27,1,348.0,29.0,25.985545335085412,1,0,2,Low
U028722,0,free,unknown,true,self-serve,0.0,0.0,791,0,0,0.0,0.0,0.0,27,1,0.0,0.0,25.985545335085412,0,0,0,Free
U026153,0,professional,monthly,false,self-serve,79.0,948.0,791,0,0,0.0,2133.0,79.0,27,1,948.0,79.0,25.985545335085412,0,0,0,Medium
U006663,0,enterprise,monthly,true,self-serve,199.0,2388.0,791,0,0,0.0,5373.0,199.0,27,1,2388.0,199.0,25.985545335085412,0,0,0,High
U000616,0,starter,monthly,false,partner,29.0,348.0,791,0,0,0.0,783.0,29.0,27,1,348.0,29.0,25.985545335085412,0,0,0,Low
U000444,0,professional,monthly,false,sales-assisted,79.0,948.0,791,0,0,0.0,2133.0,79.0,27,1,948.0,79.0,25.985545335085412,0,0,0,Medium
U024963,0,free,unknown,true,self-serve,0.0,0.0,791,0,0,0.0,0.0,0.0,27,1,0.0,0.0,25.985545335085412,0,0,0,Free
U016729,0,free,unknown,true,self-serve,0.0,0.0,791,0,0,0.0,0.0,0.0,27,1,0.0,0.0,25.985545335085412,0,0,0,Free
U007235,0,enterprise,annual,true,self-serve,199.0,2388.0,791,0,1,0.0,5373.0,199.0,27,1,2388.0,199.0,25.985545335085412,0,1,-1,High
U027727,0,starter,monthly,false,sales-assisted,29.0,348.0,791,0,0,0.0,783.0,29.0,27,1,348.0,29.0,25.985545335085412,0,0,0,Low
U010688,0,enterprise,annual,false,self-serve,199.0,2388.0,791,0,0,0.0,5373.0,199.0,27,1,2388.0,199.0,25.985545335085412,0,0,0,High
U005824,0,free,unknown,true,self-serve,0.0,0.0,791,0,0,0.0,0.0,0.0,27,1,0.0,0.0,25.985545335085412,0,0,0,Free
U002610,0,free,unknown,true,self-serve,0.0,0.0,791,0,0,0.0,0.0,0.0,27,1,0.0,0.0,25.985545335085412,0,0,0,Free
U027366,0,free,unknown,true,self-serve,0.0,0.0,791,0,0,0.0,0.0,0.0,27,1,0.0,0.0,25.985545335085412,0,0,0,Free
U014125,0,free,unknown,true,self-serve,0.0,0.0,791,0,0,0.0,0.0,0.0,27,1,0.0,0.0,25.985545335085412,0,0,0,Free
U000409,0,free,unknown,true,self-serve,0.0,0.0,791,0,0,0.0,0.0,0.0,27,1,0.0,0.0,25.985545335085412,0,0,0,Free
U026182,0,free,unknown,true,self-serve,0.0,0.0,791,0,1,0.0,0.0,0.0,27,1,0.0,0.0,25.985545335085412,0,1,-1,Free
U028705,0,free,unknown,true,self-serve,0.0,0.0,791,0,0,0.0,0.0,0.0,27,1,0.0,0.0,25.985545335085412,0,0,0,Free
U014857,0,enterprise,monthly,false,self-serve,199.0,2388.0,791,2,1,2.0,5373.0,199.0,27,1,2388.0,199.0,25.985545335085412,1,1,1,High
U000095,0,free,unknown,true,self-serve,0.0,0.0,791,0,0,0.0,0.0,0.0,27,1,0.0,0.0,25.985545335085412,0,0,0,Free
U000908,0,free,unknown,true,self-serve,0.0,0.0,791,0,0,0.0,0.0,0.0,27,1,0.0,0.0,25.985545335085412,0,0,0,Free
U001588,0,free,unknown,true,self-serve,0.0,0.0,791,0,0,0.0,0.0,0.0,27,1,0.0,0.0,25.985545335085412,0,0,0,Free
U001793,0,free,unknown,true,self-serve,0.0,0.0,791,0,0,0.0,0.0,0.0,27,1,0.0,0.0,25.985545335085412,0,0,0,Free
U015436,0,free,unknown,true,self-serve,0.0,0.0,790,0,0,0.0,0.0,0.0,26,1,0.0,0.0,25.952693823915897,0,0,0,Free
U012034,0,starter,monthly,true,self-serve,29.0,348.0,790,2,0,2.0,754.0,29.0,26,1,348.0,29.0,25.952693823915897,1,0,2,Low
U007563,0,starter,monthly,true,partner,29.0,348.0,790,1,0,1.0,754.0,29.0,26,1,348.0,29.0,25.952693823915897,1,0,1,Low
U026793,0,free,unknown,true,self-serve,0.0,0.0,790,0,0,0.0,0.0,0.0,26,1,0.0,0.0,25.952693823915897,0,0,0,Free
U025632,0,free,unknown,true,self-serve,0.0,0.0,790,0,0,0.0,0.0,0.0,26,1,0.0,0.0,25.952693823915897,0,0,0,Free
U014539,0,free,unknown,true,self-serve,0.0,0.0,790,0,0,0.0,0.0,0.0,26,1,0.0,0.0,25.952693823915897,0,0,0,Free
U022975,0,professional,monthly,false,sales-assisted,79.0,948.0,790,0,0,0.0,2054.0,79.0,26,1,948.0,79.0,25.952693823915897,0,0,0,Medium
U017205,0,starter,monthly,false,sales-assisted,29.0,348.0,790,3,0,3.0,754.0,29.0,26,1,348.0,29.0,25.952693823915897,1,0,3,Low
U003293,0,starter,monthly,false,self-serve,29.0,348.0,790,0,0,0.0,754.0,29.0,26,1,348.0,29.0,25.952693823915897,0,0,0,Low
U003138,0,professional,monthly,false,self-serve,79.0,948.0,790,1,0,1.0,2054.0,79.0,26,1,948.0,79.0,25.952693823915897,1,0,1,Medium
U017125,0,professional,monthly,false,self-serve,79.0,948.0,790,3,1,3.0,2054.0,79.0,26,1,948.0,79.0,25.952693823915897,1,1,2,Medium
U000472,1,enterprise,monthly,true,self-serve,199.0,2388.0,111,1,0,1.0,796.0,199.0,4,1,2388.0,199.0,3.6465177398160313,1,0,1,High
U009875,0,starter,annual,false,self-serve,29.0,348.0,790,1,0,1.0,754.0,29.0,26,1,348.0,29.0,25.952693823915897,1,0,1,Low
U005051,0,free,unknown,true,self-serve,0.0,0.0,790,0,0,0.0,0.0,0.0,26,1,0.0,0.0,25.952693823915897,0,0,0,Free
U008234,0,enterprise,monthly,true,self-serve,199.0,2388.0,790,1,0,1.0,5174.0,199.0,26,1,2388.0,199.0,25.952693823915897,1,0,1,High
U019059,0,free,unknown,true,self-serve,0.0,0.0,790,0,0,0.0,0.0,0.0,26,1,0.0,0.0,25.952693823915897,0,0,0,Free
U005227,0,professional,annual,true,self-serve,79.0,948.0,790,0,2,0.0,2054.0,79.0,26,1,948.0,79.0,25.952693823915897,0,1,-2,Medium
U023409,0,free,unknown,true,self-serve,0.0,0.0,790,0,0,0.0,0.0,0.0,26,1,0.0,0.0,25.952693823915897,0,0,0,Free
U006993,0,free,unknown,true,self-serve,0.0,0.0,790,0,0,0.0,0.0,0.0,26,1,0.0,0.0,25.952693823915897,0,0,0,Free
U022120,0,professional,monthly,true,self-serve,79.0,948.0,790,1,0,1.0,2054.0,79.0,26,1,948.0,79.0,25.952693823915897,1,0,1,Medium
