user_id,first_active_month,last_active_month,active_months,activity_span_days,retention_behavior
U003850,2025-06-01,2026-07-01,13,395,High Retention
U003851,2025-12-01,2026-07-01,7,212,High Retention
U003852,2024-03-01,2026-07-01,18,852,High Retention
U003853,2025-07-01,2026-07-01,12,365,High Retention
U003854,2026-05-01,2026-07-01,3,61,Moderate Retention
U003855,2025-08-01,2026-07-01,12,334,High Retention
U003856,2024-02-01,2026-07-01,24,881,High Retention
U003857,2024-06-01,2026-07-01,22,760,High Retention
U003858,2024-08-01,2026-07-01,18,699,High Retention
U003859,2024-12-01,2026-07-01,19,577,High Retention
U003860,2024-04-01,2026-07-01,20,821,High Retention
U003861,2026-01-01,2026-07-01,7,181,High Retention
U003862,2026-06-01,2026-07-01,2,30,Low Retention
U003863,2024-12-01,2026-07-01,19,577,High Retention
U003864,2024-03-01,2026-07-01,24,852,High Retention
U003865,2025-09-01,2026-07-01,10,303,High Retention
U003866,2024-02-01,2026-07-01,24,881,High Retention
U003867,2024-12-01,2026-07-01,18,577,High Retention
U003868,2024-04-01,2026-07-01,24,821,High Retention
U003869,2025-08-01,2026-07-01,12,334,High Retention
U003870,2026-03-01,2026-07-01,5,122,Moderate Retention
U003871,2024-12-01,2026-07-01,20,577,High Retention
U003872,2025-01-01,2026-07-01,17,546,High Retention
U003873,2025-05-01,2026-07-01,15,426,High Retention
U003874,2026-05-01,2026-07-01,3,61,Moderate Retention
U003875,2025-09-01,2026-07-01,10,303,High Retention
U003876,2026-05-01,2026-07-01,3,61,Moderate Retention
U003877,2024-10-01,2026-07-01,20,638,High Retention
U003878,2025-11-01,2026-07-01,9,242,High Retention
U003879,2026-05-01,2026-07-01,3,61,Moderate Retention
U003880,2024-06-01,2026-07-01,19,760,High Retention
U003881,2025-01-01,2026-07-01,18,546,High Retention
U003882,2026-06-01,2026-07-01,2,30,Low Retention
U003883,2025-04-01,2026-07-01,15,456,High Retention
U003884,2025-02-01,2026-07-01,18,515,High Retention
U003885,2025-08-01,2026-07-01,10,334,High Retention
U003886,2025-03-01,2026-07-01,17,487,High Retention
U003887,2025-04-01,2026-07-01,15,456,High Retention
U003888,2025-08-01,2026-07-01,11,334,High Retention
U003889,2024-07-01,2026-07-01,19,730,High Retention
U003890,2025-10-01,2026-07-01,10,273,High Retention
U003891,2026-01-01,2026-07-01,7,181,High Retention
U003892,2026-05-01,2026-07-01,3,61,Moderate Retention
U003893,2025-11-01,2026-07-01,9,242,High Retention
U003894,2026-06-01,2026-07-01,2,30,Low Retention
U003895,2025-05-01,2026-07-01,13,426,High Retention
U003896,2025-01-01,2026-07-01,17,546,High Retention
U003897,2025-10-01,2026-07-01,10,273,High Retention
U003898,2024-05-01,2026-07-01,17,791,High Retention
U003899,2025-01-01,2026-07-01,17,546,High Retention
U003900,2026-04-01,2026-07-01,4,91,Moderate Retention
U003901,2024-02-01,2026-07-01,24,881,High Retention
U003902,2024-05-01,2026-07-01,25,791,High Retention
U003903,2025-09-01,2026-07-01,11,303,High Retention
U003904,2025-06-01,2026-07-01,11,395,High Retention
U003905,2025-12-01,2026-07-01,8,212,High Retention
U003906,2024-07-01,2026-07-01,21,730,High Retention
U003907,2025-02-01,2026-07-01,16,515,High Retention
U003908,2024-12-01,2026-07-01,19,577,High Retention
U003909,2026-05-01,2026-07-01,3,61,Moderate Retention
U003910,2025-05-01,2026-07-01,14,426,High Retention
U003911,2024-05-01,2026-07-01,19,791,High Retention
U003912,2025-10-01,2026-07-01,10,273,High Retention
U003913,2025-08-01,2026-07-01,11,334,High Retention
U003914,2026-06-01,2026-07-01,2,30,Low Retention
U003915,2025-01-01,2026-07-01,18,546,High Retention
U003916,2026-04-01,2026-07-01,4,91,Moderate Retention
U003917,2024-11-01,2026-07-01,17,607,High Retention
U003918,2025-05-01,2026-07-01,13,426,High Retention
U003919,2024-12-01,2026-07-01,20,577,High Retention
U003920,2024-12-01,2026-07-01,16,577,High Retention
U003921,2025-06-01,2026-07-01,13,395,High Retention
U003922,2025-05-01,2026-07-01,15,426,High Retention
U003923,2026-04-01,2026-07-01,4,91,Moderate Retention
U003924,2024-12-01,2026-07-01,20,577,High Retention
U003925,2025-07-01,2026-07-01,12,365,High Retention
U003926,2025-05-01,2026-07-01,13,426,High Retention
U003927,2026-03-01,2026-07-01,5,122,Moderate Retention
U003928,2026-04-01,2026-07-01,4,91,Moderate Retention
U003929,2024-11-01,2026-07-01,20,607,High Retention
U003930,2025-04-01,2026-07-01,15,456,High Retention
U003931,2024-12-01,2026-07-01,17,577,High Retention
U003932,2024-02-01,2026-07-01,18,881,High Retention
U003933,2026-03-01,2026-07-01,5,122,Moderate Retention
U003934,2025-09-01,2026-07-01,10,303,High Retention
U003935,2026-05-01,2026-07-01,3,61,Moderate Retention
U003936,2024-10-01,2026-07-01,10,638,High Retention
U003937,2024-12-01,2026-07-01,18,577,High Retention
U003938,2024-07-01,2026-07-01,20,730,High Retention
U003939,2024-11-01,2026-07-01,20,607,High Retention
U003940,2025-12-01,2026-07-01,8,212,High Retention
U003941,2026-02-01,2026-07-01,6,150,High Retention
U003942,2024-07-01,2026-07-01,22,730,High Retention
U003943,2024-02-01,2026-07-01,24,881,High Retention
U003944,2025-07-01,2026-07-01,13,365,High Retention
U003945,2024-07-01,2026-07-01,16,730,High Retention
U003946,2026-01-01,2026-07-01,7,181,High Retention
U003947,2024-04-01,2026-07-01,20,821,High Retention
U003948,2024-10-01,2026-07-01,18,638,High Retention
U003949,2024-12-01,2026-07-01,17,577,High Retention
U003950,2025-04-01,2026-07-01,16,456,High Retention
U003951,2026-03-01,2026-07-01,5,122,Moderate Retention
U003952,2025-06-01,2026-07-01,14,395,High Retention
U003953,2024-09-01,2026-07-01,20,668,High Retention
U003954,2025-08-01,2026-07-01,12,334,High Retention
U003955,2025-05-01,2026-07-01,14,426,High Retention
U003956,2026-06-01,2026-07-01,2,30,Low Retention
U003957,2026-05-01,2026-07-01,3,61,Moderate Retention
U003958,2026-03-01,2026-07-01,5,122,Moderate Retention
U003959,2024-07-01,2026-07-01,15,730,High Retention
U003960,2024-08-01,2026-07-01,22,699,High Retention
U003961,2024-06-01,2026-07-01,20,760,High Retention
U003962,2025-05-01,2026-07-01,15,426,High Retention
U003963,2026-01-01,2026-07-01,7,181,High Retention
U003964,2024-06-01,2026-07-01,17,760,High Retention
U003965,2026-06-01,2026-07-01,2,30,Low Retention
U003966,2024-04-01,2026-07-01,22,821,High Retention
U003967,2025-05-01,2026-07-01,13,426,High Retention
U003968,2025-01-01,2026-07-01,18,546,High Retention
U003969,2026-04-01,2026-07-01,4,91,Moderate Retention
U003970,2024-11-01,2026-07-01,19,607,High Retention
U003971,2024-07-01,2026-07-01,18,730,High Retention
U003972,2025-07-01,2026-07-01,11,365,High Retention
U003973,2024-03-01,2026-07-01,22,852,High Retention
U003974,2025-08-01,2026-07-01,11,334,High Retention
U003975,2024-06-01,2026-07-01,21,760,High Retention
U003976,2025-01-01,2026-07-01,19,546,High Retention
U003977,2025-06-01,2026-07-01,14,395,High Retention
U003978,2026-03-01,2026-07-01,5,122,Moderate Retention
U003979,2025-10-01,2026-07-01,10,273,High Retention
U003980,2026-02-01,2026-07-01,6,150,High Retention
U003981,2026-01-01,2026-07-01,7,181,High Retention
U003982,2025-10-01,2026-07-01,9,273,High Retention
U003983,2024-11-01,2026-07-01,21,607,High Retention
U003984,2024-11-01,2026-07-01,18,607,High Retention
U003985,2026-03-01,2026-07-01,5,122,Moderate Retention
U003986,2024-08-01,2026-07-01,24,699,High Retention
U003987,2026-02-01,2026-07-01,6,150,High Retention
U003988,2024-04-01,2026-07-01,24,821,High Retention
U003989,2026-02-01,2026-07-01,6,150,High Retention
U003990,2024-08-01,2026-07-01,21,699,High Retention
U003991,2025-11-01,2026-07-01,9,242,High Retention
U003992,2026-05-01,2026-07-01,3,61,Moderate Retention
U003993,2026-04-01,2026-07-01,4,91,Moderate Retention
U003994,2025-01-01,2026-07-01,17,546,High Retention
U003995,2024-06-01,2026-07-01,16,760,High Retention
U003996,2025-01-01,2026-07-01,17,546,High Retention
U003997,2025-07-01,2026-07-01,12,365,High Retention
U003998,2025-03-01,2026-07-01,14,487,High Retention
U003999,2025-12-01,2026-07-01,8,212,High Retention
U004000,2025-09-01,2026-07-01,10,303,High Retention
U004001,2024-02-01,2026-07-01,23,881,High Retention
U004002,2026-04-01,2026-07-01,4,91,Moderate Retention
U004003,2024-09-01,2026-07-01,15,668,High Retention
U004004,2024-05-01,2026-07-01,18,791,High Retention
U004005,2024-09-01,2026-07-01,15,668,High Retention
U004006,2026-01-01,2026-07-01,7,181,High Retention
U004007,2025-12-01,2026-07-01,8,212,High Retention
U004008,2025-03-01,2026-07-01,15,487,High Retention
U004009,2025-04-01,2026-07-01,14,456,High Retention
U004010,2024-09-01,2026-07-01,21,668,High Retention
U004011,2026-06-01,2026-07-01,2,30,Low Retention
U004012,2025-05-01,2026-07-01,13,426,High Retention
U004013,2024-08-01,2026-07-01,15,699,High Retention
U004014,2025-05-01,2026-07-01,13,426,High Retention
U004015,2024-04-01,2026-07-01,24,821,High Retention
U004016,2024-05-01,2026-07-01,26,791,High Retention
U004017,2024-08-01,2026-07-01,19,699,High Retention
U004018,2024-03-01,2026-07-01,23,852,High Retention
U004019,2026-02-01,2026-07-01,6,150,High Retention
U004020,2025-08-01,2026-07-01,12,334,High Retention
U004021,2025-04-01,2026-07-01,15,456,High Retention
U004022,2025-11-01,2026-07-01,9,242,High Retention
U004023,2025-07-01,2026-07-01,12,365,High Retention
U004024,2025-07-01,2026-07-01,13,365,High Retention
U004025,2025-06-01,2026-07-01,12,395,High Retention
U004026,2024-11-01,2026-07-01,19,607,High Retention
U004027,2024-01-01,2026-07-01,27,912,High Retention
U004028,2025-06-01,2026-07-01,13,395,High Retention
U004029,2025-12-01,2026-07-01,8,212,High Retention
U004030,2026-04-01,2026-07-01,4,91,Moderate Retention
U004031,2024-08-01,2026-07-01,22,699,High Retention
U004032,2026-04-01,2026-07-01,4,91,Moderate Retention
U004033,2024-03-01,2026-07-01,12,852,High Retention
U004034,2024-08-01,2026-07-01,20,699,High Retention
U004035,2026-02-01,2026-07-01,6,150,High Retention
U004036,2024-04-01,2026-07-01,23,821,High Retention
U004037,2025-03-01,2026-07-01,16,487,High Retention
U004038,2025-08-01,2026-07-01,10,334,High Retention
U004039,2024-03-01,2026-07-01,23,852,High Retention
U004040,2024-07-01,2026-07-01,23,730,High Retention
U004041,2025-01-01,2026-07-01,17,546,High Retention
U004042,2026-01-01,2026-07-01,7,181,High Retention
U004043,2025-12-01,2026-07-01,8,212,High Retention
U004044,2024-09-01,2026-07-01,20,668,High Retention
U004045,2025-02-01,2026-07-01,17,515,High Retention
U004046,2024-05-01,2026-07-01,21,791,High Retention
U004047,2025-03-01,2026-07-01,14,487,High Retention
U004048,2026-01-01,2026-07-01,7,181,High Retention
U004049,2024-04-01,2026-07-01,19,821,High Retention
U004050,2024-07-01,2026-07-01,17,730,High Retention
U004051,2024-10-01,2026-07-01,18,638,High Retention
U004052,2024-02-01,2026-07-01,23,881,High Retention
U004053,2026-04-01,2026-07-01,4,91,Moderate Retention
U004054,2026-01-01,2026-07-01,7,181,High Retention
U004055,2024-10-01,2026-07-01,19,638,High Retention
U004056,2024-04-01,2026-07-01,25,821,High Retention
U004057,2025-04-01,2026-07-01,15,456,High Retention
U004058,2025-02-01,2026-07-01,14,515,High Retention
U004059,2024-05-01,2026-07-01,23,791,High Retention
U004060,2025-01-01,2026-07-01,18,546,High Retention
U004061,2026-04-01,2026-07-01,4,91,Moderate Retention
U004062,2024-07-01,2026-07-01,20,730,High Retention
U004063,2026-03-01,2026-07-01,5,122,Moderate Retention
U004064,2024-03-01,2026-07-01,19,852,High Retention
U004065,2025-02-01,2026-07-01,14,515,High Retention
U004066,2024-04-01,2026-07-01,23,821,High Retention
U004067,2025-09-01,2026-07-01,10,303,High Retention
U004068,2025-02-01,2026-07-01,16,515,High Retention
U004069,2025-08-01,2026-07-01,11,334,High Retention
U004070,2026-05-01,2026-07-01,3,61,Moderate Retention
U004071,2026-03-01,2026-07-01,5,122,Moderate Retention
U004072,2025-10-01,2026-07-01,10,273,High Retention
U004073,2024-11-01,2026-07-01,17,607,High Retention
U004074,2025-10-01,2026-07-01,10,273,High Retention
U004075,2025-05-01,2026-07-01,14,426,High Retention
U004076,2025-09-01,2026-07-01,11,303,High Retention
U004077,2025-10-01,2026-07-01,10,273,High Retention
U004078,2025-12-01,2026-07-01,8,212,High Retention
U004079,2025-11-01,2026-07-01,9,242,High Retention
U004080,2025-05-01,2026-07-01,14,426,High Retention
U004081,2024-07-01,2026-07-01,20,730,High Retention
U004082,2026-06-01,2026-07-01,2,30,Low Retention
U004083,2024-03-01,2026-07-01,22,852,High Retention
U004084,2025-07-01,2026-07-01,13,365,High Retention
U004085,2024-07-01,2026-07-01,19,730,High Retention
U004086,2025-08-01,2026-07-01,12,334,High Retention
U004087,2025-02-01,2026-07-01,15,515,High Retention
U004088,2024-02-01,2026-07-01,25,881,High Retention
U004089,2026-05-01,2026-07-01,3,61,Moderate Retention
U004090,2025-11-01,2026-07-01,8,242,High Retention
U004091,2024-11-01,2026-07-01,17,607,High Retention
U004092,2024-12-01,2026-07-01,15,577,High Retention
U004093,2025-05-01,2026-07-01,14,426,High Retention
U004094,2025-12-01,2026-07-01,8,212,High Retention
U004095,2026-06-01,2026-07-01,2,30,Low Retention
U004096,2026-02-01,2026-07-01,6,150,High Retention
U004097,2024-03-01,2026-07-01,18,852,High Retention
U004098,2024-01-01,2026-07-01,19,912,High Retention
U004099,2024-07-01,2026-07-01,19,730,High Retention
U004100,2024-12-01,2026-07-01,17,577,High Retention
U004101,2024-02-01,2026-07-01,25,881,High Retention
U004102,2026-04-01,2026-07-01,4,91,Moderate Retention
U004103,2025-09-01,2026-07-01,10,303,High Retention
U004104,2024-05-01,2026-07-01,19,791,High Retention
U004105,2026-02-01,2026-07-01,6,150,High Retention
U004106,2025-11-01,2026-07-01,9,242,High Retention
U004107,2024-10-01,2026-07-01,20,638,High Retention
U004108,2024-11-01,2026-07-01,18,607,High Retention
U004109,2025-10-01,2026-07-01,10,273,High Retention
U004110,2025-04-01,2026-07-01,15,456,High Retention
U004111,2026-05-01,2026-07-01,3,61,Moderate Retention
U004112,2026-04-01,2026-07-01,4,91,Moderate Retention
U004113,2026-05-01,2026-07-01,3,61,Moderate Retention
U004114,2025-08-01,2026-07-01,11,334,High Retention
U004115,2025-12-01,2026-07-01,8,212,High Retention
U004116,2025-02-01,2026-07-01,17,515,High Retention
U004117,2025-11-01,2026-07-01,9,242,High Retention
U004118,2025-10-01,2026-07-01,10,273,High Retention
U004119,2025-04-01,2026-07-01,16,456,High Retention
U004120,2024-08-01,2026-07-01,20,699,High Retention
U004121,2026-05-01,2026-07-01,3,61,Moderate Retention
U004122,2024-02-01,2026-07-01,20,881,High Retention
U004123,2024-05-01,2026-07-01,22,791,High Retention
U004124,2025-07-01,2026-07-01,12,365,High Retention
U004125,2025-01-01,2026-07-01,17,546,High Retention
U004126,2026-02-01,2026-07-01,6,150,High Retention
U004127,2024-02-01,2026-07-01,21,881,High Retention
U004128,2025-11-01,2026-07-01,9,242,High Retention
U004129,2024-09-01,2026-07-01,18,668,High Retention
U004130,2025-04-01,2026-07-01,16,456,High Retention
U004131,2025-02-01,2026-07-01,18,515,High Retention
U004132,2024-05-01,2026-07-01,21,791,High Retention
U004133,2025-02-01,2026-07-01,13,515,High Retention
U004134,2024-05-01,2026-07-01,16,791,High Retention
U004135,2026-02-01,2026-07-01,6,150,High Retention
U004136,2024-10-01,2026-07-01,16,638,High Retention
U004137,2024-05-01,2026-07-01,22,791,High Retention
U004138,2026-05-01,2026-07-01,3,61,Moderate Retention
U004139,2025-07-01,2026-07-01,13,365,High Retention
U004140,2025-03-01,2026-07-01,15,487,High Retention
U004141,2025-03-01,2026-07-01,15,487,High Retention
U004142,2026-01-01,2026-07-01,7,181,High Retention
U004143,2025-02-01,2026-07-01,15,515,High Retention
U004144,2024-04-01,2026-07-01,22,821,High Retention
U004145,2025-09-01,2026-07-01,11,303,High Retention
U004146,2025-03-01,2026-07-01,17,487,High Retention
U004147,2024-05-01,2026-07-01,22,791,High Retention
U004148,2024-08-01,2026-07-01,19,699,High Retention
U004149,2024-12-01,2026-07-01,19,577,High Retention
U004150,2026-05-01,2026-07-01,3,61,Moderate Retention
U004151,2026-01-01,2026-07-01,7,181,High Retention
U004152,2024-07-01,2026-07-01,23,730,High Retention
U004153,2024-08-01,2026-07-01,22,699,High Retention
U004154,2024-03-01,2026-07-01,28,852,High Retention
U004155,2024-07-01,2026-07-01,22,730,High Retention
U004156,2024-07-01,2026-07-01,18,730,High Retention
U004157,2025-04-01,2026-07-01,15,456,High Retention
U004158,2024-04-01,2026-07-01,19,821,High Retention
U004159,2025-06-01,2026-07-01,12,395,High Retention
U004160,2024-10-01,2026-07-01,16,638,High Retention
U004161,2025-10-01,2026-07-01,8,273,High Retention
U004162,2026-06-01,2026-07-01,2,30,Low Retention
U004163,2026-05-01,2026-07-01,3,61,Moderate Retention
U004164,2026-05-01,2026-07-01,3,61,Moderate Retention
U004165,2025-06-01,2026-07-01,13,395,High Retention
U004166,2025-06-01,2026-07-01,9,395,High Retention
U004167,2025-06-01,2026-07-01,14,395,High Retention
U004168,2026-02-01,2026-07-01,6,150,High Retention
U004169,2024-09-01,2026-07-01,17,668,High Retention
U004170,2025-01-01,2026-07-01,19,546,High Retention
U004171,2024-12-01,2026-07-01,13,577,High Retention
U004172,2026-03-01,2026-07-01,5,122,Moderate Retention
U004173,2024-08-01,2026-07-01,20,699,High Retention
U004174,2024-09-01,2026-07-01,14,668,High Retention
U004175,2024-12-01,2026-07-01,18,577,High Retention
U004176,2025-01-01,2026-07-01,17,546,High Retention
U004177,2025-10-01,2026-07-01,10,273,High Retention
U004178,2024-05-01,2026-07-01,20,791,High Retention
U004179,2024-07-01,2026-07-01,20,730,High Retention
U004180,2026-05-01,2026-07-01,3,61,Moderate Retention
U004181,2025-08-01,2026-07-01,11,334,High Retention
U004182,2024-11-01,2026-07-01,17,607,High Retention
U004183,2026-06-01,2026-07-01,2,30,Low Retention
U004184,2024-09-01,2026-07-01,21,668,High Retention
U004185,2025-08-01,2026-07-01,12,334,High Retention
U004186,2024-08-01,2026-07-01,21,699,High Retention
U004187,2025-09-01,2026-07-01,10,303,High Retention
U004188,2025-03-01,2026-07-01,17,487,High Retention
U004189,2024-06-01,2026-07-01,22,760,High Retention
U004190,2025-05-01,2026-07-01,11,426,High Retention
U004191,2025-03-01,2026-07-01,17,487,High Retention
U004192,2025-09-01,2026-07-01,11,303,High Retention
U004193,2026-03-01,2026-07-01,5,122,Moderate Retention
U004194,2026-01-01,2026-07-01,7,181,High Retention
U004195,2024-11-01,2026-07-01,17,607,High Retention
U004196,2025-10-01,2026-07-01,10,273,High Retention
U004197,2025-05-01,2026-07-01,15,426,High Retention
U004198,2025-04-01,2026-07-01,15,456,High Retention
U004199,2024-08-01,2026-07-01,22,699,High Retention
U004200,2025-05-01,2026-07-01,14,426,High Retention
U004201,2024-12-01,2026-07-01,10,577,High Retention
U004202,2026-06-01,2026-07-01,2,30,Low Retention
U004203,2025-03-01,2026-07-01,15,487,High Retention
U004204,2025-03-01,2026-07-01,16,487,High Retention
U004205,2024-03-01,2026-07-01,23,852,High Retention
U004206,2024-10-01,2026-07-01,20,638,High Retention
U004207,2026-06-01,2026-07-01,2,30,Low Retention
U004208,2025-09-01,2026-07-01,11,303,High Retention
U004209,2025-11-01,2026-07-01,9,242,High Retention
U004210,2025-09-01,2026-07-01,10,303,High Retention
U004211,2025-04-01,2026-07-01,16,456,High Retention
U004212,2026-05-01,2026-07-01,3,61,Moderate Retention
U004213,2024-10-01,2026-07-01,17,638,High Retention
U004214,2024-12-01,2026-07-01,16,577,High Retention
U004215,2025-10-01,2026-07-01,10,273,High Retention
U004216,2025-05-01,2026-07-01,14,426,High Retention
U004217,2024-12-01,2026-07-01,18,577,High Retention
U004218,2025-08-01,2026-07-01,12,334,High Retention
U004219,2026-02-01,2026-07-01,6,150,High Retention
U004220,2025-10-01,2026-07-01,10,273,High Retention
U004221,2025-02-01,2026-07-01,16,515,High Retention
U004222,2024-03-01,2026-07-01,23,852,High Retention
U004223,2026-01-01,2026-07-01,7,181,High Retention
U004224,2026-04-01,2026-07-01,4,91,Moderate Retention
U004225,2025-11-01,2026-07-01,9,242,High Retention
U004226,2024-07-01,2026-07-01,22,730,High Retention
U004227,2026-03-01,2026-07-01,5,122,Moderate Retention
U004228,2024-08-01,2026-07-01,19,699,High Retention
U004229,2026-03-01,2026-07-01,5,122,Moderate Retention
U004230,2025-10-01,2026-07-01,9,273,High Retention
U004231,2025-04-01,2026-07-01,15,456,High Retention
U004232,2024-08-01,2026-07-01,20,699,High Retention
U004233,2025-02-01,2026-07-01,16,515,High Retention
U004234,2024-05-01,2026-07-01,19,791,High Retention
U004235,2025-10-01,2026-07-01,10,273,High Retention
U004236,2026-05-01,2026-07-01,3,61,Moderate Retention
U004237,2026-02-01,2026-07-01,6,150,High Retention
U004238,2025-08-01,2026-07-01,12,334,High Retention
U004239,2026-06-01,2026-07-01,2,30,Low Retention
U004240,2026-05-01,2026-07-01,3,61,Moderate Retention
U004241,2026-06-01,2026-07-01,2,30,Low Retention
U004242,2024-04-01,2026-07-01,21,821,High Retention
U004243,2026-06-01,2026-07-01,2,30,Low Retention
U004244,2024-02-01,2026-07-01,29,881,High Retention
U004245,2025-01-01,2026-07-01,18,546,High Retention
U004246,2024-09-01,2026-07-01,18,668,High Retention
U004247,2026-02-01,2026-07-01,6,150,High Retention
U004248,2024-02-01,2026-07-01,25,881,High Retention
U004249,2026-05-01,2026-07-01,3,61,Moderate Retention
U004250,2025-02-01,2026-07-01,15,515,High Retention
U004251,2024-04-01,2026-07-01,23,821,High Retention
U004252,2026-05-01,2026-07-01,3,61,Moderate Retention
U004253,2024-03-01,2026-07-01,20,852,High Retention
U004254,2024-12-01,2026-07-01,15,577,High Retention
U004255,2024-09-01,2026-07-01,19,668,High Retention
U004256,2025-11-01,2026-07-01,9,242,High Retention
U004257,2024-08-01,2026-07-01,22,699,High Retention
U004258,2025-08-01,2026-07-01,12,334,High Retention
U004259,2024-04-01,2026-07-01,23,821,High Retention
U004260,2024-03-01,2026-07-01,25,852,High Retention
U004261,2024-04-01,2026-07-01,20,821,High Retention
U004262,2024-09-01,2026-07-01,20,668,High Retention
U004263,2025-04-01,2026-07-01,14,456,High Retention
U004264,2025-08-01,2026-07-01,11,334,High Retention
U004265,2025-07-01,2026-07-01,13,365,High Retention
U004266,2024-05-01,2026-07-01,20,791,High Retention
U004267,2024-12-01,2026-07-01,19,577,High Retention
U004268,2025-03-01,2026-07-01,15,487,High Retention
U004269,2025-01-01,2026-07-01,18,546,High Retention
U004270,2025-09-01,2026-07-01,11,303,High Retention
U004271,2025-04-01,2026-07-01,13,456,High Retention
U004272,2024-12-01,2026-07-01,15,577,High Retention
U004273,2024-08-01,2026-07-01,20,699,High Retention
U004274,2024-10-01,2026-07-01,20,638,High Retention
U004275,2026-01-01,2026-07-01,7,181,High Retention
U004276,2025-10-01,2026-07-01,10,273,High Retention
U004277,2025-02-01,2026-07-01,13,515,High Retention
U004278,2025-01-01,2026-07-01,16,546,High Retention
U004279,2024-11-01,2026-07-01,17,607,High Retention
U004280,2025-05-01,2026-07-01,12,426,High Retention
U004281,2026-03-01,2026-07-01,5,122,Moderate Retention
U004282,2024-07-01,2026-07-01,21,730,High Retention
U004283,2025-06-01,2026-07-01,14,395,High Retention
U004284,2025-12-01,2026-07-01,8,212,High Retention
U004285,2024-03-01,2026-07-01,26,852,High Retention
U004286,2025-07-01,2026-07-01,11,365,High Retention
U004287,2025-06-01,2026-07-01,14,395,High Retention
U004288,2026-06-01,2026-07-01,2,30,Low Retention
U004289,2024-12-01,2026-07-01,14,577,High Retention
U004290,2025-11-01,2026-07-01,8,242,High Retention
U004291,2024-03-01,2026-07-01,26,852,High Retention
U004292,2025-07-01,2026-07-01,13,365,High Retention
U004293,2024-10-01,2026-07-01,17,638,High Retention
U004294,2025-07-01,2026-07-01,13,365,High Retention
U004295,2025-07-01,2026-07-01,13,365,High Retention
U004296,2024-11-01,2026-07-01,16,607,High Retention
U004297,2026-02-01,2026-07-01,6,150,High Retention
U004298,2025-03-01,2026-07-01,16,487,High Retention
U004299,2024-09-01,2026-07-01,22,668,High Retention
U004300,2025-09-01,2026-07-01,11,303,High Retention
U004301,2025-05-01,2026-07-01,13,426,High Retention
U004302,2025-04-01,2026-07-01,15,456,High Retention
U004303,2024-05-01,2026-07-01,21,791,High Retention
U004304,2026-05-01,2026-07-01,3,61,Moderate Retention
U004305,2024-12-01,2026-06-01,16,547,High Retention
U004306,2025-06-01,2026-07-01,13,395,High Retention
U004307,2024-06-01,2026-07-01,21,760,High Retention
U004308,2024-03-01,2026-07-01,20,852,High Retention
U004309,2025-11-01,2026-07-01,9,242,High Retention
U004310,2024-05-01,2026-07-01,23,791,High Retention
U004311,2025-10-01,2026-07-01,10,273,High Retention
U004312,2024-03-01,2026-07-01,25,852,High Retention
U004313,2024-11-01,2026-07-01,18,607,High Retention
U004314,2026-04-01,2026-07-01,4,91,Moderate Retention
U004315,2025-06-01,2026-07-01,14,395,High Retention
U004316,2024-10-01,2026-07-01,21,638,High Retention
U004317,2024-05-01,2026-07-01,23,791,High Retention
U004318,2026-02-01,2026-07-01,6,150,High Retention
U004319,2025-06-01,2026-07-01,13,395,High Retention
U004320,2025-02-01,2026-07-01,16,515,High Retention
U004321,2026-01-01,2026-07-01,7,181,High Retention
U004322,2026-04-01,2026-07-01,4,91,Moderate Retention
U004323,2025-09-01,2026-07-01,11,303,High Retention
U004324,2025-04-01,2026-07-01,13,456,High Retention
U004325,2025-08-01,2026-07-01,12,334,High Retention
U004326,2026-02-01,2026-07-01,6,150,High Retention
U004327,2024-10-01,2026-07-01,19,638,High Retention
U004328,2025-09-01,2026-07-01,11,303,High Retention
U004329,2025-05-01,2026-07-01,14,426,High Retention
U004330,2024-10-01,2026-07-01,21,638,High Retention
U004331,2024-07-01,2026-07-01,20,730,High Retention
U004332,2025-07-01,2026-07-01,13,365,High Retention
U004333,2024-06-01,2026-07-01,21,760,High Retention
U004334,2024-09-01,2026-07-01,22,668,High Retention
U004335,2025-01-01,2026-07-01,18,546,High Retention
U004336,2024-07-01,2026-07-01,21,730,High Retention
U004337,2024-10-01,2026-07-01,20,638,High Retention
U004338,2024-11-01,2026-07-01,15,607,High Retention
U004339,2024-02-01,2026-07-01,26,881,High Retention
U004340,2024-10-01,2026-07-01,21,638,High Retention
U004341,2025-08-01,2026-07-01,10,334,High Retention
U004342,2025-04-01,2026-07-01,15,456,High Retention
U004343,2024-12-01,2026-07-01,19,577,High Retention
U004344,2025-08-01,2026-07-01,9,334,High Retention
U004345,2024-06-01,2026-07-01,19,760,High Retention
U004346,2026-06-01,2026-07-01,2,30,Low Retention
U004347,2024-05-01,2026-07-01,23,791,High Retention
U004348,2025-03-01,2026-07-01,17,487,High Retention
U004349,2026-01-01,2026-07-01,7,181,High Retention
U004350,2025-11-01,2026-07-01,9,242,High Retention
U004351,2025-03-01,2026-07-01,16,487,High Retention
U004352,2025-04-01,2026-07-01,15,456,High Retention
U004353,2026-03-01,2026-07-01,5,122,Moderate Retention
U004354,2025-02-01,2026-07-01,17,515,High Retention
U004355,2024-02-01,2026-07-01,24,881,High Retention
U004356,2025-02-01,2026-07-01,17,515,High Retention
U004357,2024-04-01,2026-07-01,20,821,High Retention
U004358,2026-03-01,2026-07-01,5,122,Moderate Retention
U004359,2024-08-01,2026-07-01,21,699,High Retention
